Highwayman	PROPN	Highwayman
as	ADP	as
the	DET	the
blast	NOUN	blast
shorted	VERB	short
the	DET	the
wires	NOUN	wire
.	PUNCT	.
It	PRON	it
had	AUX	have
been	AUX	be
a	DET	a
girl	NOUN	girl
in	ADP	in
the	DET	the
bed	NOUN	bed
,	PUNCT	,
blinking	VERB	blink
up	ADP	up
sleepily	ADV	sleepily
,	PUNCT	,
mouth	NOUN	mouth
a	DET	a
taut	ADJ	taut
line	NOUN	line
of	ADP	of
surprise	NOUN	surprise
.	PUNCT	.
_	PUNCT	_
The	DET	the
_	PUNCT	_
girl	NOUN	girl
--	PUNCT	--
the	DET	the
one	NUM	one
from	ADP	from
the	DET	the
skid	NOUN	skid
,	PUNCT	,
the	DET	the
one	NOUN	one
he	PRON	he
'd	AUX	have
encountered	VERB	encounter
in	ADP	in
Annihilation	PROPN	Annihilation
Range	PROPN	Range
!	PUNCT	!
She	PRON	she
had	AUX	have
no	DET	no
more	ADJ	more
of	ADP	of
a	DET	a
look	NOUN	look
at	ADP	at
him	PRON	he
than	ADP	than
he	PRON	he
at	ADP	at
her	PRON	she
,	PUNCT	,
and	CCONJ	and
she	PRON	she
had	AUX	have
been	AUX	be
sleep	NOUN	sleep
-	PUNCT	-
dazed	ADJ	dazed
,	PUNCT	,
staring	VERB	stare
up	ADP	up
at	ADP	at
the	DET	the
light	NOUN	light
.	PUNCT	.
Perhaps	ADV	perhaps
she	PRON	she
had	AUX	have
n't	PART	not
recognized	VERB	recognize
him--	PRON	him--
""""	PUNCT	""""
Hold	VERB	hold
still	ADV	still
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
hissed	VERB	hiss
--	PUNCT	--
there	PRON	there
is	AUX	be
no	DET	no
personality	NOUN	personality
to	ADP	to
a	DET	a
whisper	NOUN	whisper
.	PUNCT	.
""""	PUNCT	""""
Where	SCONJ	where
's	AUX	be
Alan	PROPN	Alan
Woller	PROPN	Woller
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Who	PRON	who
are	AUX	be
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
the	DET	the
girl	NOUN	girl
's	PART	's
voice	NOUN	voice
came	VERB	come
,	PUNCT	,
a	DET	a
trifle	NOUN	trifle
unsteady	ADJ	unsteady
.	PUNCT	.
Good	ADJ	good
--	PUNCT	--
she	PRON	she
had	AUX	have
n't	PART	not
recognized	VERB	recognize
him	PRON	he
!	PUNCT	!
Nolan	PROPN	Nolan
laughed	VERB	laugh
voicelessly	ADV	voicelessly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'm	AUX	be
the	DET	the
man	NOUN	man
with	ADP	with
the	DET	the
gun	NOUN	gun
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
replied	VERB	reply
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
ask	VERB	ask
the	DET	the
questions	NOUN	question
.	PUNCT	.
Where	SCONJ	where
's	AUX	be
Woller	PROPN	Woller
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
None	NOUN	none
of	ADP	of
your	PRON	your
business	NOUN	business
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
girl	NOUN	girl
said	VERB	say
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
note	NOUN	note
of	ADP	of
confidence	NOUN	confidence
in	ADP	in
her	PRON	her
voice	NOUN	voice
,	PUNCT	,
and	CCONJ	and
suddenly	ADV	suddenly
Nolan	PROPN	Nolan
felt	VERB	feel
a	DET	a
furtive	ADJ	furtive
movement	NOUN	movement
from	ADP	from
the	DET	the
bed	NOUN	bed
.	PUNCT	.
Was	AUX	be
there	PRON	there
an	DET	an
alarm	NOUN	alarm
--	PUNCT	--
a	DET	a
bell	NOUN	bell
to	PART	to
summon	VERB	summon
servants	NOUN	servant
?	PUNCT	?
""""	PUNCT	""""
Hold	VERB	hold
it	PRON	it
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
whispered	VERB	whisper
sharply	ADV	sharply
.	PUNCT	.
""""	PUNCT	""""
One	NUM	one
wrong	ADJ	wrong
move	NOUN	move
and	CCONJ	and
I	PRON	I
'll	AUX	will
kill	VERB	kill
you	PRON	you
.	PUNCT	.
I	PRON	I
mean	VERB	mean
business	NOUN	business
--	PUNCT	--
and	CCONJ	and
I	PRON	I
want	VERB	want
an	DET	an
answer	NOUN	answer
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
girl	NOUN	girl
's	PART	's
voice	NOUN	voice
was	AUX	be
even	ADV	even
now	ADV	now
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
wo	AUX	will
n't	PART	not
give	VERB	give
one	NUM	one
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
's	PART	's
brows	NOUN	brow
drew	VERB	draw
down	ADV	down
over	ADP	over
his	PRON	his
eyes	NOUN	eye
.	PUNCT	.
What	PRON	what
was	AUX	be
this	DET	this
girl	NOUN	girl
to	ADP	to
Woller	PROPN	Woller
?	PUNCT	?
Whatever	DET	whatever
the	DET	the
connection	NOUN	connection
was	AUX	be
,	PUNCT	,
by	ADP	by
rights	NOUN	right
he	PRON	he
should	AUX	should
take	VERB	take
no	DET	no
chances	NOUN	chance
.	PUNCT	.
The	DET	the
girl	NOUN	girl
was	AUX	be
a	DET	a
danger	NOUN	danger
to	ADP	to
him	PRON	he
--	PUNCT	--
and	CCONJ	and
the	DET	the
life	NOUN	life
of	ADP	of
no	DET	no
woman	NOUN	woman
on	ADP	on
Woller	PROPN	Woller
's	PART	's
string	NOUN	string
should	AUX	should
be	AUX	be
permitted	VERB	permit
to	PART	to
stand	VERB	stand
between	ADP	between
him	PRON	he
and	CCONJ	and
the	DET	the
chance	NOUN	chance
for	ADP	for
vengeance	NOUN	vengeance
on	ADP	on
the	DET	the
man	NOUN	man
who	PRON	who
had	AUX	have
framed	VERB	frame
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'll	AUX	will
give	VERB	give
you	PRON	you
ten	NUM	ten
seconds	NOUN	second
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
whispered	VERB	whisper
harshly	ADV	harshly
.	PUNCT	.
But	CCONJ	but
already	ADV	already
he	PRON	he
was	AUX	be
stepping	VERB	step
silently	ADV	silently
backward	ADV	backward
,	PUNCT	,
concealed	VERB	conceal
in	ADP	in
the	DET	the
abyss	NOUN	abyss
-	PUNCT	-
black	ADJ	black
gloom	NOUN	gloom
of	ADP	of
the	DET	the
chamber	NOUN	chamber
.	PUNCT	.
He	PRON	he
reached	VERB	reach
noiselessly	ADV	noiselessly
behind	ADP	behind
him	PRON	he
for	ADP	for
the	DET	the
knob	NOUN	knob
of	ADP	of
the	DET	the
door	NOUN	door
.	PUNCT	.
He	PRON	he
was	AUX	be
being	AUX	be
a	DET	a
fool	NOUN	fool
and	CCONJ	and
he	PRON	he
knew	VERB	know
it	PRON	it
.	PUNCT	.
But	CCONJ	but
he	PRON	he
had	AUX	have
seen	VERB	see
honesty	NOUN	honesty
in	ADP	in
her	PRON	her
eyes	NOUN	eye
,	PUNCT	,
back	ADV	back
on	ADP	on
the	DET	the
skid	NOUN	skid
,	PUNCT	,
and	CCONJ	and
even	ADV	even
the	DET	the
yearning	NOUN	yearning
for	ADP	for
revenge	NOUN	revenge
could	AUX	could
n't	PART	not
make	VERB	make
him	PRON	he
blot	VERB	blot
that	DET	that
out	ADP	out
with	ADP	with
pyro	NOUN	pyro
-	PUNCT	-
flame	NOUN	flame
.	PUNCT	.
He	PRON	he
opened	VERB	open
the	DET	the
door	NOUN	door
,	PUNCT	,
slid	VERB	slide
out	ADV	out
,	PUNCT	,
closed	VERB	close
it	PRON	it
softly	ADV	softly
behind	ADP	behind
him	PRON	he
.	PUNCT	.
The	DET	the
girl	NOUN	girl
said	VERB	say
nothing	PRON	nothing
,	PUNCT	,
perhaps	ADV	perhaps
had	AUX	have
not	PART	not
known	VERB	know
he	PRON	he
had	AUX	have
gone	VERB	go
.	PUNCT	.
Nolan	PROPN	Nolan
cast	VERB	cast
a	DET	a
quick	ADJ	quick
longing	ADJ	longing
glance	NOUN	glance
at	ADP	at
the	DET	the
other	ADJ	other
door	NOUN	door
,	PUNCT	,
but	CCONJ	but
there	PRON	there
was	AUX	be
no	DET	no
time	NOUN	time
.	PUNCT	.
In	ADP	in
seconds	NOUN	second
the	DET	the
girl	NOUN	girl
would	AUX	would
discover	VERB	discover
she	PRON	she
was	AUX	be
alone	ADJ	alone
.	PUNCT	.
There	PRON	there
would	AUX	would
be	AUX	be
an	DET	an
alarm	NOUN	alarm
,	PUNCT	,
surely	ADV	surely
.	PUNCT	.
A	DET	a
dim	ADJ	dim
thread	NOUN	thread
of	ADP	of
light	NOUN	light
showed	VERB	show
him	PRON	he
the	DET	the
door	NOUN	door
to	ADP	to
the	DET	the
hall	NOUN	hall
.	PUNCT	.
Catlike	ADJ	catlike
he	PRON	he
crossed	VERB	cross
to	ADP	to
it	PRON	it
,	PUNCT	,
then	ADV	then
halted	VERB	halt
,	PUNCT	,
petrified	ADJ	petrified
.	PUNCT	.
Men	NOUN	man
were	AUX	be
coming	VERB	come
down	ADP	down
the	DET	the
hall	NOUN	hall
,	PUNCT	,
several	ADJ	several
of	ADP	of
them	PRON	they
by	ADP	by
the	DET	the
voices	NOUN	voice
.	PUNCT	.
He	PRON	he
caught	VERB	catch
a	DET	a
snatch	NOUN	snatch
of	ADP	of
a	DET	a
rasping	ADJ	rasping
complaint	NOUN	complaint
:	PUNCT	:
""""	PUNCT	""""
_	PUNCT	_
Old	ADJ	old
man	NOUN	man
Woller	PROPN	Woller
's	PART	's
tin	NOUN	tin
soldiers	NOUN	soldier
,	PUNCT	,
that	DET	that
's	AUX	be
us	PRON	we
.	PUNCT	.
Who	PRON	who
the	DET	the
hell	NOUN	hell
does	AUX	do
he--	PRON	he--
_	PUNCT	_
""""	PUNCT	""""
Nolan	PROPN	Nolan
swore	VERB	swear
lividly	ADV	lividly
under	ADP	under
his	PRON	his
breath	NOUN	breath
.	PUNCT	.
The	DET	the
end	NOUN	end
of	ADP	of
the	DET	the
trail	NOUN	trail
had	AUX	have
come	VERB	come
.	PUNCT	.
But	CCONJ	but
he	PRON	he
stepped	VERB	step
back	ADV	back
a	DET	a
pace	NOUN	pace
and	CCONJ	and
stood	VERB	stand
there	ADV	there
,	PUNCT	,
pyro	NOUN	pyro
up	ADV	up
-	PUNCT	-
tilted	ADJ	tilted
and	CCONJ	and
ready	ADJ	ready
.	PUNCT	.
He	PRON	he
would	AUX	would
have	AUX	have
a	DET	a
split	ADJ	split
-	PUNCT	-
second	NOUN	second
's	PART	's
advantage	NOUN	advantage
.	PUNCT	.
If	SCONJ	if
only	ADV	only
there	PRON	there
were	AUX	be
no	DET	no
more	ADJ	more
than	ADP	than
two	NUM	two
or	CCONJ	or
three	NUM	three
of	ADP	of
them--	PRON	them--
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
And	CCONJ	and
then	ADV	then
the	DET	the
sound	NOUN	sound
was	AUX	be
drowned	VERB	drown
out	ADP	out
.	PUNCT	.
A	DET	a
sharp	ADJ	sharp
,	PUNCT	,
moaning	VERB	moan
screech	NOUN	screech
came	VERB	come
from	ADP	from
outside	ADV	outside
.	PUNCT	.
A	DET	a
harsh	ADJ	harsh
metallic	ADJ	metallic
wail	NOUN	wail
that	PRON	that
climbed	VERB	climb
for	ADP	for
the	DET	the
frigid	ADJ	frigid
heavens	NOUN	heaven
above	ADV	above
,	PUNCT	,
louder	ADJ	loud
than	ADP	than
the	DET	the
screaming	VERB	scream
trumpets	NOUN	trumpet
of	ADP	of
Ragnarök	PROPN	Ragnarök
.	PUNCT	.
The	DET	the
alarm	NOUN	alarm
sirens	NOUN	siren
!	PUNCT	!
There	PRON	there
was	AUX	be
a	DET	a
break	NOUN	break
in	ADP	in
the	DET	the
crystal	NOUN	crystal
dome	NOUN	dome
that	PRON	that
held	VERB	hold
the	DET	the
life	NOUN	life
of	ADP	of
Avalon	PROPN	Avalon
!	PUNCT	!
Meteorite	NOUN	meteorite
,	PUNCT	,
accident	NOUN	accident
or	CCONJ	or
simple	ADJ	simple
fatigue	NOUN	fatigue
--	PUNCT	--
the	DET	the
dome	NOUN	dome
had	AUX	have
cracked	VERB	crack
.	PUNCT	.
Air	NOUN	air
and	CCONJ	and
heat	NOUN	heat
would	AUX	would
vanish	VERB	vanish
.	PUNCT	.
Death	NOUN	death
would	AUX	would
tenant	VERB	tenant
the	DET	the
city	NOUN	city
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
sudden	ADJ	sudden
,	PUNCT	,
sharp	ADJ	sharp
babble	NOUN	babble
from	ADP	from
the	DET	the
men	NOUN	man
outside	ADV	outside
,	PUNCT	,
then	ADV	then
the	DET	the
pounding	NOUN	pounding
of	ADP	of
footsteps	NOUN	footstep
,	PUNCT	,
halting	VERB	halt
as	ADP	as
they	PRON	they
dove	VERB	dive
into	ADP	into
the	DET	the
grav	NOUN	grav
-	PUNCT	-
shaft	NOUN	shaft
.	PUNCT	.
Nolan	PROPN	Nolan
's	PART	's
chance	NOUN	chance
!	PUNCT	!
But	CCONJ	but
he	PRON	he
froze	VERB	freeze
in	ADP	in
his	PRON	his
tracks	NOUN	track
,	PUNCT	,
then	ADV	then
whirled	VERB	whirl
.	PUNCT	.
He	PRON	he
ran	VERB	run
to	ADP	to
the	DET	the
door	NOUN	door
behind	ADP	behind
him	PRON	he
and	CCONJ	and
wrenched	VERB	wrench
it	PRON	it
open	ADP	open
.	PUNCT	.
""""	PUNCT	""""
Get	VERB	get
a	DET	a
heat	NOUN	heat
suit	NOUN	suit
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
bawled	VERB	bawl
to	ADP	to
the	DET	the
girl	NOUN	girl
on	ADP	on
the	DET	the
bed	NOUN	bed
.	PUNCT	.
""""	PUNCT	""""
Dome	NOUN	dome
's	AUX	be
cracked	VERB	crack
!	PUNCT	!
You	PRON	you
've	AUX	have
got	VERB	get
maybe	ADV	maybe
twenty	NUM	twenty
minutes	NOUN	minute
--	PUNCT	--
less	ADJ	less
,	PUNCT	,
if	SCONJ	if
it	PRON	it
's	AUX	be
a	DET	a
bad	ADJ	bad
break	NOUN	break
!	PUNCT	!
""""	PUNCT	""""
His	PRON	his
voice	NOUN	voice
was	AUX	be
a	DET	a
bellow	NOUN	bellow
--	PUNCT	--
there	PRON	there
was	AUX	be
no	DET	no
time	NOUN	time
for	ADP	for
whispers	NOUN	whisper
.	PUNCT	.
No	DET	no
time	NOUN	time
,	PUNCT	,
and	CCONJ	and
perhaps	ADV	perhaps
no	DET	no
need	NOUN	need
.	PUNCT	.
If	SCONJ	if
the	DET	the
dome	NOUN	dome
had	AUX	have
gone	VERB	go
,	PUNCT	,
Avalon	PROPN	Avalon
might	AUX	might
be	AUX	be
a	DET	a
city	NOUN	city
of	ADP	of
corpses	NOUN	corpse
,	PUNCT	,
heat	NOUN	heat
suits	NOUN	suit
or	CCONJ	or
none	NOUN	none
,	PUNCT	,
before	ADP	before
help	NOUN	help
could	AUX	could
arrive	VERB	arrive
with	ADP	with
fresh	ADJ	fresh
oxygen	NOUN	oxygen
tanks	NOUN	tank
from	ADP	from
far	ADV	far
-	PUNCT	-
away	ADV	away
Aylette	PROPN	Aylette
.	PUNCT	.
Disguise	NOUN	disguise
would	AUX	would
hardly	ADV	hardly
matter	VERB	matter
then	ADV	then
.	PUNCT	.
But	CCONJ	but
he	PRON	he
wasted	VERB	waste
no	DET	no
time	NOUN	time
in	ADP	in
thought	NOUN	thought
.	PUNCT	.
He	PRON	he
was	AUX	be
out	ADP	out
the	DET	the
door	NOUN	door
,	PUNCT	,
down	ADP	down
the	DET	the
hall	NOUN	hall
and	CCONJ	and
dropping	VERB	drop
into	ADP	into
the	DET	the
cushioning	VERB	cushion
grav	NOUN	grav
-	PUNCT	-
web	NOUN	web
of	ADP	of
the	DET	the
descending	VERB	descend
shaft	NOUN	shaft
in	ADP	in
seconds	NOUN	second
.	PUNCT	.
Guests	NOUN	guest
were	AUX	be
waking	VERB	wake
in	ADP	in
their	PRON	their
rooms	NOUN	room
.	PUNCT	.
The	DET	the
corridors	NOUN	corridor
were	AUX	be
filling	VERB	fill
with	ADP	with
shouting	VERB	shout
men	NOUN	man
and	CCONJ	and
women	NOUN	woman
.	PUNCT	.
The	DET	the
shriek	NOUN	shriek
of	ADP	of
emergency	NOUN	emergency
trucks	NOUN	truck
filtered	VERB	filter
in	ADV	in
from	ADP	from
the	DET	the
street	NOUN	street
,	PUNCT	,
and	CCONJ	and
the	DET	the
hoarse	ADJ	hoarse
bellow	NOUN	bellow
of	ADP	of
the	DET	the
alarm	NOUN	alarm
sirens	NOUN	siren
multiplied	VERB	multiply
the	DET	the
havoc	NOUN	havoc
done	VERB	do
to	ADP	to
the	DET	the
peace	NOUN	peace
of	ADP	of
the	DET	the
night	NOUN	night
.	PUNCT	.
If	SCONJ	if
he	PRON	he
could	AUX	could
get	VERB	get
to	ADP	to
a	DET	a
ship--	NOUN	ship--
?	PUNCT	?
But	CCONJ	but
the	DET	the
slidewalks	NOUN	slidewalk
would	AUX	would
be	AUX	be
jammed	VERB	jam
with	ADP	with
panicky	ADJ	panicky
humans	NOUN	human
,	PUNCT	,
all	DET	all
with	ADP	with
the	DET	the
same	ADJ	same
thought	NOUN	thought
.	PUNCT	.
A	DET	a
heat	NOUN	heat
suit	NOUN	suit
was	AUX	be
his	PRON	his
only	ADJ	only
chance	NOUN	chance
.	PUNCT	.
And	CCONJ	and
the	DET	the
nearest	ADJ	near
ones	NOUN	one
he	PRON	he
knew	VERB	know
of	ADP	of
were	AUX	be
at	ADP	at
South	PROPN	South
Lock	PROPN	Lock
,	PUNCT	,
at	ADP	at
the	DET	the
base	NOUN	base
of	ADP	of
the	DET	the
dome	NOUN	dome
itself	PRON	itself
!	PUNCT	!
He	PRON	he
swung	VERB	swing
himself	PRON	himself
out	ADP	out
of	ADP	of
the	DET	the
shaft	NOUN	shaft
,	PUNCT	,
raced	VERB	race
across	ADP	across
the	DET	the
lobby	NOUN	lobby
,	PUNCT	,
which	DET	which
was	AUX	be
already	ADV	already
beginning	VERB	begin
to	PART	to
fill	VERB	fill
with	ADP	with
people	NOUN	people
intent	ADJ	intent
on	ADP	on
escape	NOUN	escape
.	PUNCT	.
He	PRON	he
was	AUX	be
out	ADP	out
the	DET	the
door	NOUN	door
with	ADP	with
the	DET	the
van	NOUN	van
of	ADP	of
them	PRON	they
,	PUNCT	,
racing	VERB	race
across	ADP	across
a	DET	a
still	ADV	still
empty	ADJ	empty
street	NOUN	street
toward	ADP	toward
South	PROPN	South
Lock	PROPN	Lock
.	PUNCT	.
A	DET	a
slim	ADJ	slim
,	PUNCT	,
pale	ADJ	pale
figure	NOUN	figure
darted	VERB	dart
across	ADV	across
in	ADP	in
front	NOUN	front
of	ADP	of
him	PRON	he
.	PUNCT	.
He	PRON	he
moved	VERB	move
to	PART	to
dodge	VERB	dodge
past	NOUN	past
,	PUNCT	,
then	ADV	then
slowed	VERB	slow
momentarily	ADV	momentarily
as	ADP	as
he	PRON	he
saw	VERB	see
who	PRON	who
it	PRON	it
was	AUX	be
.	PUNCT	.
""""	PUNCT	""""
Steve	PROPN	Steve
!	PUNCT	!
""""	PUNCT	""""
Only	ADV	only
one	NUM	one
man	NOUN	man
knew	VERB	know
that	DET	that
name	NOUN	name
--	PUNCT	--
Petersen	PROPN	Petersen
!	PUNCT	!
""""	PUNCT	""""
Pete	PROPN	Pete
!	PUNCT	!
What	PRON	what
are	AUX	be
you	PRON	you
waiting	VERB	wait
for	ADP	for
?	PUNCT	?
Come	VERB	come
on	ADP	on
--	PUNCT	--
get	VERB	get
a	DET	a
suit	NOUN	suit
!	PUNCT	!
""""	PUNCT	""""
Petersen	PROPN	Petersen
sighed	VERB	sigh
,	PUNCT	,
touched	VERB	touch
Nolan	PROPN	Nolan
's	PART	's
shoulder	NOUN	shoulder
to	PART	to
halt	VERB	halt
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
's	AUX	be
no	DET	no
hurry	NOUN	hurry
,	PUNCT	,
pal	NOUN	pal
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
mildly	ADV	mildly
.	PUNCT	.
""""	PUNCT	""""
No	DET	no
hurry	NOUN	hurry
!	PUNCT	!
The	DET	the
dome	NOUN	dome
alarm--	NOUN	alarm--
""""	PUNCT	""""
Petersen	PROPN	Petersen
shook	VERB	shake
his	PRON	his
head	NOUN	head
.	PUNCT	.
""""	PUNCT	""""
Forget	VERB	forget
it	PRON	it
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
turned	VERB	turn
the	DET	the
alarm	NOUN	alarm
in	ADP	in
myself	PRON	myself
.	PUNCT	.
""""	PUNCT	""""
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Toward	ADP	toward
what	PRON	what
passed	VERB	pass
for	ADP	for
morning	NOUN	morning
in	ADP	in
Avalon	PROPN	Avalon
,	PUNCT	,
the	DET	the
confusion	NOUN	confusion
died	VERB	die
down	ADP	down
.	PUNCT	.
The	DET	the
emergency	NOUN	emergency
cars	NOUN	car
were	AUX	be
off	ADP	off
the	DET	the
streets	NOUN	street
,	PUNCT	,
the	DET	the
sirens	NOUN	siren
had	AUX	have
long	ADV	long
since	SCONJ	since
stopped	VERB	stop
wailing	VERB	wail
and	CCONJ	and
the	DET	the
last	ADJ	last
irate	ADJ	irate
citizen	NOUN	citizen
had	AUX	have
retired	VERB	retire
for	ADP	for
what	PRON	what
remained	VERB	remain
of	ADP	of
a	DET	a
night	NOUN	night
's	PART	's
sleep	NOUN	sleep
.	PUNCT	.
Petersen	PROPN	Petersen
came	VERB	come
back	ADV	back
from	ADP	from
the	DET	the
window	NOUN	window
of	ADP	of
his	PRON	his
shabby	ADJ	shabby
little	ADJ	little
one	NUM	one
-	PUNCT	-
room	NOUN	room
apartment	NOUN	apartment
and	CCONJ	and
reported	VERB	report
on	ADP	on
progress	NOUN	progress
to	ADP	to
Nolan	PROPN	Nolan
.	PUNCT	.
""""	PUNCT	""""
All	ADV	all
quiet	ADJ	quiet
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
Sure	ADJ	sure
you	PRON	you
wo	AUX	will
n't	PART	not
change	VERB	change
your	PRON	your
mind	NOUN	mind
and	CCONJ	and
lie	VERB	lie
down	ADP	down
for	ADP	for
a	DET	a
while	NOUN	while
?	PUNCT	?
You	PRON	you
'll	AUX	will
be	AUX	be
needing	VERB	need
sleep	NOUN	sleep
pretty	ADV	pretty
soon	ADV	soon
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
swallowed	VERB	swallow
the	DET	the
rest	NOUN	rest
of	ADP	of
his	PRON	his
coffee	NOUN	coffee
,	PUNCT	,
stubbed	VERB	stub
out	ADP	out
a	DET	a
cigarette	NOUN	cigarette
and	CCONJ	and
shook	VERB	shake
his	PRON	his
head	NOUN	head
.	PUNCT	.
""""	PUNCT	""""
No	DET	no
time	NOUN	time
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
He	PRON	he
glanced	VERB	glance
at	ADP	at
his	PRON	his
chrono	NOUN	chrono
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
figure	VERB	figure
on	ADP	on
leaving	VERB	leave
in	ADP	in
twenty	NUM	twenty
minutes	NOUN	minute
.	PUNCT	.
You	PRON	you
're	AUX	be
sure	ADJ	sure
Woller	PROPN	Woller
's	AUX	be
going	VERB	go
to	PART	to
be	AUX	be
on	ADP	on
that	DET	that
ship	NOUN	ship
?	PUNCT	?
""""	PUNCT	""""
Petersen	PROPN	Petersen
grinned	VERB	grin
.	PUNCT	.
""""	PUNCT	""""
Pretty	ADV	pretty
sure	ADJ	sure
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
have	AUX	have
my	PRON	my
ways	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
You	PRON	you
looked	VERB	look
good	ADJ	good
on	ADP	on
the	DET	the
deal	NOUN	deal
last	ADJ	last
night	NOUN	night
,	PUNCT	,
""""	PUNCT	""""
Nolan	PROPN	Nolan
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
and	CCONJ	and
your	PRON	your
hammy	NOUN	hammy
ideas	NOUN	idea
.	PUNCT	.
I	PRON	I
would	AUX	would
have	AUX	have
got	VERB	get
out	ADP	out
without	ADP	without
all	DET	all
that	DET	that
.	PUNCT	.
""""	PUNCT	""""
Petersen	PROPN	Petersen
was	AUX	be
serious	ADJ	serious
.	PUNCT	.
""""	PUNCT	""""
Not	PART	not
alive	ADJ	alive
,	PUNCT	,
no	INTJ	no
.	PUNCT	.
When	SCONJ	when
I	PRON	I
saw	VERB	see
those	DET	those
apes	NOUN	ape
coming	VERB	come
down	ADP	down
the	DET	the
street	NOUN	street
I	PRON	I
was	AUX	be
pretty	ADV	pretty
sure	ADJ	sure
something	PRON	something
was	AUX	be
up	ADV	up
.	PUNCT	.
So	ADV	so
I	PRON	I
got	VERB	get
on	ADP	on
a	DET	a
phone	NOUN	phone
--	PUNCT	--
I	PRON	I
got	VERB	get
a	DET	a
friend	NOUN	friend
works	VERB	work
for	ADP	for
Woller	PROPN	Woller
's	PART	's
company	NOUN	company
,	PUNCT	,
and	CCONJ	and
he	PRON	he
reads	VERB	read
the	DET	the
boss	NOUN	boss
'	PART	'
mail	NOUN	mail
--	PUNCT	--
and	CCONJ	and
that	DET	that
's	AUX	be
what	PRON	what
he	PRON	he
told	VERB	tell
me	PRON	I
.	PUNCT	.
Woller	PROPN	Woller
has	AUX	have
to	PART	to
get	VERB	get
back	ADV	back
to	ADP	to
the	DET	the
Inner	PROPN	Inner
Planets	PROPN	Planets
in	ADP	in
a	DET	a
hurry	NOUN	hurry
.	PUNCT	.
He	PRON	he
's	AUX	be
sent	VERB	send
a	DET	a
bunch	NOUN	bunch
of	ADP	of
his	PRON	his
company	NOUN	company
guards	NOUN	guard
to	PART	to
pick	VERB	pick
up	ADP	up
some	DET	some
stuff	NOUN	stuff
at	ADP	at
his	PRON	his
apartment	NOUN	apartment
.	PUNCT	.
The	DET	the
only	ADJ	only
thing	NOUN	thing
I	PRON	I
could	AUX	could
think	VERB	think
of	ADP	of
was	AUX	be
to	PART	to
turn	VERB	turn
in	ADP	in
the	DET	the
alarm	NOUN	alarm
and	CCONJ	and
hope	VERB	hope
you	PRON	you
'd	AUX	would
get	VERB	get
out	ADP	out
in	ADP	in
the	DET	the
confusion	NOUN	confusion
.	PUNCT	.
You	PRON	you
're	AUX	be
a	DET	a
smart	ADJ	smart
boy	NOUN	boy
,	PUNCT	,
but	CCONJ	but
you	PRON	you
ai	VERB	be
n't	PART	not
Dead	PROPN	Dead
-	PUNCT	-
eye	PROPN	eye
Dick	PROPN	Dick
,	PUNCT	,
friend	NOUN	friend
.	PUNCT	.
You	PRON	you
could	AUX	could
n't	PART	not
of	ADP	of
fought	VERB	fight
it	PRON	it
out	ADP	out
with	ADP	with
five	NUM	five
of	ADP	of
Woller	PROPN	Woller
's	PART	's
finest	ADJ	fine
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
inclined	VERB	incline
his	PRON	his
head	NOUN	head
.	PUNCT	.
""""	PUNCT	""""
Maybe	ADV	maybe
you	PRON	you
're	AUX	be
right	ADJ	right
