JOHN	PROPN	JOHN
the	DET	the
witness	NOUN	witness
to	PART	to
indicate	VERB	indicate
that	SCONJ	that
he	PRON	he
was	AUX	be
listening	VERB	listen
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
same	ADJ	same
night	NOUN	night
,	PUNCT	,
""""	PUNCT	""""
Thorndyke	PROPN	Thorndyke
resumed	VERB	resume
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
cycled	VERB	cycle
down	ADV	down
to	ADP	to
the	DET	the
shore	NOUN	shore
,	PUNCT	,
through	ADP	through
the	DET	the
Gap	PROPN	Gap
,	PUNCT	,
with	ADP	with
a	DET	a
supply	NOUN	supply
of	ADP	of
plaster	NOUN	plaster
of	ADP	of
Paris	PROPN	Paris
,	PUNCT	,
and	CCONJ	and
proceeded	VERB	proceed
to	PART	to
take	VERB	take
plaster	NOUN	plaster
moulds	NOUN	mould
of	ADP	of
the	DET	the
more	ADV	more
important	ADJ	important
of	ADP	of
the	DET	the
footprints	NOUN	footprint
.	PUNCT	.
""""	PUNCT	""""
(	PUNCT	(
Here	ADV	here
the	DET	the
magistrates	NOUN	magistrate
,	PUNCT	,
the	DET	the
inspector	NOUN	inspector
,	PUNCT	,
and	CCONJ	and
Mr.	PROPN	Mr.
Bashfield	PROPN	Bashfield
with	ADP	with
one	NUM	one
accord	NOUN	accord
sat	VERB	sit
up	ADP	up
at	ADP	at
attention	NOUN	attention
;	PUNCT	;
Sergeant	PROPN	Sergeant
Payne	PROPN	Payne
swore	VERB	swear
quite	ADV	quite
audibly	ADV	audibly
;	PUNCT	;
and	CCONJ	and
I	PRON	I
experienced	VERB	experience
a	DET	a
sudden	ADJ	sudden
illumination	NOUN	illumination
respecting	VERB	respect
a	DET	a
certain	ADJ	certain
basin	NOUN	basin
and	CCONJ	and
kitchen	NOUN	kitchen
spoon	NOUN	spoon
which	DET	which
had	AUX	have
so	ADV	so
puzzled	VERB	puzzle
me	PRON	I
on	ADP	on
the	DET	the
night	NOUN	night
of	ADP	of
Thorndyke	PROPN	Thorndyke
's	PART	's
arrival	NOUN	arrival
.	PUNCT	.
)	PUNCT	)
""""	PUNCT	""""
As	ADP	as
I	PRON	I
thought	VERB	think
that	SCONJ	that
liquid	NOUN	liquid
plaster	NOUN	plaster
might	AUX	might
confuse	VERB	confuse
or	CCONJ	or
even	ADV	even
obliterate	VERB	obliterate
the	DET	the
prints	NOUN	print
in	ADP	in
sand	NOUN	sand
,	PUNCT	,
I	PRON	I
filled	VERB	fill
up	ADP	up
the	DET	the
respective	ADJ	respective
footprints	NOUN	footprint
with	ADP	with
dry	ADJ	dry
plaster	NOUN	plaster
,	PUNCT	,
pressed	VERB	press
it	PRON	it
down	ADV	down
lightly	ADV	lightly
,	PUNCT	,
and	CCONJ	and
then	ADV	then
cautiously	ADV	cautiously
poured	VERB	pour
water	NOUN	water
on	ADP	on
to	ADP	to
it	PRON	it
.	PUNCT	.
The	DET	the
moulds	NOUN	mould
,	PUNCT	,
which	DET	which
are	AUX	be
excellent	ADJ	excellent
impressions	NOUN	impression
,	PUNCT	,
of	ADP	of
course	NOUN	course
show	VERB	show
the	DET	the
appearance	NOUN	appearance
of	ADP	of
the	DET	the
boots	NOUN	boot
which	DET	which
made	VERB	make
the	DET	the
footprints	NOUN	footprint
,	PUNCT	,
and	CCONJ	and
from	ADP	from
these	DET	these
moulds	NOUN	mould
I	PRON	I
have	AUX	have
prepared	VERB	prepare
casts	NOUN	cast
which	DET	which
reproduce	VERB	reproduce
the	DET	the
footprints	NOUN	footprint
themselves	PRON	themselves
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
first	ADJ	first
mould	NOUN	mould
that	PRON	that
I	PRON	I
made	VERB	make
was	AUX	be
that	DET	that
of	ADP	of
one	NUM	one
of	ADP	of
the	DET	the
tracks	NOUN	track
from	ADP	from
the	DET	the
boat	NOUN	boat
up	ADP	up
to	ADP	to
the	DET	the
Gap	PROPN	Gap
,	PUNCT	,
and	CCONJ	and
of	ADP	of
this	DET	this
I	PRON	I
shall	AUX	shall
speak	VERB	speak
presently	ADV	presently
.	PUNCT	.
I	PRON	I
next	ADV	next
made	VERB	make
a	DET	a
mould	NOUN	mould
of	ADP	of
one	NUM	one
of	ADP	of
the	DET	the
footprints	NOUN	footprint
which	DET	which
have	AUX	have
been	AUX	be
described	VERB	describe
as	ADP	as
those	DET	those
of	ADP	of
the	DET	the
deceased	VERB	decease
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Have	AUX	have
been	AUX	be
described	VERB	describe
!	PUNCT	!
""""	PUNCT	""""
exclaimed	VERB	exclaim
the	DET	the
chairman	NOUN	chairman
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
deceased	ADJ	deceased
was	AUX	be
certainly	ADV	certainly
there	ADV	there
,	PUNCT	,
and	CCONJ	and
there	PRON	there
were	AUX	be
no	DET	no
other	ADJ	other
footprints	NOUN	footprint
,	PUNCT	,
so	ADV	so
,	PUNCT	,
if	SCONJ	if
they	PRON	they
were	AUX	be
not	PART	not
his	PRON	his
,	PUNCT	,
he	PRON	he
must	AUX	must
have	AUX	have
flown	VERB	fly
to	ADP	to
where	SCONJ	where
he	PRON	he
was	AUX	be
found	VERB	find
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
will	AUX	will
call	VERB	call
them	PRON	they
the	DET	the
footprints	NOUN	footprint
of	ADP	of
the	DET	the
deceased	VERB	decease
,	PUNCT	,
""""	PUNCT	""""
replied	VERB	reply
Thorndyke	PROPN	Thorndyke
imperturbably	ADV	imperturbably
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
took	VERB	take
a	DET	a
mould	NOUN	mould
of	ADP	of
one	NUM	one
of	ADP	of
them	PRON	they
,	PUNCT	,
and	CCONJ	and
with	ADP	with
it	PRON	it
,	PUNCT	,
on	ADP	on
the	DET	the
same	NOUN	same
mould	NOUN	mould
,	PUNCT	,
one	NUM	one
of	ADP	of
my	PRON	my
own	ADJ	own
footprints	NOUN	footprint
.	PUNCT	.
Here	ADV	here
is	AUX	be
the	DET	the
mould	NOUN	mould
,	PUNCT	,
and	CCONJ	and
here	ADV	here
is	AUX	be
a	DET	a
cast	NOUN	cast
from	ADP	from
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
(	PUNCT	(
He	PRON	he
turned	VERB	turn
and	CCONJ	and
took	VERB	take
them	PRON	they
from	ADP	from
the	DET	the
triumphant	ADJ	triumphant
Polton	PROPN	Polton
,	PUNCT	,
who	PRON	who
had	AUX	have
tenderly	ADV	tenderly
lifted	VERB	lift
them	PRON	they
out	ADP	out
of	ADP	of
the	DET	the
trunk	NOUN	trunk
in	ADP	in
readiness	NOUN	readiness
.	PUNCT	.
)	PUNCT	)
""""	PUNCT	""""
On	ADP	on
looking	VERB	look
at	ADP	at
the	DET	the
cast	NOUN	cast
,	PUNCT	,
it	PRON	it
will	AUX	will
be	AUX	be
seen	VERB	see
that	SCONJ	that
the	DET	the
appearances	NOUN	appearance
are	AUX	be
not	PART	not
such	ADJ	such
as	ADP	as
would	AUX	would
be	AUX	be
expected	VERB	expect
.	PUNCT	.
The	DET	the
deceased	ADJ	deceased
was	AUX	be
five	NUM	five
feet	NOUN	foot
nine	NUM	nine
inches	NOUN	inch
high	ADJ	high
,	PUNCT	,
but	CCONJ	but
was	AUX	be
very	ADV	very
thin	ADJ	thin
and	CCONJ	and
light	ADJ	light
,	PUNCT	,
weighing	VERB	weigh
only	ADV	only
nine	NUM	nine
stone	NOUN	stone
six	NUM	six
pounds	NOUN	pound
,	PUNCT	,
as	ADP	as
I	PRON	I
ascertained	VERB	ascertain
by	ADP	by
weighing	VERB	weigh
the	DET	the
body	NOUN	body
,	PUNCT	,
whereas	SCONJ	whereas
I	PRON	I
am	AUX	be
five	NUM	five
feet	NOUN	foot
eleven	NUM	eleven
and	CCONJ	and
weigh	VERB	weigh
nearly	ADV	nearly
thirteen	ADJ	thirteen
stone	NOUN	stone
.	PUNCT	.
But	CCONJ	but
yet	ADV	yet
the	DET	the
footprint	NOUN	footprint
of	ADP	of
the	DET	the
deceased	ADJ	deceased
is	AUX	be
nearly	ADV	nearly
twice	ADV	twice
as	ADV	as
deep	ADJ	deep
as	ADP	as
mine	ADJ	mine
--	PUNCT	--
that	DET	that
is	AUX	be
to	PART	to
say	VERB	say
,	PUNCT	,
the	DET	the
lighter	ADJ	light
man	NOUN	man
has	AUX	have
sunk	VERB	sink
into	ADP	into
the	DET	the
sand	NOUN	sand
nearly	ADV	nearly
twice	ADV	twice
as	ADV	as
deeply	ADV	deeply
as	ADP	as
the	DET	the
heavier	ADJ	heavy
man	NOUN	man
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
magistrates	NOUN	magistrate
were	AUX	be
now	ADV	now
deeply	ADV	deeply
attentive	ADJ	attentive
.	PUNCT	.
They	PRON	they
were	AUX	be
no	DET	no
longer	ADV	long
simply	ADV	simply
listening	VERB	listen
to	ADP	to
the	DET	the
despised	ADJ	despised
utterances	NOUN	utterance
of	ADP	of
a	DET	a
mere	ADJ	mere
scientific	ADJ	scientific
expert	NOUN	expert
.	PUNCT	.
The	DET	the
cast	NOUN	cast
lay	VERB	lay
before	ADP	before
them	PRON	they
with	ADP	with
the	DET	the
two	NUM	two
footprints	NOUN	footprint
side	NOUN	side
by	ADP	by
side	NOUN	side
;	PUNCT	;
the	DET	the
evidence	NOUN	evidence
appealed	VERB	appeal
to	ADP	to
their	PRON	their
own	ADJ	own
senses	NOUN	sense
and	CCONJ	and
was	AUX	be
proportionately	ADV	proportionately
convincing	ADJ	convincing
.	PUNCT	.
""""	PUNCT	""""
This	DET	this
is	AUX	be
very	ADV	very
singular	ADJ	singular
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
chairman	NOUN	chairman
;	PUNCT	;
""""	PUNCT	""""
but	CCONJ	but
perhaps	ADV	perhaps
you	PRON	you
can	AUX	can
explain	VERB	explain
the	DET	the
discrepancy	NOUN	discrepancy
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
think	VERB	think
I	PRON	I
can	AUX	can
,	PUNCT	,
""""	PUNCT	""""
replied	VERB	reply
Thorndyke	PROPN	Thorndyke
;	PUNCT	;
""""	PUNCT	""""
but	CCONJ	but
I	PRON	I
should	AUX	should
prefer	VERB	prefer
to	PART	to
place	VERB	place
all	DET	all
the	DET	the
facts	NOUN	fact
before	ADP	before
you	PRON	you
first	ADV	first
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Undoubtedly	ADV	undoubtedly
that	DET	that
would	AUX	would
be	AUX	be
better	ADJ	well
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
chairman	NOUN	chairman
agreed	VERB	agree
.	PUNCT	.
""""	PUNCT	""""
Pray	VERB	pray
proceed	VERB	proceed
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
There	PRON	there
was	AUX	be
another	DET	another
remarkable	ADJ	remarkable
peculiarity	NOUN	peculiarity
about	ADP	about
these	DET	these
footprints	NOUN	footprint
,	PUNCT	,
""""	PUNCT	""""
Thorndyke	PROPN	Thorndyke
continued	VERB	continue
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
that	DET	that
was	AUX	be
their	PRON	their
distance	NOUN	distance
apart	ADV	apart
--	PUNCT	--
the	DET	the
length	NOUN	length
of	ADP	of
the	DET	the
stride	NOUN	stride
,	PUNCT	,
in	ADP	in
fact	NOUN	fact
.	PUNCT	.
I	PRON	I
measured	VERB	measure
the	DET	the
steps	NOUN	step
carefully	ADV	carefully
from	ADP	from
heel	NOUN	heel
to	ADP	to
heel	NOUN	heel
,	PUNCT	,
and	CCONJ	and
found	VERB	find
them	PRON	they
only	ADV	only
nineteen	NUM	nineteen
and	CCONJ	and
a	DET	a
half	NOUN	half
inches	NOUN	inch
.	PUNCT	.
But	CCONJ	but
a	DET	a
man	NOUN	man
of	ADP	of
Hearn	PROPN	Hearn
's	PART	's
height	NOUN	height
would	AUX	would
have	AUX	have
an	DET	an
ordinary	ADJ	ordinary
stride	NOUN	stride
of	ADP	of
about	ADP	about
thirty	NUM	thirty
-	PUNCT	-
six	NUM	six
inches	NOUN	inch
--	PUNCT	--
more	ADJ	more
if	SCONJ	if
he	PRON	he
was	AUX	be
walking	VERB	walk
fast	ADV	fast
.	PUNCT	.
Walking	VERB	walk
with	ADP	with
a	DET	a
stride	NOUN	stride
of	ADP	of
nineteen	NUM	nineteen
and	CCONJ	and
a	DET	a
half	NOUN	half
inches	NOUN	inch
he	PRON	he
would	AUX	would
look	VERB	look
as	ADP	as
if	SCONJ	if
his	PRON	his
legs	NOUN	leg
were	AUX	be
tied	VERB	tie
together	ADV	together
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
next	ADV	next
proceeded	VERB	proceed
to	ADP	to
the	DET	the
Bay	PROPN	Bay
,	PUNCT	,
and	CCONJ	and
took	VERB	take
two	NUM	two
moulds	NOUN	mould
from	ADP	from
the	DET	the
footprints	NOUN	footprint
of	ADP	of
the	DET	the
man	NOUN	man
with	ADP	with
the	DET	the
nailed	VERB	nail
shoes	NOUN	shoe
,	PUNCT	,
a	DET	a
right	ADJ	right
and	CCONJ	and
a	DET	a
left	NOUN	left
.	PUNCT	.
Here	ADV	here
is	AUX	be
a	DET	a
cast	NOUN	cast
from	ADP	from
the	DET	the
mould	NOUN	mould
,	PUNCT	,
and	CCONJ	and
it	PRON	it
shows	VERB	show
very	ADV	very
clearly	ADV	clearly
that	SCONJ	that
the	DET	the
man	NOUN	man
was	AUX	be
walking	VERB	walk
backwards	ADV	backwards
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
How	SCONJ	how
does	AUX	do
it	PRON	it
show	VERB	show
that	DET	that
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
the	DET	the
magistrate	NOUN	magistrate
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
are	AUX	be
several	ADJ	several
distinctive	ADJ	distinctive
points	NOUN	point
.	PUNCT	.
For	ADP	for
instance	NOUN	instance
,	PUNCT	,
the	DET	the
absence	NOUN	absence
of	ADP	of
the	DET	the
usual	ADJ	usual
'	PUNCT	'
kick	NOUN	kick
off	ADP	off
'	PUNCT	'
at	ADP	at
the	DET	the
toe	NOUN	toe
,	PUNCT	,
the	DET	the
slight	ADJ	slight
drag	NOUN	drag
behind	ADP	behind
the	DET	the
heel	NOUN	heel
,	PUNCT	,
showing	VERB	show
the	DET	the
direction	NOUN	direction
in	ADP	in
which	DET	which
the	DET	the
foot	NOUN	foot
was	AUX	be
lifted	VERB	lift
,	PUNCT	,
and	CCONJ	and
the	DET	the
undisturbed	ADJ	undisturbed
impression	NOUN	impression
of	ADP	of
the	DET	the
sole	NOUN	sole
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
You	PRON	you
have	AUX	have
spoken	VERB	speak
of	ADP	of
moulds	NOUN	mould
and	CCONJ	and
casts	NOUN	cast
.	PUNCT	.
What	PRON	what
is	AUX	be
the	DET	the
difference	NOUN	difference
between	ADP	between
them	PRON	they
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
A	DET	a
mould	NOUN	mould
is	AUX	be
a	DET	a
direct	ADJ	direct
,	PUNCT	,
and	CCONJ	and
therefore	ADV	therefore
reversed	VERB	reverse
,	PUNCT	,
impression	NOUN	impression
.	PUNCT	.
A	DET	a
cast	NOUN	cast
is	AUX	be
the	DET	the
impression	NOUN	impression
of	ADP	of
a	DET	a
mould	NOUN	mould
,	PUNCT	,
and	CCONJ	and
therefore	ADV	therefore
a	DET	a
facsimile	NOUN	facsimile
of	ADP	of
the	DET	the
object	NOUN	object
.	PUNCT	.
If	SCONJ	if
I	PRON	I
pour	VERB	pour
liquid	NOUN	liquid
plaster	NOUN	plaster
on	ADP	on
a	DET	a
coin	NOUN	coin
,	PUNCT	,
when	SCONJ	when
it	PRON	it
sets	VERB	set
I	PRON	I
have	AUX	have
a	DET	a
mould	NOUN	mould
,	PUNCT	,
a	DET	a
sunk	NOUN	sunk
impression	NOUN	impression
,	PUNCT	,
of	ADP	of
the	DET	the
coin	NOUN	coin
.	PUNCT	.
If	SCONJ	if
I	PRON	I
pour	VERB	pour
melted	ADJ	melted
wax	NOUN	wax
into	ADP	into
the	DET	the
mould	NOUN	mould
I	PRON	I
obtain	VERB	obtain
a	DET	a
cast	NOUN	cast
,	PUNCT	,
a	DET	a
facsimile	NOUN	facsimile
of	ADP	of
the	DET	the
coin	NOUN	coin
.	PUNCT	.
A	DET	a
footprint	NOUN	footprint
is	AUX	be
a	DET	a
mould	NOUN	mould
of	ADP	of
the	DET	the
foot	NOUN	foot
.	PUNCT	.
A	NOUN	a
mould	NOUN	mould
of	ADP	of
the	DET	the
footprint	NOUN	footprint
is	AUX	be
a	DET	a
cast	NOUN	cast
of	ADP	of
the	DET	the
foot	NOUN	foot
,	PUNCT	,
and	CCONJ	and
a	DET	a
cast	NOUN	cast
from	ADP	from
the	DET	the
mould	NOUN	mould
reproduces	VERB	reproduce
the	DET	the
footprint	NOUN	footprint
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Thank	VERB	thank
you	PRON	you
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
magistrate	NOUN	magistrate
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
your	PRON	your
moulds	NOUN	mould
from	ADP	from
these	DET	these
two	NUM	two
footprints	NOUN	footprint
are	AUX	be
really	ADV	really
facsimiles	NOUN	facsimile
of	ADP	of
the	DET	the
murderer	NOUN	murderer
's	PART	's
shoes	NOUN	shoe
,	PUNCT	,
and	CCONJ	and
can	AUX	can
be	AUX	be
compared	VERB	compare
with	ADP	with
these	DET	these
shoes	NOUN	shoe
which	DET	which
have	AUX	have
been	AUX	be
put	VERB	put
in	ADP	in
evidence	NOUN	evidence
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
and	CCONJ	and
when	SCONJ	when
we	PRON	we
compare	VERB	compare
them	PRON	they
they	PRON	they
demonstrate	VERB	demonstrate
a	DET	a
very	ADV	very
important	ADJ	important
fact	NOUN	fact
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
What	PRON	what
is	AUX	be
that	DET	that
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
It	PRON	it
is	AUX	be
that	SCONJ	that
the	DET	the
prisoner	NOUN	prisoner
's	PART	's
shoes	NOUN	shoe
were	AUX	be
not	PART	not
the	DET	the
shoes	NOUN	shoe
that	PRON	that
made	VERB	make
those	DET	those
footprints	NOUN	footprint
.	PUNCT	.
""""	PUNCT	""""
A	DET	a
buzz	NOUN	buzz
of	ADP	of
astonishment	NOUN	astonishment
ran	VERB	run
through	ADP	through
the	DET	the
court	NOUN	court
,	PUNCT	,
but	CCONJ	but
Thorndyke	PROPN	Thorndyke
continued	VERB	continue
stolidly	ADV	stolidly
:	PUNCT	:
""""	PUNCT	""""
The	DET	the
prisoner	NOUN	prisoner
's	PART	's
shoes	NOUN	shoe
were	AUX	be
not	PART	not
in	ADP	in
my	PRON	my
possession	NOUN	possession
,	PUNCT	,
so	ADV	so
I	PRON	I
went	VERB	go
on	ADP	on
to	ADP	to
Barker	PROPN	Barker
's	PART	's
pond	NOUN	pond
,	PUNCT	,
on	ADP	on
the	DET	the
clay	NOUN	clay
margin	NOUN	margin
of	ADP	of
which	DET	which
I	PRON	I
had	AUX	have
seen	VERB	see
footprints	NOUN	footprint
actually	ADV	actually
made	VERB	make
by	ADP	by
the	DET	the
prisoner	NOUN	prisoner
.	PUNCT	.
I	PRON	I
took	VERB	take
moulds	NOUN	mould
of	ADP	of
those	DET	those
footprints	NOUN	footprint
,	PUNCT	,
and	CCONJ	and
compared	VERB	compare
them	PRON	they
with	ADP	with
these	DET	these
from	ADP	from
the	DET	the
sand	NOUN	sand
.	PUNCT	.
There	PRON	there
are	AUX	be
several	ADJ	several
important	ADJ	important
differences	NOUN	difference
,	PUNCT	,
which	DET	which
you	PRON	you
will	AUX	will
see	VERB	see
if	SCONJ	if
you	PRON	you
compare	VERB	compare
them	PRON	they
.	PUNCT	.
To	PART	to
facilitate	VERB	facilitate
the	DET	the
comparison	NOUN	comparison
I	PRON	I
have	AUX	have
made	VERB	make
transparent	ADJ	transparent
photographs	NOUN	photograph
of	ADP	of
both	DET	both
sets	NOUN	set
of	ADP	of
moulds	NOUN	mould
to	ADP	to
the	DET	the
same	ADJ	same
scale	NOUN	scale
.	PUNCT	.
Now	ADV	now
,	PUNCT	,
if	SCONJ	if
we	PRON	we
put	VERB	put
the	DET	the
photograph	NOUN	photograph
of	ADP	of
the	DET	the
mould	NOUN	mould
of	ADP	of
the	DET	the
prisoner	NOUN	prisoner
's	PART	's
right	ADJ	right
shoe	NOUN	shoe
over	ADP	over
that	DET	that
of	ADP	of
the	DET	the
murderer	NOUN	murderer
's	PART	's
right	NOUN	right
shoe	NOUN	shoe
,	PUNCT	,
and	CCONJ	and
hold	VERB	hold
the	DET	the
two	NUM	two
superposed	VERB	superpose
photographs	NOUN	photograph
up	ADP	up
to	ADP	to
the	DET	the
light	NOUN	light
,	PUNCT	,
we	PRON	we
can	AUX	can
not	PART	not
make	VERB	make
the	DET	the
two	NUM	two
pictures	NOUN	picture
coincide	VERB	coincide
.	PUNCT	.
They	PRON	they
are	AUX	be
exactly	ADV	exactly
of	ADP	of
the	DET	the
same	ADJ	same
length	NOUN	length
,	PUNCT	,
but	CCONJ	but
the	DET	the
shoes	NOUN	shoe
are	AUX	be
of	ADP	of
different	ADJ	different
shape	NOUN	shape
.	PUNCT	.
Moreover	ADV	moreover
,	PUNCT	,
if	SCONJ	if
we	PRON	we
put	VERB	put
one	NUM	one
of	ADP	of
the	DET	the
nails	NOUN	nail
in	ADP	in
one	NUM	one
photograph	NOUN	photograph
over	ADP	over
the	DET	the
corresponding	VERB	correspond
nail	NOUN	nail
in	ADP	in
the	DET	the
other	ADJ	other
photograph	NOUN	photograph
,	PUNCT	,
we	PRON	we
can	AUX	can
not	PART	not
make	VERB	make
the	DET	the
rest	NOUN	rest
of	ADP	of
the	DET	the
nails	NOUN	nail
coincide	VERB	coincide
.	PUNCT	.
But	CCONJ	but
the	DET	the
most	ADV	most
conclusive	ADJ	conclusive
fact	NOUN	fact
of	ADP	of
all	DET	all
--	PUNCT	--
from	ADP	from
which	DET	which
there	PRON	there
is	AUX	be
no	DET	no
possible	ADJ	possible
escape	NOUN	escape
--	PUNCT	--
is	AUX	be
that	SCONJ	that
the	DET	the
number	NOUN	number
of	ADP	of
nails	NOUN	nail
in	ADP	in
the	DET	the
two	NUM	two
shoes	NOUN	shoe
is	AUX	be
not	PART	not
the	DET	the
same	ADJ	same
.	PUNCT	.
In	ADP	in
the	DET	the
sole	NOUN	sole
of	ADP	of
the	DET	the
prisoner	NOUN	prisoner
's	PART	's
right	ADJ	right
shoe	NOUN	shoe
there	PRON	there
are	AUX	be
forty	NUM	forty
nails	NOUN	nail
;	PUNCT	;
in	ADP	in
that	DET	that
of	ADP	of
the	DET	the
murderer	NOUN	murderer
there	PRON	there
are	AUX	be
forty	NUM	forty
-	PUNCT	-
one	NUM	one
.	PUNCT	.
The	DET	the
murderer	NOUN	murderer
has	AUX	have
one	NUM	one
nail	NOUN	nail
too	ADV	too
many	ADJ	many
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
was	AUX	be
a	DET	a
deathly	ADJ	deathly
silence	NOUN	silence
in	ADP	in
the	DET	the
court	NOUN	court
as	ADP	as
the	DET	the
magistrates	NOUN	magistrate
and	CCONJ	and
Mr.	PROPN	Mr.
Bashfield	PROPN	Bashfield
pored	VERB	pore
over	ADP	over
the	DET	the
moulds	NOUN	mould
and	CCONJ	and
the	DET	the
prisoner	NOUN	prisoner
's	PART	's
shoes	NOUN	shoe
,	PUNCT	,
and	CCONJ	and
examined	VERB	examine
the	DET	the
photographs	NOUN	photograph
against	ADP	against
the	DET	the
light	NOUN	light
.	PUNCT	.
Then	ADV	then
the	DET	the
chairman	NOUN	chairman
asked	VERB	ask
:	PUNCT	:
""""	PUNCT	""""
Are	AUX	be
these	DET	these
all	DET	all
the	DET	the
facts	NOUN	fact
,	PUNCT	,
or	CCONJ	or
have	AUX	have
you	PRON	you
something	PRON	something
more	ADJ	more
to	PART	to
tell	VERB	tell
us	PRON	we
?	PUNCT	?
""""	PUNCT	""""
He	PRON	he
was	AUX	be
evidently	ADV	evidently
anxious	ADJ	anxious
to	PART	to
get	VERB	get
the	DET	the
key	NOUN	key
to	ADP	to
this	DET	this
riddle	NOUN	riddle
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
is	AUX	be
more	ADJ	more
evidence	NOUN	evidence
,	PUNCT	,
your	PRON	your
Worship	NOUN	worship
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Anstey	PROPN	Anstey
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
witness	NOUN	witness
examined	VERB	examine
the	DET	the
body	NOUN	body
of	ADP	of
deceased	ADJ	deceased
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
,	PUNCT	,
turning	VERB	turn
to	ADP	to
Thorndyke	PROPN	Thorndyke
,	PUNCT	,
he	PRON	he
asked	VERB	ask
:	PUNCT	:
""""	PUNCT	""""
You	PRON	you
were	AUX	be
present	ADJ	present
at	ADP	at
the	DET	the
_	PUNCT	_
post	ADJ	post
-	ADJ	-
mortem	ADJ	mortem
_	PUNCT	_
examination	NOUN	examination
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
was	AUX	be
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Did	AUX	do
you	PRON	you
form	VERB	form
any	DET	any
opinion	NOUN	opinion
as	ADP	as
to	ADP	to
the	DET	the
cause	NOUN	cause
of	ADP	of
death	NOUN	death
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
I	PRON	I
came	VERB	come
to	ADP	to
the	DET	the
conclusion	NOUN	conclusion
that	SCONJ	that
death	NOUN	death
was	AUX	be
occasioned	VERB	occasion
by	ADP	by
an	DET	an
overdose	NOUN	overdose
of	ADP	of
morphia	NOUN	morphia
.	PUNCT	.
""""	PUNCT	""""
A	DET	a
universal	ADJ	universal
gasp	NOUN	gasp
of	ADP	of
amazement	NOUN	amazement
greeted	VERB	greet
this	DET	this
statement	NOUN	statement
.	PUNCT	.
Then	ADV	then
the	DET	the
presiding	NOUN	presiding
magistrate	NOUN	magistrate
protested	VERB	protest
breathlessly	ADV	breathlessly
:	PUNCT	:
""""	PUNCT	""""
But	CCONJ	but
there	PRON	there
was	AUX	be
a	DET	a
wound	NOUN	wound
,	PUNCT	,
which	DET	which
we	PRON	we
have	AUX	have
been	AUX	be
told	VERB	tell
was	AUX	be
capable	ADJ	capable
of	ADP	of
causing	VERB	cause
instantaneous	ADJ	instantaneous
death	NOUN	death
.	PUNCT	.
Was	AUX	be
that	DET	that
not	PART	not
the	DET	the
case	NOUN	case
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
There	PRON	there
was	AUX	be
undoubtedly	ADV	undoubtedly
such	DET	such
a	DET	a
wound	NOUN	wound
,	PUNCT	,
""""	PUNCT	""""
replied	VERB	reply
Thorndyke	PROPN	Thorndyke
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
when	SCONJ	when
that	DET	that
wound	NOUN	wound
was	AUX	be
inflicted	VERB	inflict
the	DET	the
deceased	ADJ	deceased
had	AUX	have
already	ADV	already
been	AUX	be
dead	ADJ	dead
from	ADP	from
a	DET	a
