SUBSPACE	NOUN	subspace
.	PUNCT	.
No	DET	no
message	NOUN	message
of	ADP	of
distress	NOUN	distress
or	CCONJ	or
call	NOUN	call
for	ADP	for
help	NOUN	help
had	AUX	have
ever	ADV	ever
been	AUX	be
received	VERB	receive
.	PUNCT	.
No	DET	no
single	ADJ	single
survivor	NOUN	survivor
had	AUX	have
ever	ADV	ever
been	AUX	be
found	VERB	find
;	PUNCT	;
nor	CCONJ	nor
any	DET	any
piece	NOUN	piece
of	ADP	of
wreckage	NOUN	wreckage
.	PUNCT	.
And	CCONJ	and
on	ADP	on
the	DET	the
Great	PROPN	Great
Wheel	PROPN	Wheel
of	ADP	of
Fate	NOUN	fate
the	DET	the
_	X	_
Procyon	PROPN	Procyon
_	SYM	_
's	PART	's
number	NOUN	number
came	VERB	come
up	ADP	up
.	PUNCT	.
In	ADP	in
the	DET	the
middle	NOUN	middle
of	ADP	of
the	DET	the
night	NOUN	night
Carlyle	PROPN	Carlyle
Deston	PROPN	Deston
came	VERB	come
instantaneously	ADV	instantaneously
awake	ADJ	awake
--	PUNCT	--
feeling	VERB	feel
with	ADP	with
his	PRON	his
every	DET	every
muscle	NOUN	muscle
and	CCONJ	and
with	ADP	with
his	PRON	his
every	DET	every
square	ADJ	square
inch	NOUN	inch
of	ADP	of
skin	NOUN	skin
;	PUNCT	;
listening	VERB	listen
with	ADP	with
all	DET	all
the	DET	the
force	NOUN	force
he	PRON	he
could	AUX	could
put	VERB	put
into	ADP	into
his	PRON	his
auditory	ADJ	auditory
nerves	NOUN	nerve
;	PUNCT	;
while	SCONJ	while
deep	ADV	deep
down	ADV	down
in	ADP	in
his	PRON	his
mind	NOUN	mind
a	DET	a
huge	ADJ	huge
,	PUNCT	,
terribly	ADV	terribly
silent	ADJ	silent
voice	NOUN	voice
continued	VERB	continue
to	PART	to
yell	VERB	yell
:	PUNCT	:
""""	PUNCT	""""
DANGER	NOUN	danger
!	PUNCT	!
DANGER	NOUN	danger
!	PUNCT	!
DANGER	NOUN	danger
!	PUNCT	!
""""	PUNCT	""""
In	ADP	in
a	DET	a
very	ADV	very
small	ADJ	small
fraction	NOUN	fraction
of	ADP	of
a	DET	a
second	NOUN	second
Carlyle	PROPN	Carlyle
Deston	PROPN	Deston
moved	VERB	move
--	PUNCT	--
and	CCONJ	and
fast	ADV	fast
.	PUNCT	.
Seizing	VERB	seize
Barbara	PROPN	Barbara
by	ADP	by
an	DET	an
arm	NOUN	arm
,	PUNCT	,
he	PRON	he
leaped	VERB	leap
out	ADP	out
of	ADP	of
bed	NOUN	bed
with	ADP	with
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
're	AUX	be
abandoning	VERB	abandon
ship	NOUN	ship
--	PUNCT	--
get	VERB	get
into	ADP	into
this	DET	this
suit	NOUN	suit
--	PUNCT	--
quick	ADV	quick
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
what	PRON	what
...	PUNCT	...
but	CCONJ	but
I	PRON	I
've	AUX	have
_	PUNCT	_
got	VERB	get
_	PUNCT	_
to	PART	to
dress	VERB	dress
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
No	DET	no
time	NOUN	time
!	PUNCT	!
Snap	VERB	snap
it	PRON	it
up	ADP	up
!	PUNCT	!
""""	PUNCT	""""
He	PRON	he
practically	ADV	practically
hurled	VERB	hurl
her	PRON	she
into	ADP	into
her	PRON	her
suit	NOUN	suit
;	PUNCT	;
clamped	VERB	clamp
her	PRON	her
helmet	NOUN	helmet
tight	ADV	tight
.	PUNCT	.
Then	ADV	then
he	PRON	he
leaped	VERB	leap
into	ADP	into
his	PRON	his
own	ADJ	own
.	PUNCT	.
""""	PUNCT	""""
Skipper	PROPN	Skipper
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
snapped	VERB	snap
into	ADP	into
the	DET	the
suit	NOUN	suit
's	PART	's
microphone	NOUN	microphone
.	PUNCT	.
""""	PUNCT	""""
Deston	PROPN	Deston
.	PUNCT	.
Emergency	NOUN	emergency
!	PUNCT	!
Abandon	VERB	abandon
ship	NOUN	ship
!	PUNCT	!
""""	PUNCT	""""
The	DET	the
alarm	NOUN	alarm
bells	NOUN	bell
clanged	VERB	clang
once	ADV	once
;	PUNCT	;
the	DET	the
big	ADJ	big
red	ADJ	red
lights	NOUN	light
flashed	VERB	flash
once	ADV	once
;	PUNCT	;
the	DET	the
sirens	NOUN	siren
barely	ADV	barely
started	VERB	start
to	PART	to
growl	VERB	growl
,	PUNCT	,
then	ADV	then
quit	VERB	quit
.	PUNCT	.
The	DET	the
whole	ADJ	whole
vast	ADJ	vast
fabric	NOUN	fabric
of	ADP	of
the	DET	the
ship	NOUN	ship
trembled	VERB	tremble
and	CCONJ	and
shuddered	VERB	shudder
and	CCONJ	and
shook	VERB	shake
as	ADP	as
though	SCONJ	though
it	PRON	it
were	AUX	be
being	AUX	be
mauled	VERB	maul
by	ADP	by
a	DET	a
thousand	NUM	thousand
impossibly	ADV	impossibly
gigantic	ADJ	gigantic
hammers	NOUN	hammer
.	PUNCT	.
Deston	PROPN	Deston
did	AUX	do
not	PART	not
know	VERB	know
and	CCONJ	and
never	ADV	never
did	AUX	do
find	VERB	find
out	ADP	out
whether	SCONJ	whether
it	PRON	it
was	AUX	be
his	PRON	his
captain	NOUN	captain
or	CCONJ	or
an	DET	an
automatic	NOUN	automatic
that	PRON	that
touched	VERB	touch
off	ADP	off
the	DET	the
alarm	NOUN	alarm
.	PUNCT	.
Whichever	DET	whichever
it	PRON	it
was	AUX	be
,	PUNCT	,
the	DET	the
disaster	NOUN	disaster
happened	VERB	happen
so	ADV	so
fast	ADV	fast
that	SCONJ	that
practically	ADV	practically
no	DET	no
warning	NOUN	warning
at	ADV	at
all	ADV	all
was	AUX	be
given	VERB	give
.	PUNCT	.
And	CCONJ	and
out	ADP	out
in	ADP	in
the	DET	the
corridor	NOUN	corridor
:	PUNCT	:
""""	PUNCT	""""
Come	VERB	come
on	ADP	on
,	PUNCT	,
girl	NOUN	girl
--	PUNCT	--
sprint	NOUN	sprint
!	PUNCT	!
""""	PUNCT	""""
He	PRON	he
put	VERB	put
his	PRON	his
arm	NOUN	arm
under	ADP	under
hers	PRON	hers
and	CCONJ	and
urged	VERB	urge
her	PRON	she
along	ADV	along
.	PUNCT	.
She	PRON	she
did	AUX	do
her	PRON	her
best	ADJ	good
,	PUNCT	,
but	CCONJ	but
in	ADP	in
comparison	NOUN	comparison
with	ADP	with
his	PRON	his
trained	VERB	train
performance	NOUN	performance
her	PRON	her
best	ADJ	good
was	AUX	be
n't	PART	not
good	ADJ	good
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
've	AUX	have
never	ADV	never
been	AUX	be
checked	VERB	check
out	ADP	out
on	ADP	on
sprinting	NOUN	sprinting
in	NOUN	in
spacesuits	NOUN	spacesuit
!	PUNCT	!
""""	PUNCT	""""
she	PRON	she
gasped	VERB	gasp
.	PUNCT	.
""""	PUNCT	""""
Let	VERB	let
go	VERB	go
of	ADP	of
me	PRON	I
and	CCONJ	and
go	VERB	go
on	ADP	on
ahead	ADV	ahead
.	PUNCT	.
I	PRON	I
'll	AUX	will
follow----	VERB	follow----
""""	PUNCT	""""
Everything	PRON	everything
went	VERB	go
out	ADP	out
.	PUNCT	.
Lights	NOUN	light
,	PUNCT	,
gravity	NOUN	gravity
,	PUNCT	,
air	NOUN	air
-	PUNCT	-
circulation	NOUN	circulation
--	PUNCT	--
everything	PRON	everything
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
have	AUX	have
n't	PART	not
been	AUX	be
checked	VERB	check
out	ADP	out
on	ADP	on
free	ADJ	free
fall	NOUN	fall
,	PUNCT	,
either	ADV	either
.	PUNCT	.
Hang	VERB	hang
onto	ADP	onto
this	DET	this
tool	NOUN	tool
-	PUNCT	-
hanger	NOUN	hanger
here	ADV	here
on	ADP	on
my	PRON	my
belt	NOUN	belt
and	CCONJ	and
we	PRON	we
'll	AUX	will
travel	VERB	travel
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Where	SCONJ	where
to	PART	to
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
asked	VERB	ask
,	PUNCT	,
hurtling	VERB	hurtle
through	ADP	through
the	DET	the
air	NOUN	air
much	ADV	much
faster	ADV	fast
than	ADP	than
she	PRON	she
had	AUX	have
ever	ADV	ever
gone	VERB	go
on	ADP	on
foot	NOUN	foot
.	PUNCT	.
""""	PUNCT	""""
Baby	NOUN	baby
Two	NUM	two
--	PUNCT	--
that	ADV	that
is	AUX	be
,	PUNCT	,
Lifecraft	PROPN	Lifecraft
Number	PROPN	Number
Two	NUM	two
--	PUNCT	--
my	PRON	my
crash	NOUN	crash
assignment	NOUN	assignment
.	PUNCT	.
Good	ADJ	good
thing	NOUN	thing
I	PRON	I
was	AUX	be
down	ADV	down
here	ADV	here
in	ADP	in
the	DET	the
Middle	NOUN	middle
;	PUNCT	;
I	PRON	I
'd	AUX	would
never	ADV	never
have	AUX	have
made	VERB	make
it	PRON	it
from	ADP	from
up	ADP	up
Top	PROPN	Top
.	PUNCT	.
Next	ADJ	next
corridor	NOUN	corridor
left	VERB	leave
,	PUNCT	,
I	PRON	I
think	VERB	think
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
,	PUNCT	,
as	ADP	as
the	DET	the
light	NOUN	light
of	ADP	of
his	PRON	his
headlamp	NOUN	headlamp
showed	VERB	show
numbers	NOUN	number
on	ADP	on
the	DET	the
wall	NOUN	wall
:	PUNCT	:
""""	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
Square	NOUN	square
left	ADV	left
.	PUNCT	.
I	PRON	I
'll	AUX	will
swing	VERB	swing
you	PRON	you
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
swung	VERB	swing
her	PRON	she
and	CCONJ	and
they	PRON	they
shot	VERB	shoot
to	ADP	to
the	DET	the
end	NOUN	end
of	ADP	of
the	DET	the
passage	NOUN	passage
.	PUNCT	.
He	PRON	he
kicked	VERB	kick
a	DET	a
lever	NOUN	lever
and	CCONJ	and
the	DET	the
lifecraft	NOUN	lifecraft
's	PART	's
port	NOUN	port
swung	VERB	swing
open	ADP	open
--	PUNCT	--
to	PART	to
reveal	VERB	reveal
a	DET	a
blaze	NOUN	blaze
of	ADP	of
light	NOUN	light
and	CCONJ	and
a	DET	a
startled	VERB	startle
,	PUNCT	,
gray	ADJ	gray
-	PUNCT	-
haired	ADJ	haired
man	NOUN	man
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
happened	VERB	happen
....	PUNCT	....
What	PRON	what
hap	X	hap
...	PUNCT	...
?	PUNCT	?
""""	PUNCT	""""
the	DET	the
man	NOUN	man
began	VERB	begin
.	PUNCT	.
""""	PUNCT	""""
Wrecked	VERB	wreck
.	PUNCT	.
We	PRON	we
've	AUX	have
had	AUX	have
it	PRON	it
.	PUNCT	.
We	PRON	we
're	AUX	be
abandoning	VERB	abandon
ship	NOUN	ship
.	PUNCT	.
Get	VERB	get
into	ADP	into
that	DET	that
cubby	NOUN	cubby
over	ADV	over
there	ADV	there
,	PUNCT	,
shut	VERB	shut
the	DET	the
door	NOUN	door
tight	ADV	tight
behind	ADP	behind
you	PRON	you
,	PUNCT	,
and	CCONJ	and
_	PUNCT	_
stay	VERB	stay
there	ADV	there
_	PUNCT	_
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
ca	AUX	can
n't	PART	not
I	PRON	I
do	AUX	do
something	PRON	something
to	PART	to
help	VERB	help
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Without	ADP	without
a	DET	a
suit	NOUN	suit
and	CCONJ	and
not	PART	not
knowing	VERB	know
how	SCONJ	how
to	PART	to
use	VERB	use
one	NUM	one
?	PUNCT	?
You	PRON	you
'd	AUX	would
get	VERB	get
burned	VERB	burn
to	ADP	to
a	NOUN	a
cinder	NOUN	cinder
.	PUNCT	.
Get	VERB	get
in	ADV	in
there	ADV	there
--	PUNCT	--
and	CCONJ	and
_	PUNCT	_
jump	VERB	jump
_	PUNCT	_
!	PUNCT	!
""""	PUNCT	""""
The	DET	the
oldster	NOUN	oldster
jumped	VERB	jump
and	CCONJ	and
Deston	PROPN	Deston
turned	VERB	turn
to	ADP	to
his	PRON	his
wife	NOUN	wife
.	PUNCT	.
""""	PUNCT	""""
Stay	VERB	stay
here	ADV	here
at	ADP	at
the	DET	the
port	NOUN	port
,	PUNCT	,
Bobby	PROPN	Bobby
.	PUNCT	.
Wrap	VERB	wrap
one	NUM	one
leg	NOUN	leg
around	ADP	around
that	DET	that
lever	NOUN	lever
,	PUNCT	,
to	PART	to
anchor	VERB	anchor
you	PRON	you
.	PUNCT	.
What	PRON	what
does	AUX	do
your	PRON	your
telltale	ADJ	telltale
read	VERB	read
?	PUNCT	?
That	DET	that
gauge	NOUN	gauge
there	ADV	there
--	PUNCT	--
your	PRON	your
radiation	NOUN	radiation
meter	NOUN	meter
.	PUNCT	.
It	PRON	it
reads	VERB	read
twenty	NUM	twenty
,	PUNCT	,
same	ADJ	same
as	ADP	as
mine	PRON	mine
.	PUNCT	.
Just	ADV	just
pink	ADJ	pink
,	PUNCT	,
so	ADV	so
we	PRON	we
've	AUX	have
got	VERB	get
a	DET	a
minute	NOUN	minute
or	CCONJ	or
so	ADV	so
.	PUNCT	.
I	PRON	I
'll	AUX	will
roust	VERB	roust
out	VERB	out
some	DET	some
passengers	NOUN	passenger
and	CCONJ	and
toss	VERB	toss
'em	PRON	them
to	ADP	to
you	PRON	you
--	PUNCT	--
you	PRON	you
toss	VERB	toss
'em	PRON	them
along	ADP	along
in	ADP	in
there	ADV	there
.	PUNCT	.
Can	AUX	can
do	AUX	do
?	PUNCT	?
""""	PUNCT	""""
She	PRON	she
was	AUX	be
white	ADJ	white
and	CCONJ	and
trembling	VERB	tremble
;	PUNCT	;
she	PRON	she
was	AUX	be
very	ADV	very
evidently	ADV	evidently
on	ADP	on
the	DET	the
verge	NOUN	verge
of	ADP	of
being	AUX	be
violently	ADV	violently
sick	ADJ	sick
;	PUNCT	;
but	CCONJ	but
she	PRON	she
was	AUX	be
far	ADV	far
from	ADP	from
being	AUX	be
out	ADP	out
of	ADP	of
control	NOUN	control
.	PUNCT	.
""""	PUNCT	""""
Can	AUX	can
do	AUX	do
,	PUNCT	,
sir	NOUN	sir
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Good	ADJ	good
girl	NOUN	girl
,	PUNCT	,
sweetheart	NOUN	sweetheart
.	PUNCT	.
Hang	VERB	hang
on	ADP	on
one	NUM	one
minute	NOUN	minute
more	ADJ	more
and	CCONJ	and
we	PRON	we
'll	AUX	will
have	AUX	have
gravity	NOUN	gravity
and	CCONJ	and
you	PRON	you
'll	AUX	will
be	AUX	be
O.	PROPN	O.
K.	PROPN	K.
""""	PUNCT	""""
The	DET	the
first	ADJ	first
five	NUM	five
doors	NOUN	door
he	PRON	he
tried	VERB	try
were	AUX	be
locked	VERB	lock
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
since	SCONJ	since
they	PRON	they
were	AUX	be
made	VERB	make
of	ADP	of
armor	NOUN	armor
plate	NOUN	plate
,	PUNCT	,
there	PRON	there
was	AUX	be
nothing	PRON	nothing
he	PRON	he
could	AUX	could
do	AUX	do
about	ADP	about
them	PRON	they
except	SCONJ	except
give	VERB	give
each	DET	each
one	NOUN	one
a	DET	a
resounding	ADJ	resounding
kick	NOUN	kick
with	ADP	with
a	DET	a
heavy	ADJ	heavy
steel	NOUN	steel
boot	NOUN	boot
.	PUNCT	.
The	DET	the
sixth	ADJ	sixth
was	AUX	be
unlocked	VERB	unlock
,	PUNCT	,
but	CCONJ	but
the	DET	the
passengers	NOUN	passenger
--	PUNCT	--
a	DET	a
man	NOUN	man
and	CCONJ	and
a	DET	a
woman	NOUN	woman
--	PUNCT	--
were	AUX	be
very	ADV	very
evidently	ADV	evidently
and	CCONJ	and
very	ADV	very
gruesomely	ADV	gruesomely
dead	ADJ	dead
.	PUNCT	.
So	ADV	so
was	AUX	be
everyone	PRON	everyone
else	ADV	else
he	PRON	he
could	AUX	could
find	VERB	find
until	ADP	until
he	PRON	he
came	VERB	come
to	ADP	to
a	DET	a
room	NOUN	room
in	ADP	in
which	DET	which
a	DET	a
man	NOUN	man
in	ADP	in
a	DET	a
spacesuit	NOUN	spacesuit
was	AUX	be
floundering	VERB	flounder
helplessly	ADV	helplessly
in	ADP	in
the	DET	the
air	NOUN	air
.	PUNCT	.
He	PRON	he
glanced	VERB	glance
at	ADP	at
his	PRON	his
telltale	ADJ	telltale
.	PUNCT	.
Thirty	NUM	thirty
-	PUNCT	-
two	NUM	two
.	PUNCT	.
High	ADJ	high
in	ADP	in
the	DET	the
red	NOUN	red
,	PUNCT	,
almost	ADV	almost
against	ADP	against
the	DET	the
pin	NOUN	pin
.	PUNCT	.
""""	PUNCT	""""
Bobby	PROPN	Bobby
!	PUNCT	!
What	PRON	what
do	AUX	do
you	PRON	you
read	VERB	read
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Twenty	NUM	twenty
-	PUNCT	-
six	NUM	six
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Good	ADJ	good
.	PUNCT	.
I	PRON	I
've	AUX	have
found	VERB	find
only	ADV	only
one	NUM	one
,	PUNCT	,
but	CCONJ	but
we	PRON	we
're	AUX	be
running	VERB	run
out	ADP	out
of	ADP	of
time	NOUN	time
.	PUNCT	.
I	PRON	I
'm	AUX	be
coming	VERB	come
in	VERB	in
.	PUNCT	.
""""	PUNCT	""""
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
In	ADP	in
the	DET	the
lifecraft	NOUN	lifecraft
he	PRON	he
closed	VERB	close
the	DET	the
port	NOUN	port
and	CCONJ	and
slammed	VERB	slam
on	ADP	on
full	ADJ	full
drive	NOUN	drive
away	ADV	away
from	ADP	from
the	DET	the
ship	NOUN	ship
.	PUNCT	.
Then	ADV	then
,	PUNCT	,
wheeling	VERB	wheel
,	PUNCT	,
he	PRON	he
shucked	VERB	shuck
Barbara	PROPN	Barbara
out	ADP	out
of	ADP	of
her	PRON	her
suit	NOUN	suit
like	ADP	like
an	DET	an
ear	NOUN	ear
of	ADP	of
corn	NOUN	corn
and	CCONJ	and
shed	VERB	shed
his	PRON	his
own	ADJ	own
.	PUNCT	.
He	PRON	he
picked	VERB	pick
up	ADP	up
a	DET	a
fire	NOUN	fire
-	PUNCT	-
extinguisher	NOUN	extinguisher
-	PUNCT	-
like	ADJ	like
affair	NOUN	affair
and	CCONJ	and
jerked	VERB	jerk
open	ADP	open
the	DET	the
door	NOUN	door
of	ADP	of
a	DET	a
room	NOUN	room
a	DET	a
little	ADJ	little
larger	ADJ	large
than	ADP	than
a	DET	a
clothes	NOUN	clothe
closet	NOUN	closet
.	PUNCT	.
""""	PUNCT	""""
Jump	VERB	jump
in	ADP	in
here	ADV	here
!	PUNCT	!
""""	PUNCT	""""
He	PRON	he
slammed	VERB	slam
the	DET	the
door	NOUN	door
shut	ADV	shut
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
strip	VERB	strip
,	PUNCT	,
quick	ADV	quick
!	PUNCT	!
""""	PUNCT	""""
He	PRON	he
picked	VERB	pick
the	DET	the
canister	NOUN	canister
up	ADP	up
and	CCONJ	and
twisted	VERB	twist
four	NUM	four
valves	NOUN	valve
.	PUNCT	.
Before	ADP	before
he	PRON	he
could	AUX	could
get	VERB	get
the	DET	the
gun	NOUN	gun
into	ADP	into
working	ADJ	working
position	NOUN	position
she	PRON	she
was	AUX	be
out	ADP	out
of	ADP	of
her	NOUN	her
pajamas	NOUN	pajama
--	PUNCT	--
the	DET	the
fact	NOUN	fact
that	SCONJ	that
she	PRON	she
had	AUX	have
been	AUX	be
wondering	VERB	wonder
visibly	ADV	visibly
what	PRON	what
it	PRON	it
was	AUX	be
all	ADV	all
about	ADP	about
had	AUX	have
done	VERB	do
nothing	PRON	nothing
whatever	DET	whatever
to	PART	to
cut	VERB	cut
down	ADP	down
her	PRON	her
speed	NOUN	speed
.	PUNCT	.
A	DET	a
flood	NOUN	flood
of	ADP	of
thick	ADJ	thick
,	PUNCT	,
creamy	ADJ	creamy
foam	NOUN	foam
almost	ADV	almost
hid	VERB	hide
her	PRON	she
from	ADP	from
sight	NOUN	sight
and	CCONJ	and
Deston	PROPN	Deston
began	VERB	begin
to	PART	to
talk	VERB	talk
--	PUNCT	--
quietly	ADV	quietly
.	PUNCT	.
""""	PUNCT	""""
Thanks	NOUN	thank
,	PUNCT	,
sweetheart	NOUN	sweetheart
,	PUNCT	,
for	ADP	for
not	PART	not
slowing	VERB	slow
us	PRON	we
down	ADP	down
by	ADP	by
arguing	VERB	argue
and	CCONJ	and
wanting	VERB	want
explanations	NOUN	explanation
.	PUNCT	.
This	DET	this
stuff	NOUN	stuff
is	AUX	be
DEKON	PROPN	DEKON
--	PUNCT	--
short	ADJ	short
for	ADP	for
Decontaminant	PROPN	Decontaminant
,	PUNCT	,
Complete	PROPN	Complete
;	PUNCT	;
Compound	PROPN	Compound
,	PUNCT	,
Adsorbent	PROPN	Adsorbent
,	PUNCT	,
and	CCONJ	and
Chelating	PROPN	Chelating
,	PUNCT	,
Type	PROPN	Type
DCQ-429	PROPN	DCQ-429
.	PUNCT	.
'	PUNCT	'
Used	VERB	use
soon	ADV	soon
enough	ADV	enough
,	PUNCT	,
it	PRON	it
takes	VERB	take
care	NOUN	care
of	ADP	of
radiation	NOUN	radiation
.	PUNCT	.
Rub	VERB	rub
it	PRON	it
in	ADP	in
good	ADJ	good
,	PUNCT	,
all	DET	all
over	ADP	over
you	PRON	you
--	PUNCT	--
like	ADP	like
this	DET	this
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
set	VERB	set
the	DET	the
foam	NOUN	foam
-	PUNCT	-
gun	NOUN	gun
down	ADP	down
on	ADP	on
the	DET	the
floor	NOUN	floor
and	CCONJ	and
went	VERB	go
vigorously	ADV	vigorously
to	PART	to
work	VERB	work
.	PUNCT	.
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
hair	NOUN	hair
,	PUNCT	,
too	ADV	too
.	PUNCT	.
Every	DET	every
square	ADJ	square
millimeter	NOUN	millimeter
of	ADP	of
skin	NOUN	skin
and	CCONJ	and
mucous	ADJ	mucous
membrane	NOUN	membrane
.	PUNCT	.
Yes	INTJ	yes
,	PUNCT	,
into	ADP	into
your	PRON	your
eyes	NOUN	eye
.	PUNCT	.
It	PRON	it
stings	VERB	sting
'em	PRON	them
a	DET	a
little	ADJ	little
,	PUNCT	,
but	CCONJ	but
that	DET	that
's	AUX	be
a	DET	a
lot	NOUN	lot
better	ADJ	well
than	ADP	than
going	VERB	go
blind	ADJ	blind
.	PUNCT	.
And	CCONJ	and
your	PRON	your
mouth	NOUN	mouth
.	PUNCT	.
Swallow	VERB	swallow
six	NUM	six
good	ADJ	good
big	ADJ	big
mouthfuls	NOUN	mouthful
--	PUNCT	--
it	PRON	it
's	AUX	be
tasteless	ADJ	tasteless
and	CCONJ	and
goes	VERB	go
down	ADV	down
easy	ADV	easy
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
the	DET	the
soles	NOUN	sol
of	ADP	of
your	PRON	your
feet	NOUN	foot
--	PUNCT	--
O.	NOUN	o.
K.	PUNCT	K.
The	DET	the
last	ADJ	last
will	AUX	will
hurt	VERB	hurt
plenty	NOUN	plenty
,	PUNCT	,
but	CCONJ	but
we	PRON	we
've	AUX	have
_	PUNCT	_
got	VERB	get
_	PUNCT	_
to	PART	to
get	VERB	get
some	DET	some
of	ADP	of
it	PRON	it
into	ADP	into
your	PRON	your
lungs	NOUN	lung
and	CCONJ	and
we	PRON	we
ca	AUX	can
n't	PART	not
do	AUX	do
it	PRON	it
the	DET	the
hospital	NOUN	hospital
way	NOUN	way
.	PUNCT	.
So	ADV	so
when	SCONJ	when
I	PRON	I
slap	VERB	slap
a	DET	a
gob	NOUN	gob
of	ADP	of
it	PRON	it
over	ADP	over
your	PRON	your
mouth	NOUN	mouth
and	CCONJ	and
nose	NOUN	nose
inhale	VERB	inhale
hard	ADV	hard
and	CCONJ	and
deep	ADV	deep
.	PUNCT	.
Just	ADV	just
once	ADV	once
is	AUX	be
all	DET	all
anybody	PRON	anybody
can	AUX	can
do	AUX	do
,	PUNCT	,
but	CCONJ	but
that	DET	that
's	AUX	be
enough	ADJ	enough
.	PUNCT	.
And	CCONJ	and
do	AUX	do
n't	PART	not
fight	VERB	fight
.	PUNCT	.
Any	DET	any
ordinary	ADJ	ordinary
woman	NOUN	woman
I	PRON	I
could	AUX	could
handle	VERB	handle
,	PUNCT	,
but	CCONJ	but
I	PRON	I
ca	AUX	can
n't	PART	not
handle	VERB	handle
you	PRON	you
fast	ADV	fast
enough	ADV	enough
.	PUNCT	.
So	ADV	so
if	SCONJ	if
you	PRON	you
do	AUX	do
n't	PART	not
inhale	VERB	inhale
deep	ADV	deep
I	PRON	I
'll	AUX	will
have	AUX	have
to	PART	to
knock	VERB	knock
you	PRON	you
cold	ADJ	cold
.	PUNCT	.
Otherwise	ADV	otherwise
you	PRON	you
die	VERB	die
of	ADP	of
lung	NOUN	lung
cancer	NOUN	cancer
.	PUNCT	.
Will	AUX	will
do	AUX	do
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Will	AUX	will
do	AUX	do
,	PUNCT	,
sweetheart	NOUN	sweetheart
.	PUNCT	.
Good	ADJ	good
and	CCONJ	and
deep	ADJ	deep
.	PUNCT	.
No	DET	no
fight	NOUN	fight
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
she	PRON	she
emptied	VERB	empty
her	PRON	she
lungs	NOUN	lung
.	PUNCT	.
He	PRON	he
slapped	VERB	slap
it	PRON	it
on	ADP	on
.	PUNCT	.
She	PRON	she
inhaled	VERB	inhale
,	PUNCT	,
good	ADV	good
and	CCONJ	and
deep	ADV	deep
;	PUNCT	;
and	CCONJ	and
went	VERB	go
into	ADP	into
convulsive	ADJ	convulsive
paroxysms	NOUN	paroxysm
of	ADP	of
coughing	NOUN	coughing
.	PUNCT	.
He	PRON	he
held	VERB	hold
her	PRON	she
in	ADP	in
his	PRON	his
arms	NOUN	arm
until	ADP	until
the	DET	the
worst	ADJ	bad
of	ADP	of
it	PRON	it
was	AUX	be
over	ADV	over
;	PUNCT	;
but	CCONJ	but
she	PRON	she
was	AUX	be
still	ADV	still
coughing	VERB	cough
hard	ADV	hard
when	SCONJ	when
she	PRON	she
pulled	VERB	pull
herself	PRON	herself
away	ADV	away
from	ADP	from
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
...	PUNCT	...
how	SCONJ	how
...	PUNCT	...
about	ADP	about
...	PUNCT	...
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
She	PRON	she
could	AUX	could
just	ADV	just
barely	ADV	barely
talk	VERB	talk
;	PUNCT	;
her	PRON	her
voice	NOUN	voice
was	AUX	be
distorted	ADJ	distorted
,	PUNCT	,
almost	ADV	almost
inaudible	ADJ	inaudible
.	PUNCT	.
""""	PUNCT	""""
Let	VERB	let
...	PUNCT	...
me	PRON	I
...	PUNCT	...
help	VERB	help
...	PUNCT	...
you	PRON	you
...	PUNCT	...
quick	ADV	quick
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
No	DET	no
need	NOUN	need
,	PUNCT	,
darling	NOUN	darling
.	PUNCT	.
Two	NUM	two
other	ADJ	other
men	NOUN	man
out	ADP	out
there	ADV	there
.	PUNCT	.
The	DET	the
old	ADJ	old
