&	CCONJ	&
Staley	PROPN	Staley
's	PART	's
mistress	NOUN	mistress
hardly	ADV	hardly
moved	VERB	move
while	SCONJ	while
Caroline	PROPN	Caroline
Staley	PROPN	Staley
completed	VERB	complete
the	DET	the
simple	ADJ	simple
hair	NOUN	hair
-	PUNCT	-
dressing	NOUN	dressing
.	PUNCT	.
Her	PRON	her
deliberate	ADJ	deliberate
mind	NOUN	mind
was	AUX	be
busy	ADJ	busy
with	ADP	with
the	DET	the
past	NOUN	past
day	NOUN	day
.	PUNCT	.
She	PRON	she
relived	VERB	relive
it	PRON	it
--	PUNCT	--
moment	NOUN	moment
by	ADP	by
moment,--loving	NOUN	moment,--loving
it	PRON	it
.	PUNCT	.
The	DET	the
primeval	ADJ	primeval
instinct	NOUN	instinct
which	DET	which
had	AUX	have
momentarily	ADV	momentarily
and	CCONJ	and
subconsciously	ADV	subconsciously
troubled	VERB	trouble
her	PRON	she
was	AUX	be
asleep	ADJ	asleep
again	ADV	again
,	PUNCT	,
lulled	VERB	lull
to	ADP	to
civilized	ADJ	civilized
quiescence	NOUN	quiescence
by	ADP	by
the	DET	the
air	NOUN	air
and	CCONJ	and
the	DET	the
exercise	NOUN	exercise
.	PUNCT	.
She	PRON	she
remembered	VERB	remember
her	PRON	her
pursuer	NOUN	pursuer
in	ADP	in
the	DET	the
field	NOUN	field
only	ADV	only
as	ADP	as
a	DET	a
pleasant	ADJ	pleasant
companionable	ADJ	companionable
figure	NOUN	figure
against	ADP	against
the	DET	the
background	NOUN	background
of	ADP	of
March	PROPN	March
sunlight	NOUN	sunlight
and	CCONJ	and
English	ADJ	english
countryside	NOUN	countryside
.	PUNCT	.
Nevertheless	ADV	nevertheless
,	PUNCT	,
she	PRON	she
found	VERB	find
herself	PRON	herself
wishing	VERB	wish
,	PUNCT	,
vaguely	ADV	vaguely
,	PUNCT	,
that	SCONJ	that
he	PRON	he
were	AUX	be
coming	VERB	come
to	ADP	to
dinner	NOUN	dinner
that	DET	that
night	NOUN	night
.	PUNCT	.
It	PRON	it
would	AUX	would
be	AUX	be
a	DET	a
dullish	ADJ	dullish
dinner	NOUN	dinner
.	PUNCT	.
Her	PRON	her
husband	NOUN	husband
had	AUX	have
arrived	VERB	arrive
by	ADP	by
the	DET	the
afternoon	NOUN	afternoon
train	NOUN	train
,	PUNCT	,
bringing	VERB	bring
the	DET	the
usual	ADJ	usual
bagful	NOUN	bagful
of	ADP	of
legal	ADJ	legal
papers	NOUN	paper
to	PART	to
assimilate	VERB	assimilate
over	ADP	over
the	DET	the
week	NOUN	week
-	PUNCT	-
end	NOUN	end
,	PUNCT	,
and	CCONJ	and
her	PRON	her
sister	NOUN	sister
Mollie	PROPN	Mollie
.	PUNCT	.
Mollie	PROPN	Mollie
and	CCONJ	and
Hector	PROPN	Hector
always	ADV	always
got	VERB	get
on	ADP	on
well	ADV	well
with	ADP	with
each	DET	each
other	ADJ	other
.	PUNCT	.
She	PRON	she
had	AUX	have
found	VERB	find
them	PRON	they
taking	VERB	take
tea	NOUN	tea
together	ADV	together
when	SCONJ	when
she	PRON	she
arrived	VERB	arrive
home	ADV	home
;	PUNCT	;
and	CCONJ	and
left	VERB	leave
them	PRON	they
alone	ADV	alone
after	ADP	after
a	DET	a
brief	ADJ	brief
greeting	NOUN	greeting
.	PUNCT	.
The	DET	the
Rev.	PROPN	Rev.
Adrian	PROPN	Adrian
was	AUX	be
to	PART	to
be	AUX	be
there	ADV	there
,	PUNCT	,
with	ADP	with
his	PRON	his
bishop	NOUN	bishop
's	PART	's
daughter	NOUN	daughter
.	PUNCT	.
""""	PUNCT	""""
Billy	PROPN	Billy
""""	PUNCT	""""
would	AUX	would
want	VERB	want
to	PART	to
know	VERB	know
all	DET	all
about	ADP	about
the	DET	the
day	NOUN	day
's	PART	's
run	NOUN	run
.	PUNCT	.
""""	PUNCT	""""
Dear	ADJ	dear
Billy	PROPN	Billy
!	PUNCT	!
""""	PUNCT	""""
Hector	PROPN	Hector
Brunton	PROPN	Brunton
's	PART	's
wife	NOUN	wife
inspected	VERB	inspect
her	PRON	her
maid	NOUN	maid
's	PART	's
handiwork	NOUN	handiwork
,	PUNCT	,
and	CCONJ	and
rose	VERB	rise
to	PART	to
be	AUX	be
frocked	VERB	frocked
.	PUNCT	.
Mollie	PROPN	Mollie
came	VERB	come
in	ADP	in
without	ADP	without
knocking	VERB	knock
;	PUNCT	;
lit	VERB	light
another	DET	another
candle	NOUN	candle
or	CCONJ	or
so	ADV	so
,	PUNCT	,
and	CCONJ	and
helped	VERB	help
with	ADP	with
a	DET	a
hook	NOUN	hook
or	CCONJ	or
two	NUM	two
.	PUNCT	.
""""	PUNCT	""""
Nice	ADJ	nice
frock	NOUN	frock
,	PUNCT	,
""""	PUNCT	""""
decided	VERB	decide
Mollie	PROPN	Mollie
Fullerford	PROPN	Fullerford
,	PUNCT	,
surveying	VERB	survey
Aliette	PROPN	Aliette
's	PART	's
black	ADJ	black
lace	NOUN	lace
and	CCONJ	and
silver	ADJ	silver
tissue	NOUN	tissue
.	PUNCT	.
Her	PRON	her
voice	NOUN	voice
resembled	VERB	resemble
Aliette	PROPN	Aliette
's	PART	's
;	PUNCT	;
but	CCONJ	but
there	PRON	there
resemblance	NOUN	resemblance
ended	VERB	end
.	PUNCT	.
The	DET	the
girl	NOUN	girl
stood	VERB	stand
half	DET	half
a	DET	a
head	NOUN	head
taller	ADJ	tall
than	ADP	than
the	DET	the
woman	NOUN	woman
.	PUNCT	.
She	PRON	she
had	AUX	have
violet	ADJ	violet
eyes	NOUN	eye
,	PUNCT	,
a	DET	a
broadish	ADJ	broadish
brow	NOUN	brow
,	PUNCT	,
and	CCONJ	and
dark	ADJ	dark
,	PUNCT	,
almost	ADV	almost
black	ADJ	black
hair	NOUN	hair
,	PUNCT	,
bobbed	VERB	bob
during	ADP	during
convalescence	NOUN	convalescence
.	PUNCT	.
Her	PRON	her
coloring	NOUN	coloring
was	AUX	be
white	ADJ	white
in	ADP	in
comparison	NOUN	comparison
with	ADP	with
Aliette	PROPN	Aliette
's	PART	's
cream	NOUN	cream
;	PUNCT	;
but	CCONJ	but
two	NUM	two
patches	NOUN	patch
of	ADP	of
natural	ADJ	natural
bloom	NOUN	bloom
glowed	VERB	glow
in	ADP	in
her	PRON	her
cheeks	NOUN	cheek
.	PUNCT	.
She	PRON	she
wore	VERB	wear
a	DET	a
panniered	ADJ	panniered
dress	NOUN	dress
of	ADP	of
blue	ADJ	blue
and	CCONJ	and
mauve	NOUN	mauve
shot	VERB	shoot
taffeta	NOUN	taffeta
,	PUNCT	,
wide	ADJ	wide
over	ADP	over
the	DET	the
hips	NOUN	hip
,	PUNCT	,
tight	ADJ	tight
round	ADP	round
the	DET	the
ankles	NOUN	ankle
,	PUNCT	,
short	ADJ	short
-	PUNCT	-
sleeved	ADJ	sleeved
,	PUNCT	,
neck	NOUN	neck
cut	VERB	cut
high	ADV	high
to	PART	to
conceal	VERB	conceal
one	NUM	one
of	ADP	of
her	PRON	her
wound	NOUN	wound
-	PUNCT	-
scars	NOUN	scar
.	PUNCT	.
Her	PRON	her
arms	NOUN	arm
,	PUNCT	,
hands	NOUN	hand
,	PUNCT	,
and	CCONJ	and
feet	NOUN	foot
,	PUNCT	,
well	ADV	well
-	PUNCT	-
shaped	VERB	shape
as	ADP	as
her	PRON	her
sister	NOUN	sister
's	PART	's
,	PUNCT	,
looked	VERB	look
more	ADV	more
powerful	ADJ	powerful
.	PUNCT	.
Altogether	ADV	altogether
rather	ADV	rather
a	DET	a
hefty	ADJ	hefty
,	PUNCT	,
healthy	ADJ	healthy
,	PUNCT	,
happy	ADJ	happy
young	NOUN	young
creature	NOUN	creature
--	PUNCT	--
the	DET	the
sort	NOUN	sort
of	ADP	of
creature	NOUN	creature
a	DET	a
decent	ADJ	decent
hefty	ADJ	hefty
young	ADJ	young
man	NOUN	man
would	AUX	would
single	VERB	single
out	ADP	out
at	ADP	at
a	DET	a
dance	NOUN	dance
.	PUNCT	.
""""	PUNCT	""""
No	ADV	no
nicer	ADJ	nice
than	ADP	than
yours	NOUN	your
,	PUNCT	,
""""	PUNCT	""""
retorted	VERB	retort
Aliette	PROPN	Aliette
,	PUNCT	,
slipping	VERB	slip
her	PRON	her
rings	NOUN	ring
on	ADP	on
her	PRON	she
fingers	NOUN	finger
,	PUNCT	,
and	CCONJ	and
adjusting	VERB	adjust
the	DET	the
short	ADJ	short
single	ADJ	single
string	NOUN	string
of	ADP	of
pearls	NOUN	pearl
round	ADP	round
her	PRON	she
throat	NOUN	throat
.	PUNCT	.
A	DET	a
knuckle	NOUN	knuckle
rapped	VERB	rap
the	DET	the
door	NOUN	door
-	PUNCT	-
panels	NOUN	panel
;	PUNCT	;
a	DET	a
loudish	ADJ	loudish
voice	NOUN	voice
asked	VERB	ask
:	PUNCT	:
""""	PUNCT	""""
May	AUX	may
I	PRON	I
come	VERB	come
in	ADP	in
,	PUNCT	,
dear	NOUN	dear
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
I	PRON	I
'm	AUX	be
just	ADV	just
ready	ADJ	ready
.	PUNCT	.
""""	PUNCT	""""
Hector	PROPN	Hector
entered	VERB	enter
--	PUNCT	--
a	DET	a
big	ADJ	big
,	PUNCT	,
over	ADV	over
-	PUNCT	-
big	ADJ	big
man	NOUN	man
,	PUNCT	,
the	DET	the
glazed	ADJ	glazed
shirt	NOUN	shirt
-	PUNCT	-
front	NOUN	front
already	ADV	already
bulging	VERB	bulge
out	ADP	out
of	ADP	of
his	PRON	his
black	ADJ	black
waistcoat	NOUN	waistcoat
.	PUNCT	.
The	DET	the
K.C.	PROPN	K.C.
,	PUNCT	,
shorn	VERB	shorn
of	ADP	of
legal	ADJ	legal
wig	NOUN	wig
and	CCONJ	and
trappings	NOUN	trapping
,	PUNCT	,
did	AUX	do
not	PART	not
look	VERB	look
very	ADV	very
dignified	ADJ	dignified
;	PUNCT	;
nevertheless	ADV	nevertheless
,	PUNCT	,
he	PRON	he
gave	VERB	give
an	DET	an
impression	NOUN	impression
of	ADP	of
force	NOUN	force
.	PUNCT	.
The	DET	the
sandy	ADJ	sandy
hair	NOUN	hair
was	AUX	be
scant	ADJ	scant
on	ADP	on
his	PRON	his
wide	ADJ	wide
mottled	ADJ	mottled
forehead	NOUN	forehead
;	PUNCT	;
his	PRON	his
eyes	NOUN	eye
were	AUX	be
a	DET	a
cold	ADJ	cold
gray	NOUN	gray
;	PUNCT	;
his	PRON	his
nose	NOUN	nose
tended	VERB	tend
to	ADP	to
the	DET	the
bulbous	ADJ	bulbous
.	PUNCT	.
The	DET	the
clean	ADJ	clean
-	PUNCT	-
shaven	ADJ	shaven
lips	NOUN	lip
appeared	VERB	appear
thin	ADJ	thin
and	CCONJ	and
a	DET	a
trifle	NOUN	trifle
cruel	ADJ	cruel
;	PUNCT	;
his	PRON	his
jowl	NOUN	jowl
was	AUX	be
heavy	ADJ	heavy
--	PUNCT	--
almost	ADV	almost
the	DET	the
jowl	NOUN	jowl
of	ADP	of
a	DET	a
mastiff	NOUN	mastiff
.	PUNCT	.
He	PRON	he
had	AUX	have
the	DET	the
hands	NOUN	hand
of	ADP	of
a	DET	a
gentleman	NOUN	gentleman
,	PUNCT	,
the	DET	the
feet	NOUN	foot
of	ADP	of
a	DET	a
clodhopper	NOUN	clodhopper
.	PUNCT	.
""""	PUNCT	""""
Is	AUX	be
it	PRON	it
time	NOUN	time
for	ADP	for
dinner	NOUN	dinner
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
the	DET	the
wife	NOUN	wife
.	PUNCT	.
The	DET	the
husband	NOUN	husband
drew	VERB	draw
from	ADP	from
his	PRON	his
waistcoat	NOUN	waistcoat
pocket	NOUN	pocket
a	DET	a
heavy	ADJ	heavy
gold	NOUN	gold
watch	NOUN	watch
;	PUNCT	;
consulted	VERB	consult
the	DET	the
hands	NOUN	hand
of	ADP	of
it	PRON	it
;	PUNCT	;
and	CCONJ	and
admitted	VERB	admit
the	DET	the
accuracy	NOUN	accuracy
of	ADP	of
her	PRON	her
suggestion	NOUN	suggestion
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
we	PRON	we
'd	AUX	would
better	ADV	well
be	AUX	be
going	VERB	go
down	ADV	down
,	PUNCT	,
""""	PUNCT	""""
decided	VERB	decide
Aliette	PROPN	Aliette
.	PUNCT	.
2	NUM	2
The	DET	the
dining	NOUN	dining
-	PUNCT	-
room	NOUN	room
at	ADP	at
Moor	PROPN	Moor
Park	PROPN	Park
possesses	VERB	possess
,	PUNCT	,
or	CCONJ	or
is	AUX	be
possessed	VERB	possess
by	ADP	by
,	PUNCT	,
the	DET	the
largest	ADJ	large
suite	NOUN	suite
of	ADP	of
mid	ADJ	mid
-	ADJ	-
Victorian	ADJ	victorian
mahogany	NOUN	mahogany
ever	ADV	ever
fashioned	VERB	fashion
.	PUNCT	.
The	DET	the
sideboard	NOUN	sideboard
,	PUNCT	,
gleaming	VERB	gleam
always	ADV	always
with	ADP	with
massive	ADJ	massive
silver	NOUN	silver
,	PUNCT	,
occupies	VERB	occupy
the	DET	the
entire	ADJ	entire
east	ADJ	east
end	NOUN	end
of	ADP	of
the	DET	the
apartment	NOUN	apartment
,	PUNCT	,
barely	ADV	barely
leaving	VERB	leave
room	NOUN	room
for	ADP	for
a	DET	a
white	ADJ	white
-	PUNCT	-
paneled	ADJ	paneled
Adams	PROPN	Adams
door	NOUN	door
.	PUNCT	.
Either	DET	either
side	NOUN	side
of	ADP	of
the	DET	the
marble	NOUN	marble
mantelpiece	NOUN	mantelpiece
stand	VERB	stand
two	NUM	two
colossal	ADJ	colossal
serving	NOUN	serving
-	PUNCT	-
tables	NOUN	table
.	PUNCT	.
Gigantic	ADJ	gigantic
horsehair	NOUN	horsehair
-	PUNCT	-
seated	ADJ	seated
armchairs	NOUN	armchair
,	PUNCT	,
ranged	VERB	range
between	ADP	between
the	DET	the
long	ADV	long
red	ADJ	red
-	PUNCT	-
curtained	VERB	curtain
windows	NOUN	window
,	PUNCT	,
spill	VERB	spill
a	DET	a
brood	NOUN	brood
of	ADP	of
slightly	ADV	slightly
less	ADV	less
gigantic	ADJ	gigantic
offspring	NOUN	offspring
round	ADP	round
the	DET	the
mastodontic	ADJ	mastodontic
board	NOUN	board
.	PUNCT	.
The	DET	the
mulligatawny	NOUN	mulligatawny
and	CCONJ	and
the	DET	the
cod	NOUN	cod
with	ADP	with
oyster	NOUN	oyster
-	PUNCT	-
sauce	NOUN	sauce
had	AUX	have
already	ADV	already
been	AUX	be
served	VERB	serve
by	ADP	by
the	DET	the
two	NUM	two
cap	NOUN	cap
-	PUNCT	-
and	CCONJ	and
-	PUNCT	-
aproned	VERB	aprone
wenches	NOUN	wench
,	PUNCT	,
whom	PRON	whom
the	DET	the
rear	ADJ	rear
-	PUNCT	-
admiral	NOUN	admiral
declared	VERB	declare
to	PART	to
be	AUX	be
""""	PUNCT	""""
a	DET	a
damned	ADJ	damned
sight	NOUN	sight
better	ADJ	well
than	ADP	than
any	DET	any
heavy	ADJ	heavy
-	PUNCT	-
handed	ADJ	handed
son	NOUN	son
of	ADP	of
a	DET	a
gun	NOUN	gun
who	PRON	who
smoked	VERB	smoke
a	DET	a
fellow	NOUN	fellow
's	PART	's
cigars	NOUN	cigar
,	PUNCT	,
drank	VERB	drink
his	PRON	his
port	NOUN	port
,	PUNCT	,
and	CCONJ	and
did	AUX	do
as	ADV	as
little	ADJ	little
work	NOUN	work
as	ADP	as
the	DET	the
old	ADJ	old
bumboat	NOUN	bumboat
-	PUNCT	-
woman	NOUN	woman
of	ADP	of
Portsmouth	PROPN	Portsmouth
.	PUNCT	.
""""	PUNCT	""""
Rear	PROPN	Rear
-	PUNCT	-
Admiral	PROPN	Admiral
Billy	PROPN	Billy
was	AUX	be
enjoying	VERB	enjoy
himself	PRON	himself
.	PUNCT	.
His	PRON	his
jovial	ADJ	jovial
eyes	NOUN	eye
,	PUNCT	,
a	DET	a
little	ADJ	little
red	ADJ	red
-	PUNCT	-
rimmed	ADJ	rimmed
with	ADP	with
age	NOUN	age
under	ADP	under
the	DET	the
heavy	ADJ	heavy
brown	ADJ	brown
thatch	NOUN	thatch
of	ADP	of
his	PRON	his
hair	NOUN	hair
,	PUNCT	,
kept	VERB	keep
glancing	VERB	glance
round	ADV	round
at	ADP	at
""""	PUNCT	""""
his	PRON	his
two	NUM	two
colts	NOUN	colt
and	CCONJ	and
their	PRON	their
fillies	NOUN	filly
""""	PUNCT	""""
(	PUNCT	(
one	NUM	one
is	AUX	be
,	PUNCT	,
alas	INTJ	alas
!	PUNCT	!
forced	VERB	force
to	PART	to
modify	VERB	modify
a	DET	a
good	ADJ	good
many	ADJ	many
of	ADP	of
the	DET	the
admiral	NOUN	admiral
's	PART	's
pet	ADJ	pet
expressions	NOUN	expression
)	PUNCT	)
and	CCONJ	and
at	ADP	at
that	DET	that
""""	PUNCT	""""
jolly	ADJ	jolly
little	ADJ	little
piece	NOUN	piece
in	ADP	in
the	DET	the
No	NOUN	no
.	NOUN	.
5	NUM	5
rig	NOUN	rig
,	PUNCT	,
""""	PUNCT	""""
Aliette	PROPN	Aliette
's	PART	's
sister	NOUN	sister
.	PUNCT	.
His	PRON	his
trim	NOUN	trim
beard	NOUN	beard
,	PUNCT	,
grayed	VERB	gray
only	ADV	only
at	ADP	at
the	DET	the
extremities	NOUN	extremity
,	PUNCT	,
kept	VERB	keep
wagging	VERB	wag
accompaniment	NOUN	accompaniment
to	ADP	to
Aliette	PROPN	Aliette
's	PART	's
account	NOUN	account
of	ADP	of
the	DET	the
run	NOUN	run
;	PUNCT	;
the	DET	the
course	NOUN	course
of	ADP	of
which	DET	which
his	PRON	his
hairy	ADJ	hairy
-	PUNCT	-
backed	ADJ	backed
hands	NOUN	hand
were	AUX	be
trying	VERB	try
to	PART	to
trace	VERB	trace
,	PUNCT	,
in	ADP	in
bread	NOUN	bread
and	CCONJ	and
salt	NOUN	salt
,	PUNCT	,
on	ADP	on
the	DET	the
table	NOUN	table
-	PUNCT	-
cloth	NOUN	cloth
.	PUNCT	.
""""	PUNCT	""""
'	PUNCT	'
Spose	VERB	spose
you	PRON	you
funked	VERB	funk
as	ADP	as
usual	ADJ	usual
,	PUNCT	,
Adrian	PROPN	Adrian
,	PUNCT	,
""""	PUNCT	""""
rumbled	VERB	rumble
the	DET	the
old	ADJ	old
man	NOUN	man
across	ADP	across
the	DET	the
enormous	ADJ	enormous
table	NOUN	table
.	PUNCT	.
""""	PUNCT	""""
God	PROPN	God
knows	VERB	know
what	PRON	what
I	PRON	I
've	AUX	have
ever	ADV	ever
done	VERB	do
to	PART	to
deserve	VERB	deserve
a	DET	a
son	NOUN	son
in	ADP	in
the	DET	the
church	NOUN	church
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
Rev.	PROPN	Rev.
Adrian	PROPN	Adrian
,	PUNCT	,
in	ADP	in
clerical	ADJ	clerical
evening	NOUN	evening
dress	NOUN	dress
,	PUNCT	,
only	ADV	only
laughed	VERB	laugh
at	ADP	at
his	PRON	his
father	NOUN	father
's	PART	's
criticism	NOUN	criticism
;	PUNCT	;
but	CCONJ	but
the	DET	the
Rev.	PROPN	Rev.
Adrian	PROPN	Adrian
's	PART	's
Margery	PROPN	Margery
fired	VERB	fire
up	ADP	up
in	ADP	in
defense	NOUN	defense
of	ADP	of
her	PRON	she
spouse	NOUN	spouse
.	PUNCT	.
""""	PUNCT	""""
Adrian	PROPN	Adrian
's	AUX	be
seen	VERB	see
more	ADV	more
active	ADJ	active
service	NOUN	service
than	ADP	than
most	ADJ	most
men	NOUN	man
of	ADP	of
his	PRON	his
cloth	NOUN	cloth
,	PUNCT	,
""""	PUNCT	""""
began	VERB	begin
the	DET	the
little	ADJ	little
aquiline	ADJ	aquiline
,	PUNCT	,
dark	ADJ	dark
-	PUNCT	-
haired	ADJ	haired
,	PUNCT	,
dark	ADJ	dark
-	PUNCT	-
eyed	ADJ	eyed
,	PUNCT	,
dark	ADJ	dark
-	PUNCT	-
skinned	ADJ	skinned
,	PUNCT	,
and	CCONJ	and
darkly	ADV	darkly
determined	ADJ	determined
woman	NOUN	woman
,	PUNCT	,
who	PRON	who
dressed	VERB	dress
(	PUNCT	(
when	SCONJ	when
natural	ADJ	natural
circumstances	NOUN	circumstance
permitted	VERB	permit
her	PRON	she
--	PUNCT	--
as	ADP	as
they	PRON	they
did	AUX	do
not	PART	not
at	ADP	at
the	DET	the
moment	NOUN	moment
)	PUNCT	)
with	ADP	with
the	DET	the
severe	ADJ	severe
precision	NOUN	precision
of	ADP	of
unadorned	ADJ	unadorned
royalty	NOUN	royalty
.	PUNCT	.
Aliette	PROPN	Aliette
continued	VERB	continue
her	PRON	her
low	ADJ	low
-	PUNCT	-
voiced	ADJ	voiced
description	NOUN	description
of	ADP	of
the	DET	the
day	NOUN	day
's	PART	's
run	NOUN	run
;	PUNCT	;
Hector	PROPN	Hector
tried	VERB	try
explaining	VERB	explain
to	ADP	to
an	DET	an
attentive	ADJ	attentive
Mollie	PROPN	Mollie
the	DET	the
exact	ADJ	exact
difference	NOUN	difference
between	ADP	between
a	DET	a
disbarred	VERB	disbar
barrister	NOUN	barrister
and	CCONJ	and
a	DET	a
solicitor	NOUN	solicitor
who	PRON	who
has	AUX	have
been	AUX	be
struck	VERB	strike
off	ADP	off
the	DET	the
rolls	NOUN	roll
;	PUNCT	;
the	DET	the
cap	NOUN	cap
-	PUNCT	-
and	CCONJ	and
-	PUNCT	-
aproned	VERB	aprone
wenches	NOUN	wench
set	VERB	set
an	DET	an
enormous	ADJ	enormous
joint	NOUN	joint
of	ADP	of
mutton	NOUN	mutton
before	ADP	before
the	DET	the
host	NOUN	host
,	PUNCT	,
who	PRON	who
always	ADV	always
insisted	VERB	insist
on	ADP	on
carving	VERB	carve
with	ADP	with
his	PRON	his
own	ADJ	own
hands	NOUN	hand
;	PUNCT	;
and	CCONJ	and
dinner	VERB	dinner
proceeded	VERB	proceed
.	PUNCT	.
To	ADP	to
Hector	PROPN	Hector
Brunton	PROPN	Brunton
's	PART	's
wife	NOUN	wife
the	DET	the
dullish	ADJ	dullish
meal	NOUN	meal
was	AUX	be
less	ADV	less
unpleasant	ADJ	unpleasant
than	ADP	than
her	PRON	she
anticipation	NOUN	anticipation
of	ADP	of
it	PRON	it
.	PUNCT	.
She	PRON	she
liked	VERB	like
her	PRON	her
father	NOUN	father
-	PUNCT	-
in	ADP	in
-	PUNCT	-
law	NOUN	law
--	PUNCT	--
though	SCONJ	though
his	PRON	his
occasional	ADJ	occasional
coarseness	NOUN	coarseness
always	ADV	always
jarred	VERB	jar
her	PRON	her
sensitive	ADJ	sensitive
mind	NOUN	mind
.	PUNCT	.
She	PRON	she
appreciated	VERB	appreciate
her	PRON	her
sister	NOUN	sister
's	PART	's
week	NOUN	week
-	PUNCT	-
end	NOUN	end
visit	NOUN	visit
;	PUNCT	;
and	CCONJ	and
anticipated	VERB	anticipate
with	ADP	with
some	DET	some
pleasure	NOUN	pleasure
the	DET	the
family	NOUN	family
talk	NOUN	talk
which	DET	which
would	AUX	would
precede	VERB	precede
their	PRON	their
going	VERB	go
to	ADP	to
bed	NOUN	bed
.	PUNCT	.
But	CCONJ	but
above	ADP	above
all	DET	all
,	PUNCT	,
she	PRON	she
liked	VERB	like
being	AUX	be
away	ADV	away
from	ADP	from
the	DET	the
constraining	VERB	constrain
intimacy	NOUN	intimacy
of	ADP	of
her	PRON	her
home	NOUN	home
with	ADP	with
Hector	PROPN	Hector
.	PUNCT	.
Recently	ADV	recently
Hector	PROPN	Hector
had	AUX	have
been	AUX	be
growing	VERB	grow
more	ADV	more
and	CCONJ	and
more	ADV	more
difficult	ADJ	difficult
to	PART	to
deny	VERB	deny
.	PUNCT	.
She	PRON	she
caught	VERB	catch
him	PRON	he
looking	VERB	look
at	ADP	at
her	PRON	she
now	ADV	now
,	PUNCT	,
sideways	ADV	sideways
across	ADP	across
the	DET	the
vast	ADJ	vast
white	NOUN	white
of	ADP	of
the	DET	the
table	NOUN	table
-	PUNCT	-
cloth	NOUN	cloth
.	PUNCT	.
Vaguely	ADV	vaguely
she	PRON	she
felt	VERB	feel
sorry	ADJ	sorry
for	ADP	for
him	PRON	he
.	PUNCT	.
His	PRON	his
cold	ADJ	cold
eyes	NOUN	eye
almost	ADV	almost
held	VERB	hold
an	DET	an
appeal	NOUN	appeal
.	PUNCT	.
""""	PUNCT	""""
Look	VERB	look
round	ADV	round
,	PUNCT	,
""""	PUNCT	""""
they	PRON	they
seemed	VERB	seem
to	PART	to
be	AUX	be
saying	VERB	say
,	PUNCT	,
""""	PUNCT	""""
it	PRON	it
is	AUX	be
n't	PART	not
so	ADV	so
bad	ADJ	bad
;	PUNCT	;
really	ADV	really
it	PRON	it
is	AUX	be
n't	PART	not
so	ADV	so
bad	ADJ	bad
,	PUNCT	,
this	DET	this
little	ADJ	little
family	NOUN	family
party	NOUN	party
.	PUNCT	.
Ca	AUX	can
n't	PART	not
we	PRON	we
make	VERB	make
it	PRON	it
up	ADP	up
,	PUNCT	,
you	PRON	you
and	CCONJ	and
I	PRON	I
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Poor	ADJ	poor
Hector	PROPN	Hector
!	PUNCT	!
""""	PUNCT	""""
she	PRON	she
thought	VERB	think
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
's	AUX	be
a	DET	a
very	ADV	very
simple	ADJ	simple
person	NOUN	person
.	PUNCT	.
He	PRON	he
does	AUX	do
n't	PART	not
understand	VERB	understand
""""	PUNCT	""""
;	PUNCT	;
and	CCONJ	and
checked	PRON	checked
thought	VERB	think
,	PUNCT	,
not	PART	not
abruptly	ADV	abruptly
,	PUNCT	,
but	CCONJ	but
with	ADP	with
the	DET	the
same	ADJ	same
quiet	NOUN	quiet
firmness	NOUN	firmness
she	PRON	she
had	AUX	have
applied	VERB	apply
to	ADP	to
Miracle	PROPN	Miracle
that	DET	that
morning	NOUN	morning
.	PUNCT	.
For	ADP	for
Aliette	PROPN	Aliette
never	ADV	never
posed	VERB	pose
,	PUNCT	,
even	ADV	even
to	ADP	to
herself	PRON	herself
.	PUNCT	.
She	PRON	she
was	AUX	be
the	DET	the
very	ADJ	very
antithesis	NOUN	antithesis
of	ADP	of
the	DET	the
usual	ADJ	usual
misunderstood	VERB	misunderstand
married	ADJ	married
woman	NOUN	woman
;	PUNCT	;
so	ADV	so
far	ADV	far
,	PUNCT	,
the	DET	the
mere	ADJ	mere
thought	NOUN	thought
of	ADP	of
a	DET	a
compensating	VERB	compensate
lover	NOUN	lover
had	AUX	have
never	ADV	never
entered	VERB	enter
her	PRON	her
head	NOUN	head
.	PUNCT	.
All	DET	all
that	PRON	that
happened	VERB	happen
afterward	ADV	afterward
--	PUNCT	--
and	CCONJ	and
sometimes	ADV	sometimes
,	PUNCT	,
looking	VERB	look
back	ADV	back
,	PUNCT	,
it	PRON	it
seems	VERB	seem
to	ADP	to
her	PRON	she
as	ADP	as
though	SCONJ	though
it	PRON	it
all	DET	all
began	VERB	begin
from	ADP	from
that	DET	that
chance	ADJ	chance
remark	NOUN	remark
of	ADP	of
Adrian's	PROPN	Adrian's
--	PUNCT	--
happened	VERB	happen
of	ADP	of
its	PRON	its
own	ADJ	own
volition	NOUN	volition
.	PUNCT	.
At	ADP	at
the	DET	the
moment	NOUN	moment
Adrian	PROPN	Adrian
spoke	VERB	speak
she	PRON	she
was	AUX	be
just	ADV	just
an	DET	an
ordinary	ADJ	ordinary
woman	NOUN	woman
,	PUNCT	,
who	PRON	who
had	AUX	have
married	VERB	marry
an	DET	an
ordinary	ADJ	ordinary
