EUGENE	PROPN	EUGENE
of	ADP	of
the	DET	the
electric	ADJ	electric
ray	NOUN	ray
;	PUNCT	;
there	ADV	there
on	ADP	on
the	DET	the
Cube	PROPN	Cube
,	PUNCT	,
the	DET	the
head	NOUN	head
thrown	VERB	throw
backward	ADV	backward
,	PUNCT	,
the	DET	the
stretched	VERB	stretch
-	PUNCT	-
out	ADP	out
body	NOUN	body
!	PUNCT	!
I	PRON	I
shivered	VERB	shiver
.	PUNCT	.
""""	PUNCT	""""
Please	INTJ	please
listen	VERB	listen
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
You	PRON	you
know	VERB	know
,	PUNCT	,
do	AUX	do
you	PRON	you
not	PART	not
,	PUNCT	,
that	SCONJ	that
any	DET	any
one	NOUN	one
who	PRON	who
poisons	VERB	poison
himself	PRON	himself
with	ADP	with
nicotine	NOUN	nicotine
,	PUNCT	,
more	ADV	more
particularly	ADV	particularly
with	ADP	with
alcohol	NOUN	alcohol
,	PUNCT	,
is	AUX	be
severely	ADV	severely
treated	VERB	treat
by	ADP	by
the	DET	the
United	PROPN	United
State	PROPN	State
?	PUNCT	?
""""	PUNCT	""""
Dark	ADJ	dark
brows	NOUN	brow
raised	VERB	raise
high	ADV	high
to	ADP	to
the	DET	the
temples	NOUN	temple
,	PUNCT	,
the	DET	the
sharp	ADJ	sharp
mocking	ADJ	mocking
triangle	NOUN	triangle
.	PUNCT	.
""""	PUNCT	""""
'	PUNCT	'
It	PRON	it
is	AUX	be
more	ADV	more
reasonable	ADJ	reasonable
to	PART	to
annihilate	VERB	annihilate
a	DET	a
few	ADJ	few
than	ADP	than
to	PART	to
allow	VERB	allow
many	ADJ	many
to	PART	to
poison	VERB	poison
themselves	PRON	themselves
....	PUNCT	....
And	CCONJ	and
degeneration	NOUN	degeneration
,	PUNCT	,
'	PUNCT	'
...	PUNCT	...
etc	X	etc
....	PUNCT	....
This	DET	this
is	AUX	be
true	ADJ	true
to	ADP	to
the	DET	the
point	NOUN	point
of	ADP	of
indecency	NOUN	indecency
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Indecency	NOUN	indecency
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
To	PART	to
let	VERB	let
out	ADP	out
into	ADP	into
the	DET	the
street	NOUN	street
such	DET	such
a	DET	a
group	NOUN	group
of	ADP	of
bald	ADJ	bald
-	PUNCT	-
headed	ADJ	headed
naked	ADJ	naked
little	ADJ	little
truths	NOUN	truth
.	PUNCT	.
Only	ADV	only
imagine	VERB	imagine
please	INTJ	please
.	PUNCT	.
Imagine	VERB	imagine
,	PUNCT	,
say	VERB	say
,	PUNCT	,
that	DET	that
persistent	NOUN	persistent
admirer	NOUN	admirer
of	ADP	of
mine	PRON	mine
,	PUNCT	,
S-	PROPN	S-
,	PUNCT	,
well	INTJ	well
,	PUNCT	,
you	PRON	you
know	VERB	know
him	PRON	he
.	PUNCT	.
Then	ADV	then
imagine	VERB	imagine
:	PUNCT	:
if	SCONJ	if
he	PRON	he
should	AUX	should
discard	VERB	discard
the	DET	the
deception	NOUN	deception
of	ADP	of
clothes	NOUN	clothe
and	CCONJ	and
appear	VERB	appear
in	ADP	in
public	NOUN	public
in	ADP	in
his	PRON	his
true	ADJ	true
form	NOUN	form
...	PUNCT	...
oh	INTJ	oh
!	PUNCT	!
""""	PUNCT	""""
She	PRON	she
laughed	VERB	laugh
.	PUNCT	.
But	CCONJ	but
I	PRON	I
clearly	ADV	clearly
saw	VERB	see
her	PRON	her
lower	ADJ	low
,	PUNCT	,
sorrowful	ADJ	sorrowful
triangle	NOUN	triangle
;	PUNCT	;
two	NUM	two
deep	ADJ	deep
grooves	NOUN	groove
from	ADP	from
the	DET	the
nose	NOUN	nose
to	ADP	to
the	DET	the
mouth	NOUN	mouth
.	PUNCT	.
And	CCONJ	and
for	ADP	for
some	DET	some
reason	NOUN	reason
these	DET	these
grooves	NOUN	groove
made	VERB	make
me	PRON	I
think	VERB	think
:	PUNCT	:
that	DET	that
double	ADJ	double
-	PUNCT	-
curved	ADJ	curved
being	NOUN	being
,	PUNCT	,
half	ADV	half
-	PUNCT	-
hunched	VERB	hunch
,	PUNCT	,
with	ADP	with
wing	NOUN	wing
-	PUNCT	-
like	ADJ	like
ears,--he	PRON	ears,--he
embraced	VERB	embrace
her	PRON	she
?	PUNCT	?
her	PRON	she
,	PUNCT	,
such	ADJ	such
...	PUNCT	...
Oh	INTJ	oh
!	PUNCT	!
Naturally	ADV	naturally
,	PUNCT	,
I	PRON	I
try	VERB	try
now	ADV	now
merely	ADV	merely
to	PART	to
express	VERB	express
my	PRON	my
abnormal	ADJ	abnormal
feelings	NOUN	feeling
of	ADP	of
that	DET	that
moment	NOUN	moment
.	PUNCT	.
Now	ADV	now
,	PUNCT	,
as	ADP	as
I	PRON	I
write	VERB	write
,	PUNCT	,
I	PRON	I
understand	VERB	understand
perfectly	ADV	perfectly
that	SCONJ	that
all	DET	all
this	DET	this
is	AUX	be
as	ADP	as
it	PRON	it
should	AUX	should
be	AUX	be
;	PUNCT	;
that	SCONJ	that
he	PRON	he
,	PUNCT	,
S-4711	PROPN	S-4711
,	PUNCT	,
like	ADP	like
any	DET	any
other	ADJ	other
honest	ADJ	honest
Number	NOUN	number
has	AUX	have
a	DET	a
perfect	ADJ	perfect
right	NOUN	right
to	ADP	to
the	DET	the
joys	NOUN	joy
of	ADP	of
life	NOUN	life
and	CCONJ	and
that	SCONJ	that
it	PRON	it
would	AUX	would
be	AUX	be
unjust	ADJ	unjust
....	PUNCT	....
But	CCONJ	but
I	PRON	I
think	VERB	think
the	DET	the
point	NOUN	point
is	AUX	be
quite	ADV	quite
clear	ADJ	clear
.	PUNCT	.
I-330	NUM	i-330
laughed	VERB	laugh
a	DET	a
long	ADJ	long
,	PUNCT	,
strange	ADJ	strange
laugh	NOUN	laugh
.	PUNCT	.
Then	ADV	then
she	PRON	she
cast	VERB	cast
a	DET	a
look	NOUN	look
at	ADP	at
me	PRON	I
,	PUNCT	,
into	ADP	into
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
most	ADV	most
curious	ADJ	curious
thing	NOUN	thing
is	AUX	be
that	SCONJ	that
I	PRON	I
am	AUX	be
not	PART	not
in	ADP	in
the	DET	the
least	ADJ	least
afraid	ADJ	afraid
of	ADP	of
you	PRON	you
.	PUNCT	.
You	PRON	you
are	AUX	be
such	DET	such
a	DET	a
dear	NOUN	dear
,	PUNCT	,
I	PRON	I
am	AUX	be
sure	ADJ	sure
of	ADP	of
it	PRON	it
!	PUNCT	!
You	PRON	you
would	AUX	would
never	ADV	never
think	VERB	think
of	ADP	of
going	VERB	go
to	ADP	to
the	DET	the
Bureau	NOUN	bureau
and	CCONJ	and
reporting	VERB	report
that	SCONJ	that
I	PRON	I
drink	VERB	drink
liqueurs	NOUN	liqueur
and	CCONJ	and
smoke	NOUN	smoke
.	PUNCT	.
You	PRON	you
will	AUX	will
be	AUX	be
sick	ADJ	sick
or	CCONJ	or
busy	ADJ	busy
,	PUNCT	,
or	CCONJ	or
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
what	PRON	what
....	PUNCT	....
Furthermore	ADV	furthermore
,	PUNCT	,
I	PRON	I
am	AUX	be
sure	ADJ	sure
you	PRON	you
will	AUX	will
drink	VERB	drink
this	DET	this
charming	ADJ	charming
poison	NOUN	poison
with	ADP	with
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
What	DET	what
an	DET	an
impertinent	ADJ	impertinent
,	PUNCT	,
mocking	ADJ	mocking
tone	NOUN	tone
!	PUNCT	!
I	PRON	I
felt	VERB	feel
definitely	ADV	definitely
that	SCONJ	that
in	ADP	in
a	DET	a
moment	NOUN	moment
I	PRON	I
should	AUX	should
hate	VERB	hate
her	PRON	she
.	PUNCT	.
(	PUNCT	(
Why	SCONJ	why
in	ADP	in
a	DET	a
moment	NOUN	moment
?	PUNCT	?
In	ADP	in
fact	NOUN	fact
I	PRON	I
hated	VERB	hate
her	PRON	she
all	DET	all
the	DET	the
time	NOUN	time
.	PUNCT	.
)	PUNCT	)
I-330	PRON	i-330
turned	VERB	turn
over	ADP	over
the	DET	the
little	ADJ	little
glass	NOUN	glass
of	ADP	of
green	ADJ	green
poison	NOUN	poison
straight	ADV	straight
into	ADP	into
her	PRON	her
mouth	NOUN	mouth
.	PUNCT	.
Then	ADV	then
she	PRON	she
stood	VERB	stand
up	ADP	up
,	PUNCT	,
and	CCONJ	and
all	DET	all
rosy	ADJ	rosy
through	ADP	through
the	DET	the
translucent	ADJ	translucent
saffron	NOUN	saffron
-	PUNCT	-
yellow	ADJ	yellow
tissue	NOUN	tissue
,	PUNCT	,
she	PRON	she
made	VERB	make
a	DET	a
few	ADJ	few
steps	NOUN	step
and	CCONJ	and
stopped	VERB	stop
behind	ADP	behind
my	PRON	my
chair	NOUN	chair
....	PUNCT	....
Suddenly	ADV	suddenly
her	PRON	her
arms	NOUN	arm
were	AUX	be
about	ADP	about
my	PRON	my
neck	NOUN	neck
...	PUNCT	...
her	PRON	her
lips	NOUN	lip
grew	VERB	grow
into	ADP	into
mine	PRON	mine
,	PUNCT	,
no	INTJ	no
,	PUNCT	,
even	ADV	even
somewhere	ADV	somewhere
much	ADV	much
deeper	ADV	deeply
,	PUNCT	,
much	ADV	much
more	ADV	more
terribly	ADV	terribly
....	PUNCT	....
I	PRON	I
swear	VERB	swear
all	DET	all
this	DET	this
was	AUX	be
very	ADV	very
unexpected	ADJ	unexpected
for	ADP	for
me	PRON	I
.	PUNCT	.
That	DET	that
is	AUX	be
why	SCONJ	why
perhaps	ADV	perhaps
...	PUNCT	...
for	ADP	for
I	PRON	I
could	AUX	could
not	PART	not
(	PUNCT	(
at	ADP	at
this	DET	this
moment	NOUN	moment
I	PRON	I
see	VERB	see
clearly	ADV	clearly
)	PUNCT	)
I	PRON	I
could	AUX	could
not	PART	not
myself	PRON	myself
have	AUX	have
the	DET	the
desire	NOUN	desire
to	PART	to
....	PUNCT	....
Unbearably	ADV	unbearably
sweet	ADJ	sweet
lips	NOUN	lip
.	PUNCT	.
(	PUNCT	(
I	PRON	I
suppose	VERB	suppose
it	PRON	it
was	AUX	be
the	DET	the
taste	NOUN	taste
of	ADP	of
the	DET	the
liqueur	NOUN	liqueur
.	PUNCT	.
)	PUNCT	)
It	PRON	it
was	AUX	be
as	ADP	as
though	SCONJ	though
burning	VERB	burn
poison	NOUN	poison
were	AUX	be
being	AUX	be
poured	VERB	pour
into	ADP	into
me	PRON	I
,	PUNCT	,
and	CCONJ	and
more	ADV	more
and	CCONJ	and
more	ADJ	more
....	PUNCT	....
I	PRON	I
tore	VERB	tear
away	ADV	away
from	ADP	from
the	DET	the
earth	NOUN	earth
and	CCONJ	and
began	VERB	begin
revolving	VERB	revolve
as	ADP	as
an	DET	an
independent	ADJ	independent
planet,--down	NOUN	planet,--down
--	PUNCT	--
down	ADV	down
--	PUNCT	--
following	VERB	follow
an	DET	an
uncalculable	ADJ	uncalculable
curve	NOUN	curve
....	PUNCT	....
What	PRON	what
happened	VERB	happen
next	ADV	next
I	PRON	I
am	AUX	be
able	ADJ	able
to	PART	to
describe	VERB	describe
only	ADV	only
in	ADP	in
an	DET	an
approximate	ADJ	approximate
way	NOUN	way
,	PUNCT	,
only	ADV	only
by	ADP	by
way	NOUN	way
of	ADP	of
more	ADV	more
or	CCONJ	or
less	ADV	less
corresponding	VERB	correspond
analogies	NOUN	analogy
.	PUNCT	.
It	PRON	it
never	ADV	never
occurred	VERB	occur
to	ADP	to
me	PRON	I
before	ADV	before
but	CCONJ	but
it	PRON	it
is	AUX	be
true	ADJ	true
:	PUNCT	:
we	PRON	we
who	PRON	who
live	VERB	live
on	ADP	on
the	DET	the
earth	NOUN	earth
,	PUNCT	,
we	PRON	we
are	AUX	be
always	ADV	always
walking	VERB	walk
over	ADP	over
a	DET	a
seething	ADJ	seething
red	ADJ	red
sea	NOUN	sea
of	ADP	of
fire	NOUN	fire
which	DET	which
is	AUX	be
hidden	VERB	hide
in	ADP	in
the	DET	the
womb	NOUN	womb
of	ADP	of
the	DET	the
earth	NOUN	earth
.	PUNCT	.
We	PRON	we
never	ADV	never
think	VERB	think
of	ADP	of
it	PRON	it
.	PUNCT	.
But	CCONJ	but
imagine	VERB	imagine
the	DET	the
ground	NOUN	ground
under	ADP	under
our	PRON	our
feet	NOUN	foot
suddenly	ADV	suddenly
transformed	VERB	transform
into	ADP	into
a	DET	a
thin	ADJ	thin
glass	NOUN	glass
shell	NOUN	shell
;	PUNCT	;
suddenly	ADV	suddenly
we	PRON	we
should	AUX	should
behold	VERB	behold
...	PUNCT	...
!	PUNCT	!
I	PRON	I
became	VERB	become
glass	NOUN	glass
-	PUNCT	-
like	ADJ	like
and	CCONJ	and
saw	VERB	see
within	ADP	within
myself	PRON	myself
.	PUNCT	.
There	PRON	there
were	AUX	be
two	NUM	two
selves	NOUN	self
in	ADP	in
me	PRON	I
.	PUNCT	.
One	NUM	one
,	PUNCT	,
the	DET	the
former	ADJ	former
D-503	PROPN	D-503
,	PUNCT	,
Number	NOUN	number
D-503	PROPN	D-503
;	PUNCT	;
and	CCONJ	and
the	DET	the
other	ADJ	other
....	PUNCT	....
Before	ADP	before
,	PUNCT	,
that	DET	that
other	ADJ	other
used	VERB	use
only	ADV	only
to	PART	to
show	VERB	show
his	PRON	his
hairy	ADJ	hairy
paws	NOUN	paw
from	ADP	from
time	NOUN	time
to	ADP	to
time	NOUN	time
,	PUNCT	,
but	CCONJ	but
now	ADV	now
the	DET	the
whole	ADJ	whole
other	ADJ	other
self	NOUN	self
left	VERB	leave
his	PRON	his
shell	NOUN	shell
.	PUNCT	.
That	DET	that
shell	NOUN	shell
was	AUX	be
breaking	VERB	break
,	PUNCT	,
and	CCONJ	and
in	ADP	in
a	DET	a
moment	NOUN	moment
....	PUNCT	....
Grasping	VERB	grasp
with	ADP	with
all	DET	all
my	PRON	my
strength	NOUN	strength
the	DET	the
last	ADJ	last
straw	NOUN	straw
(	PUNCT	(
the	DET	the
arms	NOUN	arm
of	ADP	of
the	DET	the
chair	NOUN	chair
)	PUNCT	)
,	PUNCT	,
I	PRON	I
asked	VERB	ask
loudly	ADV	loudly
(	PUNCT	(
so	SCONJ	so
as	ADP	as
to	PART	to
hear	VERB	hear
my	PRON	my
first	ADJ	first
self	NOUN	self
)	PUNCT	)
,	PUNCT	,
""""	PUNCT	""""
Where	SCONJ	where
,	PUNCT	,
where	SCONJ	where
did	AUX	do
you	PRON	you
get	VERB	get
this	DET	this
poison	NOUN	poison
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
this	DET	this
?	PUNCT	?
A	DET	a
physician	NOUN	physician
,	PUNCT	,
one	NUM	one
of	ADP	of
my	PRON	my
....	PUNCT	....
""""	PUNCT	""""
""""	PUNCT	""""
'	PUNCT	'
One	NUM	one
of	ADP	of
my	PRON	my
!	PUNCT	!
one	NUM	one
of	ADP	of
my	PRON	my
'	PUNCT	'
what	PRON	what
?	PUNCT	?
""""	PUNCT	""""
And	CCONJ	and
my	PRON	my
other	ADJ	other
self	NOUN	self
jumped	VERB	jump
up	ADP	up
suddenly	ADV	suddenly
and	CCONJ	and
yelled	VERB	yell
:	PUNCT	:
""""	PUNCT	""""
I	PRON	I
wo	AUX	will
n't	PART	not
allow	VERB	allow
it	PRON	it
!	PUNCT	!
I	PRON	I
want	VERB	want
no	DET	no
one	NOUN	one
but	SCONJ	but
me	PRON	I
....	PUNCT	....
I	PRON	I
shall	AUX	shall
kill	VERB	kill
any	DET	any
one	NOUN	one
who	PRON	who
....	PUNCT	....
Because	SCONJ	because
I	PRON	I
....	PUNCT	....
You	PRON	you
.	PUNCT	.
""""	PUNCT	""""
...	PUNCT	...
I	PRON	I
saw	VERB	see
my	PRON	my
other	ADJ	other
self	NOUN	self
grasp	VERB	grasp
her	PRON	she
rudely	ADV	rudely
with	ADP	with
his	PRON	his
hairy	ADJ	hairy
paws	NOUN	paw
,	PUNCT	,
tear	VERB	tear
the	DET	the
silk	NOUN	silk
,	PUNCT	,
and	CCONJ	and
put	VERB	put
his	PRON	his
teeth	NOUN	tooth
in	ADP	in
her	PRON	her
flesh	NOUN	flesh
!	PUNCT	!
...	PUNCT	...
I	PRON	I
remember	VERB	remember
exactly	ADV	exactly
,	PUNCT	,
his	PRON	his
teeth	NOUN	tooth
!	PUNCT	!
...	PUNCT	...
I	PRON	I
do	AUX	do
not	PART	not
remember	VERB	remember
how	SCONJ	how
,	PUNCT	,
but	CCONJ	but
I-330	NUM	i-330
slipped	VERB	slip
away	ADV	away
and	CCONJ	and
I	PRON	I
saw	VERB	see
her	PRON	she
straightened	VERB	straighten
,	PUNCT	,
her	PRON	her
head	NOUN	head
raised	VERB	raise
high	ADV	high
,	PUNCT	,
her	PRON	her
eyes	NOUN	eye
overlain	VERB	overlie
by	ADP	by
that	DET	that
cursed	ADJ	cursed
impenetrable	ADJ	impenetrable
curtain	NOUN	curtain
.	PUNCT	.
She	PRON	she
stood	VERB	stand
leaning	VERB	lean
with	ADP	with
her	PRON	her
back	NOUN	back
against	ADP	against
the	DET	the
closet	ADJ	closet
door	NOUN	door
and	CCONJ	and
listening	VERB	listen
to	ADP	to
me	PRON	I
.	PUNCT	.
I	PRON	I
remember	VERB	remember
I	PRON	I
was	AUX	be
on	ADP	on
the	DET	the
floor	NOUN	floor
;	PUNCT	;
I	PRON	I
embraced	VERB	embrace
her	PRON	her
limbs	NOUN	limb
,	PUNCT	,
kissed	VERB	kiss
her	PRON	she
knees	NOUN	knee
and	CCONJ	and
cried	VERB	cry
supplicatingly	ADV	supplicatingly
,	PUNCT	,
""""	PUNCT	""""
At	ADP	at
once	ADV	once
,	PUNCT	,
right	ADV	right
away	ADV	away
,	PUNCT	,
right	ADV	right
away	ADV	away
.	PUNCT	.
""""	PUNCT	""""
Sharp	ADJ	sharp
teeth	NOUN	tooth
....	PUNCT	....
The	DET	the
sharp	ADJ	sharp
mocking	ADJ	mocking
triangle	NOUN	triangle
of	ADP	of
the	DET	the
brows	NOUN	brow
....	PUNCT	....
She	PRON	she
bent	VERB	bend
over	ADV	over
and	CCONJ	and
in	ADP	in
silence	NOUN	silence
unbuttoned	VERB	unbutton
my	PRON	my
badge	NOUN	badge
.	PUNCT	.
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
dear	NOUN	dear
--	PUNCT	--
dear	NOUN	dear
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
began	VERB	begin
hastily	ADV	hastily
to	PART	to
remove	VERB	remove
my	PRON	my
unif	NOUN	unif
.	PUNCT	.
But	CCONJ	but
I-330	NUM	i-330
,	PUNCT	,
silent	ADJ	silent
as	ADP	as
before	ADV	before
,	PUNCT	,
lifted	VERB	lift
my	PRON	my
badge	NOUN	badge
to	ADP	to
my	PRON	my
eyes	NOUN	eye
,	PUNCT	,
showing	VERB	show
me	PRON	I
the	DET	the
clock	NOUN	clock
upon	SCONJ	upon
it	PRON	it
.	PUNCT	.
It	PRON	it
was	AUX	be
twenty	NUM	twenty
-	PUNCT	-
two	NUM	two
-	PUNCT	-
twenty	NUM	twenty
-	PUNCT	-
five	NUM	five
.	PUNCT	.
I	PRON	I
became	VERB	become
cold	ADJ	cold
.	PUNCT	.
I	PRON	I
knew	VERB	know
what	PRON	what
it	PRON	it
meant	VERB	mean
to	PART	to
be	AUX	be
out	ADP	out
in	ADP	in
the	DET	the
street	NOUN	street
after	ADP	after
twenty	NUM	twenty
-	PUNCT	-
two	NUM	two
-	PUNCT	-
thirty	NUM	thirty
.	PUNCT	.
My	PRON	my
insanity	NOUN	insanity
disappeared	VERB	disappear
at	ADP	at
once	ADV	once
.	PUNCT	.
I	PRON	I
was	AUX	be
again	ADV	again
I.	PUNCT	I.
I	PRON	I
saw	VERB	see
clearly	ADV	clearly
one	NUM	one
thing	NOUN	thing
:	PUNCT	:
I	PRON	I
hated	VERB	hate
her	PRON	she
,	PUNCT	,
hated	VERB	hate
her	PRON	she
,	PUNCT	,
hated--	PUNCT	hated--
...	PUNCT	...
Without	ADP	without
saying	VERB	say
good	INTJ	good
-	PUNCT	-
bye	INTJ	bye
,	PUNCT	,
without	ADP	without
looking	VERB	look
back	ADV	back
,	PUNCT	,
I	PRON	I
ran	VERB	run
out	ADV	out
of	ADP	of
the	DET	the
room	NOUN	room
.	PUNCT	.
Hurriedly	ADV	hurriedly
trying	VERB	try
to	PART	to
fasten	VERB	fasten
the	DET	the
badge	NOUN	badge
back	ADV	back
in	ADP	in
its	PRON	its
place	NOUN	place
,	PUNCT	,
I	PROPN	I
ran	VERB	run
down	ADP	down
the	DET	the
stairs	NOUN	stair
(	PUNCT	(
I	PRON	I
was	AUX	be
afraid	ADJ	afraid
lest	ADP	lest
some	DET	some
one	PRON	one
notice	VERB	notice
me	PRON	I
in	ADP	in
the	DET	the
elevator	NOUN	elevator
)	PUNCT	)
,	PUNCT	,
and	CCONJ	and
jumped	VERB	jump
out	ADV	out
into	ADP	into
a	DET	a
deserted	ADJ	deserted
street	NOUN	street
.	PUNCT	.
Everything	PRON	everything
was	AUX	be
in	ADP	in
its	PRON	its
place	NOUN	place
;	PUNCT	;
life	NOUN	life
so	ADV	so
simple	ADJ	simple
,	PUNCT	,
ordinary	ADJ	ordinary
,	PUNCT	,
orderly	ADJ	orderly
.	PUNCT	.
Glittering	ADJ	glittering
glass	NOUN	glass
houses	NOUN	house
,	PUNCT	,
pale	ADJ	pale
glass	NOUN	glass
sky	NOUN	sky
,	PUNCT	,
a	DET	a
greenish	ADJ	greenish
,	PUNCT	,
motionless	ADJ	motionless
night	NOUN	night
.	PUNCT	.
But	CCONJ	but
under	ADP	under
that	DET	that
cool	ADJ	cool
glass	NOUN	glass
something	PRON	something
wild	ADJ	wild
,	PUNCT	,
something	PRON	something
red	ADJ	red
and	CCONJ	and
hairy	ADJ	hairy
,	PUNCT	,
was	AUX	be
silently	ADV	silently
seething	VERB	seethe
.	PUNCT	.
I	PRON	I
was	AUX	be
gasping	VERB	gasp
for	ADP	for
breath	NOUN	breath
but	CCONJ	but
I	PRON	I
continued	VERB	continue
to	PART	to
run	VERB	run
,	PUNCT	,
so	SCONJ	so
as	ADP	as
not	PART	not
to	PART	to
be	AUX	be
late	ADJ	late
.	PUNCT	.
Suddenly	ADV	suddenly
I	PRON	I
felt	VERB	feel
that	SCONJ	that
my	PRON	my
badge	NOUN	badge
which	DET	which
I	PRON	I
had	AUX	have
hurriedly	ADV	hurriedly
pinned	VERB	pin
on	ADP	on
,	PUNCT	,
was	AUX	be
detaching	VERB	detach
itself	PRON	itself
;	PUNCT	;
it	PRON	it
came	VERB	come
off	ADP	off
and	CCONJ	and
fell	VERB	fall
to	ADP	to
the	DET	the
sidewalk	NOUN	sidewalk
.	PUNCT	.
I	PRON	I
bent	VERB	bend
over	ADV	over
to	PART	to
pick	VERB	pick
it	PRON	it
up	ADP	up
and	CCONJ	and
in	ADP	in
the	DET	the
momentary	ADJ	momentary
silence	NOUN	silence
I	PRON	I
heard	VERB	hear
somebody	PRON	somebody
's	PART	's
steps	NOUN	step
.	PUNCT	.
I	PRON	I
turned	VERB	turn
.	PUNCT	.
Someone	PRON	someone
small	ADJ	small
and	CCONJ	and
hunched	ADJ	hunched
was	AUX	be
disappearing	VERB	disappear
around	ADP	around
the	DET	the
corner	NOUN	corner
.	PUNCT	.
At	ADP	at
least	ADJ	least
so	ADV	so
it	PRON	it
seemed	VERB	seem
.	PUNCT	.
I	PRON	I
started	VERB	start
to	PART	to
run	VERB	run
as	ADV	as
fast	ADV	fast
as	ADP	as
I	PRON	I
could	AUX	could
.	PUNCT	.
The	DET	the
wind	NOUN	wind
whistled	VERB	whistle
in	ADP	in
my	PRON	my
ears	NOUN	ear
.	PUNCT	.
At	ADP	at
the	DET	the
entrance	NOUN	entrance
of	ADP	of
my	PRON	my
house	NOUN	house
I	PRON	I
stopped	VERB	stop
and	CCONJ	and
looked	VERB	look
at	ADP	at
the	DET	the
clock	NOUN	clock
;	PUNCT	;
one	NUM	one
minute	NOUN	minute
to	ADP	to
twenty	NUM	twenty
-	PUNCT	-
two	NUM	two
-	PUNCT	-
thirty	NUM	thirty
!	PUNCT	!
I	PRON	I
listened	VERB	listen
;	PUNCT	;
nobody	PRON	nobody
behind	ADV	behind
.	PUNCT	.
It	PRON	it
was	AUX	be
my	PRON	my
foolish	ADJ	foolish
imagination	NOUN	imagination
,	PUNCT	,
the	DET	the
effect	NOUN	effect
of	ADP	of
the	DET	the
poison	NOUN	poison
.	PUNCT	.
The	DET	the
night	NOUN	night
was	AUX	be
full	ADJ	full
of	ADP	of
torture	NOUN	torture
.	PUNCT	.
My	PRON	my
bed	NOUN	bed
seemed	VERB	seem
to	PART	to
lift	VERB	lift
itself	PRON	itself
under	ADP	under
me	PRON	I
,	PUNCT	,
then	ADV	then
to	PART	to
fall	VERB	fall
again	ADV	again
,	PUNCT	,
then	ADV	then
up	ADV	up
again	ADV	again
!	PUNCT	!
I	PRON	I
used	VERB	use
autosuggestion	NOUN	autosuggestion
:	PUNCT	:
""""	PUNCT	""""
At	ADP	at
night	NOUN	night
all	DET	all
the	DET	the
Numbers	NOUN	number
must	AUX	must
sleep	VERB	sleep
;	PUNCT	;
sleeping	VERB	sleep
at	ADP	at
night	NOUN	night
is	AUX	be
a	DET	a
duty	NOUN	duty
just	ADV	just
like	ADP	like
working	VERB	work
during	ADP	during
the	DET	the
day	NOUN	day
.	PUNCT	.
To	PART	to
sleep	VERB	sleep
at	ADP	at
night	NOUN	night
is	AUX	be
necessary	ADJ	necessary
for	ADP	for
the	DET	the
next	ADJ	next
day	NOUN	day
's	PART	's
work	NOUN	work
.	PUNCT	.
Not	PART	not
to	PART	to
sleep	VERB	sleep
at	ADP	at
night	NOUN	night
is	AUX	be
criminal	ADJ	criminal
.	PUNCT	.
""""	PUNCT	""""
Yet	CCONJ	yet
I	PRON	I
could	AUX	could
not	PART	not
sleep	VERB	sleep
--	PUNCT	--
I	PRON	I
could	AUX	could
not	PART	not
.	PUNCT	.
I	PRON	I
was	AUX	be
perishing	VERB	perish
!	PUNCT	!
I	PRON	I
was	AUX	be
unable	ADJ	unable
to	PART	to
fulfill	VERB	fulfill
my	PRON	my
duties	NOUN	duty
to	ADP	to
the	DET	the
United	PROPN	United
State	PROPN	State
!	PUNCT	!
I	PRON	I
....	PUNCT	....
RECORD	NOUN	record
ELEVEN	NUM	eleven
No	INTJ	no
,	PUNCT	,
I	PRON	I
Ca	AUX	can
n't	PART	not
;	PUNCT	;
Let	VERB	let
It	PRON	it
Be	AUX	be
without	ADP	without
Headings	NOUN	heading
!	PUNCT	!
Evening	NOUN	evening
.	PUNCT	.
It	PRON	it
is	AUX	be
somewhat	ADV	somewhat
foggy	ADJ	foggy
.	PUNCT	.
The	DET	the
sky	NOUN	sky
is	AUX	be
covered	VERB	cover
with	ADP	with
a	DET	a
milky	ADJ	milky
-	PUNCT	-
golden	ADJ	golden
tissue	NOUN	tissue
,	PUNCT	,
and	CCONJ	and
one	PRON	one
can	AUX	can
not	PART	not
see	VERB	see
what	PRON	what
is	AUX	be
there	ADV	there
,	PUNCT	,
beyond	ADV	beyond
,	PUNCT	,
on	ADP	on
the	DET	the
heights	NOUN	height
.	PUNCT	.
The	DET	the
ancients	NOUN	ancient
""""	PUNCT	""""
knew	VERB	know
""""	PUNCT	""""
that	SCONJ	that
the	DET	the
greatest	ADJ	great
,	PUNCT	,
bored	NOUN	bored
