WAY	NOUN	way
and	CCONJ	and
yet	ADV	yet
it	PRON	it
was	AUX	be
not	PART	not
a	DET	a
wholly	ADV	wholly
unfamiliar	ADJ	unfamiliar
thing	NOUN	thing
,	PUNCT	,
after	ADV	after
all	ADV	all
.	PUNCT	.
Once	ADV	once
before	ADV	before
something	PRON	something
like	ADP	like
it	PRON	it
had	AUX	have
happened	VERB	happen
.	PUNCT	.
Something	PRON	something
,	PUNCT	,
different	ADJ	different
,	PUNCT	,
but	CCONJ	but
at	ADP	at
the	DET	the
time	NOUN	time
heart	NOUN	heart
-	PUNCT	-
breakingly	ADV	breakingly
new	ADJ	new
.	PUNCT	.
It	PRON	it
was	AUX	be
when	SCONJ	when
he	PRON	he
first	ADV	first
felt	VERB	feel
the	DET	the
wings	NOUN	wing
thrust	VERB	thrust
out	ADP	out
upon	SCONJ	upon
his	PRON	his
shoulders	NOUN	shoulder
.	PUNCT	.
When	SCONJ	when
he	PRON	he
first	ADV	first
felt	VERB	feel
the	DET	the
change	NOUN	change
within	ADP	within
himself	PRON	himself
that	PRON	that
cut	VERB	cut
him	PRON	he
off	ADP	off
from	ADP	from
mankind	NOUN	mankind
.	PUNCT	.
“	PUNCT	""""
Am	AUX	be
I	PRON	I
changing	VERB	change
again	ADV	again
?	PUNCT	?
”	PUNCT	""""
he	PRON	he
asked	VERB	ask
himself	PRON	himself
fiercely	ADV	fiercely
.	PUNCT	.
“	PUNCT	""""
Is	AUX	be
n't	PART	not
the	DET	the
mutation	NOUN	mutation
over	ADV	over
yet	ADV	yet
?	PUNCT	?
I	PRON	I
wo	AUX	will
n't	PART	not
change	VERB	change
!	PUNCT	!
I	PRON	I
belong	VERB	belong
here	ADV	here
now	ADV	now
—	PUNCT	—
I	PRON	I
wo	AUX	will
n't	PART	not
let	VERB	let
anything	PRON	anything
spoil	VERB	spoil
that	DET	that
!	PUNCT	!
”	PUNCT	""""
The	DET	the
feeling	NOUN	feeling
was	AUX	be
gone	VERB	go
.	PUNCT	.
He	PRON	he
could	AUX	could
not	PART	not
remember	VERB	remember
even	ADV	even
now	ADV	now
what	PRON	what
it	PRON	it
had	AUX	have
been	AUX	be
actually	ADV	actually
like	ADP	like
.	PUNCT	.
He	PRON	he
would	AUX	would
not	PART	not
change	VERB	change
!	PUNCT	!
He	PRON	he
would	AUX	would
fight	VERB	fight
change	NOUN	change
while	SCONJ	while
breath	NOUN	breath
remained	VERB	remain
in	ADP	in
him	PRON	he
.	PUNCT	.
Whatever	DET	whatever
strange	ADJ	strange
new	ADJ	new
mutation	NOUN	mutation
struggled	VERB	struggle
now	ADV	now
for	ADP	for
being	AUX	be
in	ADP	in
his	PRON	his
mysterious	ADJ	mysterious
flesh	NOUN	flesh
he	PRON	he
would	AUX	would
strangle	VERB	strangle
before	ADP	before
he	PRON	he
let	VERB	let
it	PRON	it
come	VERB	come
between	ADP	between
him	PRON	he
and	CCONJ	and
these	DET	these
people	NOUN	people
with	ADP	with
wings	NOUN	wing
.	PUNCT	.
It	PRON	it
had	AUX	have
gone	VERB	go
,	PUNCT	,
now	ADV	now
.	PUNCT	.
He	PRON	he
would	AUX	would
forget	VERB	forget
it	PRON	it
.	PUNCT	.
It	PRON	it
should	AUX	should
be	AUX	be
as	ADP	as
if	SCONJ	if
it	PRON	it
had	AUX	have
never	ADV	never
happened	VERB	happen
.	PUNCT	.
CHAPTER	NOUN	chapter
III	NUM	iii
_	PUNCT	_
Gathering	VERB	gather
Danger	NOUN	danger
_	PUNCT	_
Sunlight	NOUN	sunlight
winked	VERB	wink
from	ADP	from
the	DET	the
diamond	NOUN	diamond
-	PUNCT	-
paned	VERB	pan
windows	NOUN	window
of	ADP	of
the	DET	the
village	NOUN	village
.	PUNCT	.
They	PRON	they
circled	VERB	circle
above	ADP	above
the	DET	the
rooftops	NOUN	rooftop
and	CCONJ	and
came	VERB	come
in	ADP	in
against	ADP	against
the	DET	the
wind	NOUN	wind
for	ADP	for
a	DET	a
landing	NOUN	landing
on	ADP	on
the	DET	the
high	ADJ	high
,	PUNCT	,
flat	ADJ	flat
roof	NOUN	roof
of	ADP	of
the	DET	the
central	ADJ	central
building	NOUN	building
,	PUNCT	,
its	PRON	its
open	ADJ	open
square	NOUN	square
paved	VERB	pave
with	ADP	with
tiles	NOUN	tile
painted	VERB	paint
in	ADP	in
bright	ADJ	bright
,	PUNCT	,
crude	ADJ	crude
pictures	NOUN	picture
of	ADP	of
flying	VERB	fly
men	NOUN	man
and	CCONJ	and
women	NOUN	woman
.	PUNCT	.
From	ADP	from
above	ADV	above
Kern	PROPN	Kern
could	AUX	could
see	VERB	see
the	DET	the
cobbled	ADJ	cobbled
streets	NOUN	street
winding	VERB	wind
narrowly	ADV	narrowly
past	ADP	past
overhanging	VERB	overhang
eaves	NOUN	eave
,	PUNCT	,
little	ADJ	little
stone	NOUN	stone
bridges	NOUN	bridge
arching	VERB	arch
the	DET	the
stream	NOUN	stream
that	PRON	that
gushed	VERB	gush
rapidly	ADV	rapidly
down	ADP	down
through	ADP	through
the	DET	the
village	NOUN	village
.	PUNCT	.
Flowers	NOUN	flower
were	AUX	be
bright	ADJ	bright
in	ADP	in
narrow	ADJ	narrow
,	PUNCT	,
ordered	ADJ	ordered
bands	NOUN	band
around	ADP	around
the	DET	the
houses	NOUN	house
.	PUNCT	.
There	PRON	there
were	AUX	be
steep	ADJ	steep
streets	NOUN	street
that	PRON	that
rose	VERB	rise
in	ADP	in
steps	NOUN	step
around	ADP	around
the	DET	the
curves	NOUN	curve
of	ADP	of
the	DET	the
hill	NOUN	hill
upon	SCONJ	upon
which	DET	which
the	DET	the
town	NOUN	town
was	AUX	be
based	VERB	base
.	PUNCT	.
The	DET	the
roofs	NOUN	roof
were	AUX	be
steeply	ADV	steeply
pitched	VERB	pitch
,	PUNCT	,
arguing	VERB	argue
a	DET	a
heavy	ADJ	heavy
snowfall	NOUN	snowfall
in	ADP	in
winter	NOUN	winter
,	PUNCT	,
but	CCONJ	but
each	DET	each
of	ADP	of
them	PRON	they
had	AUX	have
a	DET	a
landing	NOUN	landing
area	NOUN	area
on	ADP	on
the	DET	the
highest	ADJ	high
part	NOUN	part
of	ADP	of
the	DET	the
house	NOUN	house
,	PUNCT	,
usually	ADV	usually
facing	VERB	face
a	DET	a
low	ADJ	low
door	NOUN	door
let	VERB	let
into	ADP	into
a	DET	a
gable	NOUN	gable
.	PUNCT	.
And	CCONJ	and
Kern	PROPN	Kern
's	PART	's
last	ADJ	last
doubt	VERB	doubt
departed	VERB	depart
.	PUNCT	.
This	DET	this
was	AUX	be
indeed	ADV	indeed
a	DET	a
village	NOUN	village
of	ADP	of
flying	VERB	fly
people	NOUN	people
.	PUNCT	.
He	PRON	he
had	AUX	have
come	VERB	come
into	ADP	into
his	PRON	his
own	ADJ	own
world	NOUN	world
at	ADP	at
last	ADJ	last
.	PUNCT	.
His	PRON	his
content	NOUN	content
lasted	VERB	last
about	ADP	about
five	NUM	five
minutes	NOUN	minute
.	PUNCT	.
Then	ADV	then
they	PRON	they
came	VERB	come
down	ADV	down
upon	SCONJ	upon
the	DET	the
brightly	ADV	brightly
tiled	VERB	tile
landing	NOUN	landing
-	PUNCT	-
roof	NOUN	roof
of	ADP	of
what	PRON	what
was	AUX	be
probably	ADV	probably
the	DET	the
townhall	NOUN	townhall
,	PUNCT	,
and	CCONJ	and
Kern	PROPN	Kern
,	PUNCT	,
already	ADV	already
fluttering	VERB	flutter
his	PRON	his
wings	NOUN	wing
for	ADP	for
a	DET	a
landing	NOUN	landing
,	PUNCT	,
saw	VERB	see
something	PRON	something
that	PRON	that
made	VERB	make
him	PRON	he
instinctively	ADV	instinctively
tighten	VERB	tighten
the	DET	the
chest	NOUN	chest
-	PUNCT	-
muscles	NOUN	muscle
that	PRON	that
controlled	VERB	control
his	PRON	his
wings	NOUN	wing
so	SCONJ	so
that	SCONJ	that
they	PRON	they
stiffened	VERB	stiffen
into	ADP	into
broad	ADJ	broad
pinions	NOUN	pinion
again	ADV	again
.	PUNCT	.
He	PRON	he
soared	VERB	soar
and	CCONJ	and
made	VERB	make
a	DET	a
second	ADJ	second
circle	NOUN	circle
about	ADP	about
the	DET	the
rooftop	NOUN	rooftop
.	PUNCT	.
The	DET	the
girl	NOUN	girl
had	AUX	have
reversed	VERB	reverse
herself	PRON	herself
and	CCONJ	and
was	AUX	be
reaching	VERB	reach
with	ADP	with
one	NUM	one
foot	NOUN	foot
for	ADP	for
a	DET	a
landing	NOUN	landing
when	SCONJ	when
she	PRON	she
saw	VERB	see
what	PRON	what
had	AUX	have
startled	VERB	startle
him	PRON	he
.	PUNCT	.
She	PRON	she
laughed	VERB	laugh
and	CCONJ	and
looked	VERB	look
up	ADV	up
,	PUNCT	,
beckoning	VERB	beckon
through	ADP	through
the	DET	the
cloud	NOUN	cloud
of	ADP	of
her	PRON	her
settling	VERB	settle
hair	NOUN	hair
.	PUNCT	.
Kern	PROPN	Kern
made	VERB	make
a	DET	a
third	ADJ	third
circle	NOUN	circle
,	PUNCT	,
fighting	VERB	fight
the	DET	the
updraft	NOUN	updraft
among	ADP	among
the	DET	the
houses	NOUN	house
while	SCONJ	while
he	PRON	he
looked	VERB	look
down	ADP	down
dubiously	ADV	dubiously
at	ADP	at
the	DET	the
two	NUM	two
dead	ADJ	dead
men	NOUN	man
sprawled	VERB	sprawl
upon	SCONJ	upon
the	DET	the
roof	NOUN	roof
.	PUNCT	.
Both	DET	both
were	AUX	be
young	ADJ	young
and	CCONJ	and
both	DET	both
were	AUX	be
winged	ADJ	winged
.	PUNCT	.
The	DET	the
girl	NOUN	girl
walked	VERB	walk
delicately	ADV	delicately
by	ADP	by
them	PRON	they
as	ADP	as
if	SCONJ	if
they	PRON	they
were	AUX	be
not	PART	not
there	ADV	there
,	PUNCT	,
settling	VERB	settle
her	PRON	her
wings	NOUN	wing
precisely	ADV	precisely
.	PUNCT	.
She	PRON	she
stepped	VERB	step
over	ADP	over
the	DET	the
pool	NOUN	pool
of	ADP	of
blood	NOUN	blood
,	PUNCT	,
still	ADV	still
liquid	ADJ	liquid
,	PUNCT	,
that	PRON	that
ran	VERB	run
from	ADP	from
a	DET	a
wound	NOUN	wound
in	ADP	in
the	DET	the
nearer	NOUN	nearer
man	NOUN	man
's	PART	's
neck	NOUN	neck
,	PUNCT	,
streaked	VERB	streak
across	ADP	across
the	DET	the
width	NOUN	width
of	ADP	of
his	PRON	his
quiet	ADJ	quiet
pinion	NOUN	pinion
,	PUNCT	,
and	CCONJ	and
that	PRON	that
puddled	VERB	puddle
the	DET	the
brilliant	ADJ	brilliant
tiles	NOUN	tile
with	ADP	with
a	DET	a
color	NOUN	color
of	ADP	of
even	ADV	even
brighter	ADJ	bright
hue	NOUN	hue
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
measured	ADJ	measured
beating	NOUN	beating
of	ADP	of
the	DET	the
air	NOUN	air
above	ADP	above
Kern	PROPN	Kern
,	PUNCT	,
and	CCONJ	and
he	PRON	he
looked	VERB	look
up	ADP	up
to	PART	to
see	VERB	see
the	DET	the
hunchback	NOUN	hunchback
hovering	VERB	hover
on	ADP	on
silky	ADJ	silky
red	ADJ	red
wings	NOUN	wing
above	ADP	above
him	PRON	he
.	PUNCT	.
Sunlight	NOUN	sunlight
flashed	VERB	flash
on	ADP	on
a	DET	a
bared	ADJ	bared
knife	NOUN	knife
-	PUNCT	-
blade	NOUN	blade
.	PUNCT	.
Gerd	PROPN	Gerd
gestured	VERB	gesture
down	ADV	down
.	PUNCT	.
And	CCONJ	and
there	PRON	there
was	AUX	be
something	PRON	something
about	ADP	about
his	PRON	his
poise	NOUN	poise
in	ADP	in
the	DET	the
air	NOUN	air
,	PUNCT	,
the	DET	the
way	NOUN	way
he	PRON	he
handled	VERB	handle
his	PRON	his
muscular	ADJ	muscular
,	PUNCT	,
twisted	ADJ	twisted
body	NOUN	body
,	PUNCT	,
that	PRON	that
warned	VERB	warn
Kern	PROPN	Kern
not	PART	not
to	PART	to
precipitate	VERB	precipitate
a	DET	a
struggle	NOUN	struggle
.	PUNCT	.
It	PRON	it
occurred	VERB	occur
to	ADP	to
him	PRON	he
for	ADP	for
the	DET	the
first	ADJ	first
time	NOUN	time
that	SCONJ	that
fighting	VERB	fight
in	ADP	in
midair	NOUN	midair
must	AUX	must
be	AUX	be
an	DET	an
art	NOUN	art
requiring	VERB	require
skills	NOUN	skill
he	PRON	he
had	AUX	have
never	ADV	never
learned	VERB	learn
—	PUNCT	—
yet	ADV	yet
.	PUNCT	.
Gingerly	ADV	gingerly
he	PRON	he
circled	VERB	circle
again	ADV	again
and	CCONJ	and
came	VERB	come
down	ADV	down
very	ADV	very
lightly	ADV	lightly
at	ADP	at
the	DET	the
edge	NOUN	edge
of	ADP	of
the	DET	the
roof	NOUN	roof
,	PUNCT	,
holding	VERB	hold
his	PRON	his
wings	NOUN	wing
half	ADV	half
-	PUNCT	-
open	ADJ	open
until	ADP	until
he	PRON	he
was	AUX	be
sure	ADJ	sure
of	ADP	of
his	PRON	his
footing	NOUN	footing
.	PUNCT	.
The	DET	the
girl	NOUN	girl
was	AUX	be
waiting	VERB	wait
for	ADP	for
him	PRON	he
.	PUNCT	.
She	PRON	she
smiled	VERB	smile
,	PUNCT	,
her	PRON	her
blue	ADJ	blue
glance	NOUN	glance
flicking	VERB	flick
the	DET	the
dead	NOUN	dead
men	NOUN	man
.	PUNCT	.
Then	ADV	then
she	PRON	she
slapped	VERB	slap
her	PRON	her
own	ADJ	own
dagger	NOUN	dagger
significantly	ADV	significantly
,	PUNCT	,
glanced	VERB	glance
at	ADP	at
the	DET	the
bodies	NOUN	body
and	CCONJ	and
back	ADV	back
at	ADP	at
Kern	PROPN	Kern
,	PUNCT	,
and	CCONJ	and
with	ADP	with
a	DET	a
careless	ADJ	careless
beckoning	VERB	beckon
motion	NOUN	motion
turned	VERB	turn
to	PART	to
enter	VERB	enter
the	DET	the
roof	NOUN	roof
door	NOUN	door
.	PUNCT	.
A	DET	a
little	ADJ	little
dazed	ADJ	dazed
,	PUNCT	,
Kern	PROPN	Kern
followed	VERB	follow
.	PUNCT	.
Did	AUX	do
she	PRON	she
mean	VERB	mean
she	PRON	she
herself	PRON	herself
had	AUX	have
killed	VERB	kill
them	PRON	they
?	PUNCT	?
What	PRON	what
extraordinary	ADJ	extraordinary
sort	NOUN	sort
of	ADP	of
culture	NOUN	culture
had	AUX	have
he	PRON	he
found	VERB	find
ready	ADV	ready
-	PUNCT	-
made	VERB	make
for	ADP	for
him	PRON	he
here	ADV	here
?	PUNCT	?
The	DET	the
first	ADJ	first
doubts	NOUN	doubt
stirring	VERB	stir
in	ADP	in
his	PRON	his
mind	NOUN	mind
,	PUNCT	,
he	PRON	he
stooped	VERB	stoop
his	PRON	his
wings	NOUN	wing
under	ADP	under
the	DET	the
door	NOUN	door
-	PUNCT	-
frame	NOUN	frame
and	CCONJ	and
groped	VERB	grope
down	ADP	down
a	DET	a
narrow	ADJ	narrow
,	PUNCT	,
curving	VERB	curve
stairway	NOUN	stairway
behind	ADP	behind
the	DET	the
floating	VERB	float
hair	NOUN	hair
of	ADP	of
his	PRON	his
guide	NOUN	guide
.	PUNCT	.
Behind	ADP	behind
him	PRON	he
he	PRON	he
heard	VERB	hear
Gerd	PROPN	Gerd
's	PART	's
feet	NOUN	foot
thump	VERB	thump
uncompromisingly	ADV	uncompromisingly
from	ADP	from
step	NOUN	step
to	ADP	to
step	NOUN	step
.	PUNCT	.
Voices	NOUN	voice
came	VERB	come
up	ADP	up
the	DET	the
stair	NOUN	stair
-	PUNCT	-
well	NOUN	well
as	ADP	as
they	PRON	they
descended	VERB	descend
.	PUNCT	.
At	ADP	at
the	DET	the
bottom	NOUN	bottom
of	ADP	of
the	DET	the
flight	NOUN	flight
Kern	PROPN	Kern
followed	VERB	follow
the	DET	the
girl	NOUN	girl
into	ADP	into
a	DET	a
big	ADJ	big
stone	NOUN	stone
-	PUNCT	-
paved	VERB	pave
room	NOUN	room
,	PUNCT	,
low	ADV	low
-	PUNCT	-
ceilinged	ADJ	ceilinged
,	PUNCT	,
smoky	ADJ	smoky
from	ADP	from
the	DET	the
fire	NOUN	fire
that	PRON	that
blazed	VERB	blaze
in	ADP	in
a	DET	a
huge	ADJ	huge
cavern	NOUN	cavern
of	ADP	of
whitewashed	ADJ	whitewashed
brick	NOUN	brick
at	ADP	at
one	NUM	one
end	NOUN	end
of	ADP	of
the	DET	the
roof	NOUN	roof
.	PUNCT	.
The	DET	the
room	NOUN	room
was	AUX	be
full	ADJ	full
of	ADP	of
the	DET	the
living	ADJ	living
and	CCONJ	and
the	DET	the
dead	ADJ	dead
.	PUNCT	.
Bewildered	ADJ	bewildered
.	PUNCT	.
Kern	PROPN	Kern
glanced	VERB	glance
about	ADV	about
at	ADP	at
the	DET	the
winged	ADJ	winged
bodies	NOUN	body
which	DET	which
had	AUX	have
obviously	ADV	obviously
been	AUX	be
dragged	VERB	drag
carelessly	ADV	carelessly
out	ADP	out
of	ADP	of
the	DET	the
center	NOUN	center
of	ADP	of
the	DET	the
room	NOUN	room
and	CCONJ	and
heaped	VERB	heap
against	ADP	against
the	DET	the
walls	NOUN	wall
.	PUNCT	.
Blood	NOUN	blood
lay	VERB	lie
in	ADP	in
coagulating	VERB	coagulate
pools	NOUN	pool
here	ADV	here
and	CCONJ	and
there	ADV	there
on	ADP	on
the	DET	the
flags	NOUN	flag
.	PUNCT	.
The	DET	the
men	NOUN	man
about	ADP	about
the	DET	the
fireplace	NOUN	fireplace
seemed	VERB	seem
to	PART	to
be	AUX	be
debating	VERB	debate
something	PRON	something
in	ADP	in
loud	ADJ	loud
voices	NOUN	voice
.	PUNCT	.
They	PRON	they
looked	VERB	look
up	ADV	up
sharply	ADV	sharply
as	ADP	as
the	DET	the
girl	NOUN	girl
entered	VERB	enter
.	PUNCT	.
Then	ADV	then
there	PRON	there
was	AUX	be
a	DET	a
clattering	VERB	clatter
rush	NOUN	rush
and	CCONJ	and
a	NOUN	a
clamor	NOUN	clamor
of	ADP	of
guttural	ADJ	guttural
voices	NOUN	voice
as	ADP	as
they	PRON	they
hurried	VERB	hurry
to	PART	to
greet	VERB	greet
her	PRON	she
.	PUNCT	.
Kern	PROPN	Kern
made	VERB	make
out	ADP	out
one	NUM	one
word	NOUN	word
among	ADP	among
their	PRON	their
sentences	NOUN	sentence
that	PRON	that
seemed	VERB	seem
to	PART	to
be	AUX	be
her	PRON	her
name	NOUN	name
.	PUNCT	.
“	PUNCT	""""
Elje	PROPN	Elje
—	PUNCT	—
Elje	PROPN	Elje
!	PUNCT	!
”	PUNCT	""""
Their	PRON	their
voices	NOUN	voice
echoed	VERB	echo
under	ADP	under
the	DET	the
low	ADJ	low
ceiling	NOUN	ceiling
,	PUNCT	,
their	PRON	their
wings	NOUN	wing
made	VERB	make
a	DET	a
rustle	NOUN	rustle
and	CCONJ	and
soft	ADJ	soft
clatter	NOUN	clatter
as	ADP	as
they	PRON	they
shouldered	VERB	shoulder
together	ADV	together
around	ADP	around
her	PRON	she
.	PUNCT	.
If	SCONJ	if
it	PRON	it
had	AUX	have
not	PART	not
been	AUX	be
for	ADP	for
the	DET	the
unconsidered	ADJ	unconsidered
dead	ADJ	dead
at	ADP	at
their	PRON	their
feet	NOUN	foot
,	PUNCT	,
Kern	PROPN	Kern
would	AUX	would
have	AUX	have
been	AUX	be
happy	ADJ	happy
without	ADP	without
reservation	NOUN	reservation
,	PUNCT	,
knowing	VERB	know
at	ADP	at
last	ADV	last
beyond	ADP	beyond
any	DET	any
doubt	NOUN	doubt
that	SCONJ	that
this	DET	this
was	AUX	be
a	DET	a
world	NOUN	world
of	ADP	of
the	DET	the
winged	ADJ	winged
.	PUNCT	.
They	PRON	they
were	AUX	be
talking	VERB	talk
about	ADP	about
him	PRON	he
,	PUNCT	,
obviously	ADV	obviously
.	PUNCT	.
Elje	PROPN	Elje
,	PUNCT	,
braiding	VERB	braid
her	PRON	her
disordered	ADJ	disordered
hair	NOUN	hair
,	PUNCT	,
spoke	VERB	speak
rapidly	ADV	rapidly
and	CCONJ	and
glanced	VERB	glance
from	ADP	from
Kern	PROPN	Kern
to	ADP	to
her	PRON	her
companions	NOUN	companion
and	CCONJ	and
back	ADV	back
again	ADV	again
.	PUNCT	.
Kern	PROPN	Kern
did	AUX	do
not	PART	not
wholly	ADV	wholly
like	VERB	like
the	DET	the
looks	NOUN	look
of	ADP	of
the	DET	the
men	NOUN	man
.	PUNCT	.
Without	ADP	without
wings	NOUN	wing
,	PUNCT	,
they	PRON	they
would	AUX	would
have	AUX	have
seemed	VERB	seem
an	DET	an
undisciplined	ADJ	undisciplined
,	PUNCT	,
violent	ADJ	violent
group	NOUN	group
.	PUNCT	.
Their	PRON	their
faces	NOUN	face
were	AUX	be
scarred	ADJ	scarred
and	CCONJ	and
weather	NOUN	weather
-	PUNCT	-
beaten	VERB	beat
.	PUNCT	.
All	DET	all
of	ADP	of
them	PRON	they
wore	VERB	wear
knives	NOUN	knife
,	PUNCT	,
and	CCONJ	and
they	PRON	they
had	AUX	have
clearly	ADV	clearly
been	AUX	be
in	ADP	in
a	DET	a
hard	ADJ	hard
fight	NOUN	fight
within	ADP	within
the	DET	the
last	ADJ	last
few	ADJ	few
hours	NOUN	hour
.	PUNCT	.
Among	ADP	among
the	DET	the
dead	ADJ	dead
on	ADP	on
the	DET	the
floor	NOUN	floor
there	PRON	there
were	AUX	be
men	NOUN	man
without	ADP	without
wings	NOUN	wing
.	PUNCT	.
There	PRON	there
were	AUX	be
also	ADV	also
,	PUNCT	,
he	PRON	he
saw	VERB	see
now	ADV	now
,	PUNCT	,
a	DET	a
few	ADJ	few
women	NOUN	woman
,	PUNCT	,
some	DET	some
winged	ADJ	winged
,	PUNCT	,
some	DET	some
not	PART	not
.	PUNCT	.
Two	NUM	two
races	NOUN	race
?	PUNCT	?
Somehow	ADV	somehow
he	PRON	he
surmised	VERB	surmise
that	DET	that
was	AUX	be
not	PART	not
true	ADJ	true
;	PUNCT	;
there	PRON	there
was	AUX	be
a	DET	a
subtle	ADJ	subtle
likeness	NOUN	likeness
among	ADP	among
them	PRON	they
all	DET	all
,	PUNCT	,
the	DET	the
wingless	ADJ	wingless
and	CCONJ	and
the	DET	the
winged	ADJ	winged
,	PUNCT	,
that	PRON	that
marked	VERB	mark
them	PRON	they
of	ADP	of
the	DET	the
same	ADJ	same
racial	NOUN	racial
stock	NOUN	stock
.	PUNCT	.
Presently	ADV	presently
he	PRON	he
began	VERB	begin
to	PART	to
notice	VERB	notice
that	SCONJ	that
the	DET	the
unwinged	ADJ	unwinged
were	AUX	be
all	DET	all
either	DET	either
elderly	ADJ	elderly
or	CCONJ	or
adolescent	ADJ	adolescent
.	PUNCT	.
He	PRON	he
remembered	VERB	remember
that	SCONJ	that
his	PRON	his
own	ADJ	own
wings	NOUN	wing
had	AUX	have
not	PART	not
begun	VERB	begin
to	PART	to
grow	VERB	grow
until	ADP	until
he	PRON	he
was	AUX	be
past	ADP	past
eighteen	NUM	eighteen
.	PUNCT	.
Was	AUX	be
it	PRON	it
only	ADV	only
in	ADP	in
their	PRON	their
prime	NOUN	prime
that	SCONJ	that
this	DET	this
race	NOUN	race
could	AUX	could
fly	VERB	fly
?	PUNCT	?
And	CCONJ	and
would	AUX	would
he	PRON	he
,	PUNCT	,
with	ADP	with
advancing	VERB	advance
years	NOUN	year
,	PUNCT	,
lose	VERB	lose
again	ADV	again
this	DET	this
glorious	ADJ	glorious
attribute	NOUN	attribute
he	PRON	he
had	AUX	have
only	ADV	only
now	ADV	now
begun	VERB	begin
to	PART	to
enjoy	VERB	enjoy
?	PUNCT	?
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
The	DET	the
thought	NOUN	thought
damped	VERB	damp
that	DET	that
surge	NOUN	surge
of	ADP	of
exultation	NOUN	exultation
which	DET	which
still	ADV	still
flooded	VERB	flood
his	PRON	his
mind	NOUN	mind
beneath	ADP	beneath
the	DET	the
surface	NOUN	surface
bewilderment	NOUN	bewilderment
.	PUNCT	.
And	CCONJ	and
then	ADV	then
he	PRON	he
grinned	VERB	grin
wryly	ADV	wryly
to	ADP	to
himself	PRON	himself
,	PUNCT	,
thinking	VERB	think
:	PUNCT	:
“	PUNCT	""""
Maybe	ADV	maybe
it	PRON	it
wo	AUX	will
n't	PART	not
happen	VERB	happen
.	PUNCT	.
Maybe	ADV	maybe
I	PRON	I
wo	AUX	will
n't	PART	not
live	VERB	live
that	ADV	that
long	ADV	long
!	PUNCT	!
”	PUNCT	""""
For	ADP	for
the	DET	the
looks	NOUN	look
of	ADP	of
the	DET	the
grim	ADJ	grim
men	NOUN	man
around	ADP	around
him	PRON	he
were	AUX	be
not	PART	not
encouraging	ADJ	encouraging
.	PUNCT	.
If	SCONJ	if
he	PRON	he
had	AUX	have
guessed	VERB	guess
right	ADV	right
about	ADP	about
a	DET	a
universal	ADJ	universal
language	NOUN	language
in	ADP	in
this	DET	this
world	NOUN	world
,	PUNCT	,
it	PRON	it
was	AUX	be
not	PART	not
strange	ADJ	strange
that	SCONJ	that
his	PRON	his
ignorance	NOUN	ignorance
of	ADP	of
it	PRON	it
gave	VERB	give
them	PRON	they
room	NOUN	room
for	ADP	for
suspicion	NOUN	suspicion
.	PUNCT	.
And	CCONJ	and
in	ADP	in
a	DET	a
village	NOUN	village
where	SCONJ	where
life	NOUN	life
was	AUX	be
held	VERB	hold
as	ADV	as
cheaply	ADV	cheaply
as	ADP	as
it	PRON	it
was	AUX	be
held	VERB	hold
here	ADV	here
,	PUNCT	,
he	PRON	he
could	AUX	could
probably	ADV	probably
expect	VERB	expect
direct	ADJ	direct
and	CCONJ	and
violent	ADJ	violent
reactions	NOUN	reaction
to	ADP	to
suspicion	NOUN	suspicion
.	PUNCT	.
He	PRON	he
was	AUX	be
not	PART	not
far	ADV	far
wrong	ADJ	wrong
.	PUNCT	.
The	DET	the
men	NOUN	man
spoke	VERB	speak
among	ADP	among
themselves	PRON	themselves
in	ADP	in
brawling	VERB	brawl
voices	NOUN	voice
a	DET	a
moment	NOUN	moment
or	CCONJ	or
two	NUM	two
longer	ADV	long
,	PUNCT	,
the	DET	the
girl	NOUN	girl
Elje	PROPN	Elje
braiding	VERB	braid
her	PRON	her
hair	NOUN	hair
carelessly	ADV	carelessly
and	CCONJ	and
putting	VERB	put
in	ADP	in
a	DET	a
word	NOUN	word
now	ADV	now
and	CCONJ	and
then	ADV	then
.	PUNCT	.
While	SCONJ	while
Kern	PROPN	Kern
stood	VERB	stand
there	ADV	there
,	PUNCT	,
debating	VERB	debate
with	ADP	with
himself	PRON	himself
what	PRON	what
was	AUX	be
best	ADJ	good
to	PART	to
do	AUX	do
,	PUNCT	,
the	DET	the
argument	NOUN	argument
came	VERB	come
to	ADP	to
a	DET	a
swift	ADJ	swift
climax	NOUN	climax
.	PUNCT	.
Elje	PROPN	Elje
called	VERB	call
something	PRON	something
in	ADP	in
a	DET	a
clear	ADJ	clear
voice	NOUN	voice
and	CCONJ	and
,	PUNCT	,
directly	ADV	directly
behind	ADP	behind
him	PRON	he
,	PUNCT	,
Kern	PROPN	Kern
heard	VERB	hear
a	DET	a
guttural	ADJ	guttural
monosyllable	ADJ	monosyllable
in	ADP	in
answer	NOUN	answer
,	PUNCT	,
and	CCONJ	and
the	DET	the
rustle	NOUN	rustle
of	ADP	of
wings	NOUN	wing
,	PUNCT	,
and	CCONJ	and
felt	VERB	feel
something	PRON	something
cold	ADJ	cold
and	CCONJ	and
edged	ADJ	edged
laid	VERB	lay
against	ADP	against
the	DET	the
side	NOUN	side
of	ADP	of
his	PRON	his
neck	NOUN	neck
.	PUNCT	.
