MOLLY	PROPN	MOLLY
'	PUNCT	'
very	ADV	very
well	ADV	well
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
And	CCONJ	and
so	ADV	so
you	PRON	you
have	AUX	have
your	PRON	your
eye	NOUN	eye
on	ADP	on
young	ADJ	young
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
have	AUX	have
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Not	PART	not
at	ADV	at
all	ADV	all
,	PUNCT	,
Mamma	PROPN	Mamma
,	PUNCT	,
and	CCONJ	and
you	PRON	you
know	VERB	know
I	PRON	I
have	AUX	have
n't	PART	not
.	PUNCT	.
In	ADP	in
the	DET	the
first	ADJ	first
place	NOUN	place
,	PUNCT	,
Pierce	PROPN	Pierce
Kinsella	PROPN	Kinsella
is	AUX	be
years	NOUN	year
younger	ADJ	young
than	ADP	than
I	PRON	I
am	AUX	be
,	PUNCT	,
and	CCONJ	and
while	SCONJ	while
he	PRON	he
is	AUX	be
tremendously	ADV	tremendously
clever	ADJ	clever
with	ADP	with
his	PRON	his
brush	NOUN	brush
,	PUNCT	,
he	PRON	he
is	AUX	be
not	PART	not
the	DET	the
intellectual	ADJ	intellectual
man	NOUN	man
I	PRON	I
must	AUX	must
have	AUX	have
or	CCONJ	or
do	AUX	do
without	ADP	without
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Never	ADV	never
mind	VERB	mind
your	PRON	your
age	NOUN	age
.	PUNCT	.
If	SCONJ	if
you	PRON	you
do	AUX	do
not	PART	not
mind	VERB	mind
being	AUX	be
frank	ADJ	frank
on	ADP	on
the	DET	the
subject	NOUN	subject
,	PUNCT	,
you	PRON	you
must	AUX	must
have	AUX	have
some	DET	some
consideration	NOUN	consideration
for	ADP	for
me	PRON	I
,	PUNCT	,
who	PRON	who
am	AUX	be
your	PRON	your
unwilling	ADJ	unwilling
mother	NOUN	mother
.	PUNCT	.
No	DET	no
one	NOUN	one
will	AUX	will
ever	ADV	ever
believe	VERB	believe
I	PRON	I
was	AUX	be
a	DET	a
mere	ADJ	mere
school	NOUN	school
girl	NOUN	girl
when	SCONJ	when
I	PRON	I
married	VERB	marry
George	PROPN	George
O'Brien	PROPN	O'Brien
.	PUNCT	.
If	SCONJ	if
I	PRON	I
should	AUX	should
not	PART	not
keep	VERB	keep
up	ADP	up
appearances	NOUN	appearance
for	ADP	for
young	ADJ	young
Kinsella	PROPN	Kinsella
,	PUNCT	,
who	PRON	who
was	AUX	be
it	PRON	it
,	PUNCT	,
please	INTJ	please
?	PUNCT	?
Surely	ADV	surely
not	PART	not
that	DET	that
Miss	PROPN	Miss
Smith	PROPN	Smith
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Miss	PROPN	Miss
Brown	PROPN	Brown
,	PUNCT	,
Mamma	PROPN	Mamma
,	PUNCT	,
Molly	PROPN	Molly
Brown	PROPN	Brown
.	PUNCT	.
She	PRON	she
is	AUX	be
a	DET	a
lovely	ADJ	lovely
girl	NOUN	girl
and	CCONJ	and
a	DET	a
perfect	NOUN	perfect
lady	NOUN	lady
;	PUNCT	;
and	CCONJ	and
what	PRON	what
will	AUX	will
have	AUX	have
more	ADJ	more
weight	NOUN	weight
with	ADP	with
you	PRON	you
,	PUNCT	,
she	PRON	she
is	AUX	be
a	DET	a
friend	NOUN	friend
of	ADP	of
the	DET	the
Stewarts	PROPN	Stewarts
.	PUNCT	.
Pierce	PROPN	Pierce
Kinsella	PROPN	Kinsella
told	VERB	tell
me	PRON	I
it	PRON	it
was	AUX	be
at	ADP	at
Mr.	PROPN	Mr.
Stewart	PROPN	Stewart
's	PART	's
request	NOUN	request
that	SCONJ	that
she	PRON	she
and	CCONJ	and
her	PRON	her
mother	NOUN	mother
were	AUX	be
put	VERB	put
next	ADV	next
to	ADP	to
the	DET	the
Captain	PROPN	Captain
and	CCONJ	and
they	PRON	they
have	AUX	have
the	DET	the
best	ADJ	good
stateroom	NOUN	stateroom
the	DET	the
ship	NOUN	ship
affords	VERB	afford
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Ah	INTJ	ah
,	PUNCT	,
dead	ADJ	dead
-	PUNCT	-
heads	NOUN	head
,	PUNCT	,
I	PRON	I
surmise	VERB	surmise
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Not	PART	not
at	ADV	at
all	ADV	all
.	PUNCT	.
They	PRON	they
had	AUX	have
their	PRON	their
tickets	NOUN	ticket
and	CCONJ	and
stateroom	NOUN	stateroom
engaged	VERB	engage
and	CCONJ	and
did	AUX	do
not	PART	not
know	VERB	know
of	ADP	of
the	DET	the
honor	NOUN	honor
done	VERB	do
them	PRON	they
until	ADP	until
Pierce	PROPN	Pierce
Kinsella	PROPN	Kinsella
told	VERB	tell
them	PRON	they
himself	PRON	himself
.	PUNCT	.
I	PRON	I
fancy	ADJ	fancy
we	PRON	we
are	AUX	be
the	DET	the
only	ADJ	only
dead	ADJ	dead
-	PUNCT	-
heads	NOUN	head
on	ADP	on
board	NOUN	board
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Elise	PROPN	Elise
,	PUNCT	,
I	PRON	I
will	AUX	will
not	PART	not
have	AUX	have
you	PRON	you
be	AUX	be
so	ADV	so
cynical	ADJ	cynical
.	PUNCT	.
Mr.	PROPN	Mr.
Stewart	PROPN	Stewart
is	AUX	be
a	DET	a
connection	NOUN	connection
of	ADP	of
mine	PRON	mine
and	CCONJ	and
I	PRON	I
am	AUX	be
entitled	VERB	entitle
to	ADP	to
some	DET	some
consideration	NOUN	consideration
from	ADP	from
him	PRON	he
,	PUNCT	,
""""	PUNCT	""""
snapped	VERB	snap
the	DET	the
mother	NOUN	mother
.	PUNCT	.
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
I	PRON	I
know	VERB	know
,	PUNCT	,
a	DET	a
very	ADV	very
close	ADJ	close
connection	NOUN	connection
:	PUNCT	:
Mr.	PROPN	Mr.
Huntington	PROPN	Huntington
's	PART	's
first	ADJ	first
wife	NOUN	wife
's	PART	's
cousin	NOUN	cousin
-	PUNCT	-
in	ADP	in
-	PUNCT	-
law	NOUN	law
.	PUNCT	.
For	ADP	for
that	DET	that
reason	NOUN	reason
,	PUNCT	,
you	PRON	you
must	AUX	must
have	AUX	have
transportation	NOUN	transportation
free	ADJ	free
on	ADP	on
a	DET	a
line	NOUN	line
of	ADP	of
steamers	NOUN	steamer
Mr.	PROPN	Mr.
Stewart	PROPN	Stewart
is	AUX	be
interested	ADJ	interested
in	ADP	in
;	PUNCT	;
but	CCONJ	but
you	PRON	you
had	AUX	have
to	PART	to
send	VERB	send
me	PRON	I
to	PART	to
ask	VERB	ask
for	ADP	for
the	DET	the
favor	NOUN	favor
,	PUNCT	,
and	CCONJ	and
I	PRON	I
'll	AUX	will
tell	VERB	tell
you	PRON	you
now	ADV	now
what	PRON	what
I	PRON	I
did	AUX	do
not	PART	not
tell	VERB	tell
you	PRON	you
before	ADV	before
for	ADP	for
fear	NOUN	fear
of	ADP	of
hurting	VERB	hurt
your	PRON	your
feelings	NOUN	feeling
,	PUNCT	,
that	SCONJ	that
Mr.	PROPN	Mr.
Stewart	PROPN	Stewart
said	VERB	say
he	PRON	he
was	AUX	be
glad	ADJ	glad
to	PART	to
do	AUX	do
it	PRON	it
for	ADP	for
my	PRON	my
sake	NOUN	sake
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
last	ADJ	last
was	AUX	be
a	DET	a
poser	NOUN	poser
for	ADP	for
the	DET	the
angry	ADJ	angry
woman	NOUN	woman
,	PUNCT	,
and	CCONJ	and
mother	NOUN	mother
and	CCONJ	and
daughter	NOUN	daughter
ceased	VERB	cease
their	PRON	their
wrangling	NOUN	wrangling
and	CCONJ	and
devoted	VERB	devote
themselves	PRON	themselves
to	ADP	to
the	DET	the
very	ADV	very
good	ADJ	good
dinner	NOUN	dinner
.	PUNCT	.
Poor	ADJ	poor
Molly	PROPN	Molly
got	VERB	get
to	ADP	to
bed	NOUN	bed
as	ADV	as
best	ADV	well
she	PRON	she
could	AUX	could
and	CCONJ	and
stayed	VERB	stay
there	ADV	there
twenty	NUM	twenty
-	PUNCT	-
four	NUM	four
hours	NOUN	hour
.	PUNCT	.
She	PRON	she
was	AUX	be
sure	ADJ	sure
her	PRON	her
seasickness	NOUN	seasickness
was	AUX	be
the	DET	the
worst	ADJ	bad
that	PRON	that
had	AUX	have
ever	ADV	ever
been	AUX	be
known	VERB	know
,	PUNCT	,
but	CCONJ	but
we	PRON	we
all	DET	all
feel	VERB	feel
that	DET	that
.	PUNCT	.
On	ADP	on
the	DET	the
second	ADJ	second
day	NOUN	day
she	PRON	she
was	AUX	be
persuaded	VERB	persuade
to	PART	to
go	VERB	go
on	ADP	on
deck	NOUN	deck
by	ADP	by
her	PRON	her
solicitous	ADJ	solicitous
mother,--who	NOUN	mother,--who
,	PUNCT	,
by	ADP	by
the	DET	the
way	NOUN	way
,	PUNCT	,
was	AUX	be
not	PART	not
uncomfortable	ADJ	uncomfortable
one	NUM	one
minute,--and	CCONJ	minute,--and
as	ADP	as
she	PRON	she
dropped	VERB	drop
limply	ADV	limply
into	ADP	into
her	PRON	her
steamer	NOUN	steamer
chair	NOUN	chair
,	PUNCT	,
carefully	ADV	carefully
arranged	VERB	arrange
for	ADP	for
her	PRON	she
by	ADP	by
the	DET	the
Kinsellas	PROPN	Kinsellas
,	PUNCT	,
she	PRON	she
for	ADP	for
the	DET	the
first	ADJ	first
time	NOUN	time
had	AUX	have
a	DET	a
desire	NOUN	desire
to	PART	to
live	VERB	live
.	PUNCT	.
The	DET	the
ocean	NOUN	ocean
was	AUX	be
a	DET	a
wonderful	ADJ	wonderful
color	NOUN	color
,	PUNCT	,
all	DET	all
pearly	ADJ	pearly
gray	ADJ	gray
with	ADP	with
little	ADJ	little
flecks	NOUN	fleck
of	ADP	of
pink	NOUN	pink
on	ADP	on
top	NOUN	top
of	ADP	of
every	DET	every
wave	NOUN	wave
.	PUNCT	.
The	DET	the
sun	NOUN	sun
was	AUX	be
setting	VERB	set
in	ADP	in
a	DET	a
mist	NOUN	mist
.	PUNCT	.
The	DET	the
wind	NOUN	wind
had	AUX	have
died	VERB	die
down	ADP	down
and	CCONJ	and
there	PRON	there
was	AUX	be
a	DET	a
delicious	NOUN	delicious
dampness	NOUN	dampness
in	ADP	in
the	DET	the
air	NOUN	air
that	PRON	that
smelt	VERB	smell
of	ADP	of
salt	NOUN	salt
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
how	SCONJ	how
glad	ADJ	glad
I	PRON	I
am	AUX	be
to	PART	to
get	VERB	get
up	ADV	up
here	ADV	here
!	PUNCT	!
All	DET	all
of	ADP	of
you	PRON	you
are	AUX	be
so	ADV	so
good	ADJ	good
to	ADP	to
me	PRON	I
.	PUNCT	.
It	PRON	it
seems	VERB	seem
a	DET	a
year	NOUN	year
since	SCONJ	since
I	PRON	I
went	VERB	go
to	ADP	to
my	PRON	my
stateroom	NOUN	stateroom
and	CCONJ	and
I	PRON	I
believe	VERB	believe
it	PRON	it
is	AUX	be
only	ADV	only
a	DET	a
day	NOUN	day
and	CCONJ	and
a	DET	a
night	NOUN	night
.	PUNCT	.
Has	AUX	have
anything	PRON	anything
happened	VERB	happen
since	SCONJ	since
I	PRON	I
disappeared	VERB	disappear
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Nothing	PRON	nothing
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Pierce	PROPN	Pierce
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
sun	NOUN	sun
and	CCONJ	and
the	DET	the
ship	NOUN	ship
have	AUX	have
moved	VERB	move
but	CCONJ	but
the	DET	the
rest	NOUN	rest
of	ADP	of
us	PRON	we
have	AUX	have
just	ADV	just
stood	VERB	stand
still	ADJ	still
waiting	VERB	wait
for	ADP	for
you	PRON	you
to	PART	to
come	VERB	come
back	ADV	back
.	PUNCT	.
By	ADP	by
the	DET	the
way	NOUN	way
,	PUNCT	,
this	DET	this
is	AUX	be
your	PRON	your
sunset	NOUN	sunset
,	PUNCT	,
you	PRON	you
remember	VERB	remember
.	PUNCT	.
You	PRON	you
forgot	VERB	forgot
to	PART	to
advertise	VERB	advertise
it	PRON	it
,	PUNCT	,
so	SCONJ	so
you	PRON	you
have	AUX	have
not	PART	not
a	DET	a
very	ADV	very
large	ADJ	large
audience	NOUN	audience
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
if	SCONJ	if
Miss	PROPN	Miss
Brown	PROPN	Brown
can	AUX	can
get	VERB	get
up	ADP	up
that	ADV	that
good	ADJ	good
a	DET	a
show	NOUN	show
without	ADP	without
even	ADV	even
trying	VERB	try
,	PUNCT	,
what	PRON	what
could	AUX	could
n't	PART	not
she	PRON	she
accomplish	VERB	accomplish
if	SCONJ	if
she	PRON	she
put	VERB	put
her	PRON	her
mind	NOUN	mind
on	ADP	on
it	PRON	it
?	PUNCT	?
I	PRON	I
believe	VERB	believe
I	PRON	I
like	VERB	like
yours	PRON	yours
better	ADV	well
than	ADP	than
Pierce	PROPN	Pierce
's	PART	's
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
.	PUNCT	.
""""	PUNCT	""""
His	PRON	his
was	AUX	be
so	ADV	so
flamboyant	ADJ	flamboyant
,	PUNCT	,
while	SCONJ	while
yours	PRON	yours
has	AUX	have
a	DET	a
certain	ADJ	certain
reserve	NOUN	reserve
and	CCONJ	and
distinction	NOUN	distinction
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
conversation	NOUN	conversation
went	VERB	go
gayly	ADV	gayly
on	ADP	on
between	ADP	between
uncle	NOUN	uncle
and	CCONJ	and
nephew	NOUN	nephew
while	SCONJ	while
Mrs.	PROPN	Mrs.
Brown	PROPN	Brown
hovered	VERB	hover
over	ADP	over
her	PRON	her
daughter	NOUN	daughter
,	PUNCT	,
tucking	VERB	tuck
in	ADP	in
the	DET	the
rug	NOUN	rug
and	CCONJ	and
shifting	VERB	shift
the	DET	the
pillows	NOUN	pillow
for	ADP	for
more	ADV	more
perfect	ADJ	perfect
comfort	NOUN	comfort
.	PUNCT	.
Molly	PROPN	Molly
smiled	VERB	smile
a	DET	a
little	ADJ	little
wanly	ADV	wanly
at	ADP	at
first	ADV	first
but	CCONJ	but
soon	ADV	soon
the	DET	the
good	ADJ	good
air	NOUN	air
and	CCONJ	and
gay	ADJ	gay
talk	NOUN	talk
got	VERB	get
in	ADP	in
their	PRON	their
perfect	ADJ	perfect
work	NOUN	work
,	PUNCT	,
and	CCONJ	and
before	ADP	before
she	PRON	she
knew	VERB	know
it	PRON	it
she	PRON	she
was	AUX	be
laughing	VERB	laugh
outright	ADV	outright
at	ADP	at
some	DET	some
of	ADP	of
Pierce	PROPN	Pierce
's	PART	's
sallies	NOUN	sally
.	PUNCT	.
The	DET	the
color	NOUN	color
began	VERB	begin
to	PART	to
come	VERB	come
back	ADV	back
into	ADP	into
her	PRON	her
cheeks	NOUN	cheek
.	PUNCT	.
A	DET	a
desire	NOUN	desire
for	ADP	for
life	NOUN	life
grew	VERB	grow
stronger	ADJ	strong
and	CCONJ	and
stronger	ADJ	strong
.	PUNCT	.
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
noticed	VERB	notice
the	DET	the
change	NOUN	change
in	ADP	in
the	DET	the
girl	NOUN	girl
,	PUNCT	,
and	CCONJ	and
while	SCONJ	while
Mrs.	PROPN	Mrs.
Brown	PROPN	Brown
and	CCONJ	and
Pierce	PROPN	Pierce
were	AUX	be
engaged	VERB	engage
in	ADP	in
an	DET	an
animated	ADJ	animated
discussion	NOUN	discussion
on	ADP	on
Woman	NOUN	woman
's	PART	's
Suffrage	PROPN	Suffrage
,	PUNCT	,
Pierce	PROPN	Pierce
taking	VERB	take
the	DET	the
Anti	ADJ	anti
side	NOUN	side
""""	PUNCT	""""
just	ADV	just
for	ADP	for
practice	NOUN	practice
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
slipped	VERB	slip
away	ADV	away
and	CCONJ	and
soon	ADV	soon
returned	VERB	return
with	ADP	with
a	DET	a
tray	NOUN	tray
of	ADP	of
dainty	ADJ	dainty
food	NOUN	food
.	PUNCT	.
""""	PUNCT	""""
Please	INTJ	please
eat	VERB	eat
a	DET	a
little	ADJ	little
something	PRON	something
now	ADV	now
,	PUNCT	,
Miss	PROPN	Miss
Brown	PROPN	Brown
.	PUNCT	.
It	PRON	it
will	AUX	will
put	VERB	put
new	ADJ	new
life	NOUN	life
in	ADP	in
you	PRON	you
and	CCONJ	and
I	PRON	I
feel	VERB	feel
sure	ADJ	sure
you	PRON	you
are	AUX	be
on	ADP	on
the	DET	the
mend	NOUN	mend
and	CCONJ	and
can	AUX	can
trust	VERB	trust
yourself	PRON	yourself
to	PART	to
take	VERB	take
some	DET	some
nourishment	NOUN	nourishment
.	PUNCT	.
Chicken	NOUN	chicken
aspic	ADJ	aspic
and	CCONJ	and
dry	ADJ	dry
toast	NOUN	toast
ca	AUX	can
n't	PART	not
hurt	VERB	hurt
you	PRON	you
,	PUNCT	,
and	CCONJ	and
I	PRON	I
feel	VERB	feel
sure	ADJ	sure
it	PRON	it
will	AUX	will
do	AUX	do
you	PRON	you
good	ADJ	good
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Why	SCONJ	why
,	PUNCT	,
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
you	PRON	you
are	AUX	be
too	ADV	too
good	ADJ	good
to	ADP	to
me	PRON	I
!	PUNCT	!
How	SCONJ	how
did	AUX	do
you	PRON	you
know	VERB	know
I	PRON	I
was	AUX	be
hungry	ADJ	hungry
?	PUNCT	?
I	PRON	I
was	AUX	be
ashamed	ADJ	ashamed
to	PART	to
say	VERB	say
so	ADV	so
,	PUNCT	,
but	CCONJ	but
I	PRON	I
felt	VERB	feel
that	SCONJ	that
a	DET	a
little	ADJ	little
food	NOUN	food
was	AUX	be
all	DET	all
that	PRON	that
was	AUX	be
needed	VERB	need
to	PART	to
make	VERB	make
me	PRON	I
perfectly	ADV	perfectly
well	ADJ	well
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
Molly	PROPN	Molly
fell	VERB	fall
to	ADV	to
with	ADP	with
an	DET	an
avidity	NOUN	avidity
that	PRON	that
surprised	VERB	surprise
her	PRON	her
mother	NOUN	mother
,	PUNCT	,
who	PRON	who
had	AUX	have
not	PART	not
been	AUX	be
able	ADJ	able
to	PART	to
persuade	VERB	persuade
her	PRON	she
to	PART	to
take	VERB	take
a	DET	a
mouthful	NOUN	mouthful
all	DET	all
day	NOUN	day
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
have	AUX	have
seen	VERB	see
seasick	ADJ	seasick
persons	NOUN	person
before	ADP	before
now	ADV	now
,	PUNCT	,
""""	PUNCT	""""
laughed	VERB	laugh
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
know	VERB	know
by	ADP	by
experience	NOUN	experience
that	SCONJ	that
there	PRON	there
is	AUX	be
a	DET	a
crucial	ADJ	crucial
moment	NOUN	moment
when	SCONJ	when
food	NOUN	food
must	AUX	must
be	AUX	be
administered	VERB	administer
,	PUNCT	,
and	CCONJ	and
then	ADV	then
the	DET	the
patient	NOUN	patient
gets	VERB	get
well	ADJ	well
immediately	ADV	immediately
.	PUNCT	.
I	PRON	I
noticed	VERB	notice
you	PRON	you
were	AUX	be
laughing	VERB	laugh
,	PUNCT	,
and	CCONJ	and
no	DET	no
one	NOUN	one
with	ADP	with
_	PUNCT	_
mal	NOUN	mal
-	PUNCT	-
de	X	de
-	NOUN	-
mer	NOUN	mer
_	PUNCT	_
can	AUX	can
laugh	VERB	laugh
!	PUNCT	!
And	CCONJ	and
then	ADV	then
your	PRON	your
color	NOUN	color
came	VERB	come
back	ADV	back
,	PUNCT	,
and	CCONJ	and
that	DET	that
is	AUX	be
a	DET	a
signal	NOUN	signal
for	ADP	for
food	NOUN	food
,	PUNCT	,
too	ADV	too
.	PUNCT	.
I	PRON	I
am	AUX	be
so	ADV	so
glad	ADJ	glad
you	PRON	you
like	VERB	like
what	PRON	what
I	PRON	I
brought	VERB	bring
you	PRON	you
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
I	PRON	I
can	AUX	can
not	PART	not
tell	VERB	tell
you	PRON	you
how	SCONJ	how
grateful	ADJ	grateful
I	PRON	I
am	AUX	be
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Mrs.	PROPN	Mrs.
Brown	PROPN	Brown
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
wish	VERB	wish
you	PRON	you
to	PART	to
be	AUX	be
seasick	ADJ	seasick
,	PUNCT	,
but	CCONJ	but
I	PRON	I
do	AUX	do
wish	VERB	wish
Molly	PROPN	Molly
and	CCONJ	and
I	PRON	I
could	AUX	could
repay	VERB	repay
your	PRON	your
kindness	NOUN	kindness
in	ADP	in
some	DET	some
way	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
My	PRON	my
dear	ADJ	dear
lady	NOUN	lady
,	PUNCT	,
I	PRON	I
am	AUX	be
already	ADV	already
in	ADP	in
your	PRON	your
debt	NOUN	debt
for	ADP	for
permitting	VERB	permit
my	PRON	my
scape	NOUN	scape
-	PUNCT	-
grace	NOUN	grace
nephew	NOUN	nephew
and	CCONJ	and
me	PRON	I
to	PART	to
know	VERB	know
you	PRON	you
and	CCONJ	and
your	PRON	your
daughter	NOUN	daughter
.	PUNCT	.
I	PRON	I
have	AUX	have
had	AUX	have
my	PRON	my
nose	NOUN	nose
at	ADP	at
the	DET	the
grindstone	NOUN	grindstone
of	ADP	of
business	NOUN	business
for	ADP	for
so	ADV	so
many	ADJ	many
years	NOUN	year
that	SCONJ	that
I	PRON	I
feared	VERB	fear
it	PRON	it
had	AUX	have
grown	VERB	grow
out	ADP	out
of	ADP	of
my	PRON	my
power	NOUN	power
to	PART	to
make	VERB	make
new	ADJ	new
friends	NOUN	friend
;	PUNCT	;
but	CCONJ	but
I	PRON	I
begin	VERB	begin
to	PART	to
see	VERB	see
that	SCONJ	that
I	PRON	I
have	AUX	have
not	PART	not
lost	VERB	lose
the	DET	the
knack	NOUN	knack
.	PUNCT	.
Perhaps	ADV	perhaps
my	PRON	my
somber	ADJ	somber
presence	NOUN	presence
is	AUX	be
tolerated	VERB	tolerate
because	SCONJ	because
of	ADP	of
my	PRON	my
gay	ADJ	gay
,	PUNCT	,
jolly	ADJ	jolly
boy	NOUN	boy
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
gazed	VERB	gaze
rather	ADV	rather
wistfully	ADV	wistfully
after	ADP	after
Pierce	PROPN	Pierce
,	PUNCT	,
who	PRON	who
had	AUX	have
crossed	VERB	cross
the	DET	the
deck	NOUN	deck
to	PART	to
meet	VERB	meet
Elise	PROPN	Elise
O'Brien	PROPN	O'Brien
,	PUNCT	,
just	ADV	just
emerging	VERB	emerge
from	ADP	from
the	DET	the
cabin	NOUN	cabin
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
you	PRON	you
must	AUX	must
not	PART	not
think	VERB	think
that	DET	that
,	PUNCT	,
""""	PUNCT	""""
eagerly	ADV	eagerly
implored	VERB	implore
Molly	PROPN	Molly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
always	ADV	always
like	VERB	like
serious	ADJ	serious
men	NOUN	man
better	ADV	well
than	ADP	than
boys	NOUN	boy
,	PUNCT	,
and	CCONJ	and
besides	ADV	besides
you	PRON	you
are	AUX	be
not	PART	not
somber	ADJ	somber
but	CCONJ	but
full	ADJ	full
of	ADP	of
gaiety	NOUN	gaiety
and	CCONJ	and
jokes	NOUN	joke
.	PUNCT	.
You	PRON	you
are	AUX	be
not	PART	not
fair	ADJ	fair
to	ADP	to
yourself	PRON	yourself
if	SCONJ	if
you	PRON	you
think	VERB	think
people	NOUN	people
like	VERB	like
you	PRON	you
only	ADV	only
on	ADP	on
account	NOUN	account
of	ADP	of
Pierce	PROPN	Pierce
.	PUNCT	.
He	PRON	he
is	AUX	be
a	DET	a
delightful	ADJ	delightful
boy	NOUN	boy
,	PUNCT	,
but----	CCONJ	but----
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
what	PRON	what
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
n't	PART	not
press	VERB	press
her	PRON	she
too	ADV	too
far	ADV	far
,	PUNCT	,
Mr.	PROPN	Mr.
Kinsella	PROPN	Kinsella
,	PUNCT	,
""""	PUNCT	""""
laughed	VERB	laugh
Mrs.	PROPN	Mrs.
Brown	PROPN	Brown
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
has	AUX	have
already	ADV	already
confessed	VERB	confess
to	ADP	to
a	DET	a
penchant	NOUN	penchant
to	ADP	to
seriousness	NOUN	seriousness
and	CCONJ	and
finds	VERB	find
'	PUNCT	'
beauty	NOUN	beauty
in	ADP	in
extreme	ADJ	extreme
old	ADJ	old
age	NOUN	age
'	PUNCT	'
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
pinching	VERB	pinch
Molly	PROPN	Molly
's	PART	's
blushing	VERB	blush
cheek	NOUN	cheek
,	PUNCT	,
she	PRON	she
went	VERB	go
over	ADV	over
to	PART	to
join	VERB	join
a	DET	a
group	NOUN	group
of	ADP	of
recently	ADV	recently
made	VERB	make
acquaintances	NOUN	acquaintance
who	PRON	who
were	AUX	be
looking	VERB	look
at	ADP	at
a	DET	a
distant	ADJ	distant
sail	NOUN	sail
through	ADP	through
an	DET	an
overworked	ADJ	overworked
spyglass	NOUN	spyglass
belonging	VERB	belong
to	ADP	to
one	NUM	one
of	ADP	of
the	DET	the
tourists	NOUN	tourist
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
a	DET	a
tease	NOUN	tease
Mother	PROPN	Mother
is	AUX	be
!	PUNCT	!
But	CCONJ	but
she	PRON	she
looks	VERB	look
so	ADV	so
like	ADP	like
my	PRON	my
brother	NOUN	brother
Kent	PROPN	Kent
when	SCONJ	when
she	PRON	she
teases	VERB	tease
me	PRON	I
that	SCONJ	that
I	PRON	I
do	AUX	do
n't	PART	not
mind	VERB	mind
.	PUNCT	.
Kent	PROPN	Kent
is	AUX	be
always	ADV	always
teasing	VERB	tease
and	CCONJ	and
the	DET	the
only	ADJ	only
reason	NOUN	reason
I	PRON	I
can	AUX	can
stand	VERB	stand
it	PRON	it
is	AUX	be
that	SCONJ	that
it	PRON	it
makes	VERB	make
him	PRON	he
look	VERB	look
like	ADP	like
Mother	PROPN	Mother
!	PUNCT	!
You	PRON	you
see	VERB	see
,	PUNCT	,
Kent	PROPN	Kent
is	AUX	be
my	PRON	my
special	ADJ	special
beloved	ADJ	beloved
brother	NOUN	brother
and	CCONJ	and
you	PRON	you
know	VERB	know
what	PRON	what
my	PRON	my
mother	NOUN	mother
is	AUX	be
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
I	PRON	I
know	VERB	know
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
