CHILDREN	NOUN	child
this	DET	this
afternoon	NOUN	afternoon
,	PUNCT	,
wanting	VERB	want
to	PART	to
see	VERB	see
you	PRON	you
.	PUNCT	.
They	PRON	they
've	AUX	have
got	VERB	get
something	PRON	something
big	ADJ	big
waiting	VERB	wait
for	ADP	for
you	PRON	you
.	PUNCT	.
I	PRON	I
suppose	VERB	suppose
you	PRON	you
're	AUX	be
all	ADV	all
ready	ADJ	ready
to	PART	to
jump	VERB	jump
in	ADP	in
and	CCONJ	and
put	VERB	put
it	PRON	it
over	ADP	over
with	ADP	with
a	DET	a
wallop	NOUN	wallop
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
I	PRON	I
'm	AUX	be
going	VERB	go
to	PART	to
put	VERB	put
something	PRON	something
over	ADP	over
with	ADP	with
a	DET	a
wallop	NOUN	wallop
--	PUNCT	--
but	CCONJ	but
I	PRON	I
guess	VERB	guess
business	NOUN	business
will	AUX	will
have	AUX	have
to	PART	to
wait	VERB	wait
until	ADP	until
Barney	PROPN	Barney
,	PUNCT	,
Jimmie	PROPN	Jimmie
,	PUNCT	,
and	CCONJ	and
I	PRON	I
have	AUX	have
a	DET	a
talk	NOUN	talk
.	PUNCT	.
Can	AUX	can
you	PRON	you
spare	VERB	spare
me	PRON	I
a	DET	a
little	ADJ	little
more	ADJ	more
of	ADP	of
that	DET	that
stew	NOUN	stew
?	PUNCT	?
”	PUNCT	""""
His	PRON	his
manner	NOUN	manner
of	ADP	of
speaking	VERB	speak
was	AUX	be
a	DET	a
quiet	ADJ	quiet
announcement	NOUN	announcement
to	ADP	to
Hunt	PROPN	Hunt
that	SCONJ	that
his	PRON	his
plans	NOUN	plan
were	AUX	be
for	ADP	for
the	DET	the
present	ADJ	present
a	DET	a
closed	VERB	close
subject	NOUN	subject
.	PUNCT	.
Hunt	PROPN	Hunt
felt	VERB	feel
balked	VERB	balk
,	PUNCT	,
for	ADP	for
this	DET	this
lean	ADJ	lean
,	PUNCT	,
alert	ADJ	alert
,	PUNCT	,
much	ADV	much
-	PUNCT	-
talked	VERB	talk
-	PUNCT	-
of	ADP	of
adventurer	NOUN	adventurer
piqued	VERB	pique
him	PRON	he
greatly	ADV	greatly
;	PUNCT	;
but	CCONJ	but
he	PRON	he
switched	VERB	switch
to	ADP	to
other	ADJ	other
subjects	NOUN	subject
,	PUNCT	,
and	CCONJ	and
during	ADP	during
the	DET	the
rest	NOUN	rest
of	ADP	of
the	DET	the
meal	NOUN	meal
did	AUX	do
most	ADJ	most
of	ADP	of
the	DET	the
talking	NOUN	talking
.	PUNCT	.
The	DET	the
Duchess	PROPN	Duchess
was	AUX	be
silent	ADJ	silent
,	PUNCT	,
and	CCONJ	and
seemingly	ADV	seemingly
was	AUX	be
concerned	VERB	concern
only	ADV	only
with	ADP	with
her	PRON	her
food	NOUN	food
.	PUNCT	.
Larry	PROPN	Larry
got	VERB	get
in	ADP	in
a	DET	a
fair	ADJ	fair
portion	NOUN	portion
of	ADP	of
speech	NOUN	speech
,	PUNCT	,
but	CCONJ	but
for	ADP	for
the	DET	the
most	ADJ	most
part	NOUN	part
his	PRON	his
attention	NOUN	attention
,	PUNCT	,
except	SCONJ	except
for	ADP	for
that	DET	that
required	VERB	require
for	ADP	for
eating	NOUN	eating
,	PUNCT	,
was	AUX	be
fixed	VERB	fix
upon	SCONJ	upon
Maggie	PROPN	Maggie
.	PUNCT	.
How	SCONJ	how
she	PRON	she
had	AUX	have
sprung	VERB	spring
up	ADP	up
since	SCONJ	since
he	PRON	he
had	AUX	have
last	ADV	last
seen	VERB	see
her	PRON	she
!	PUNCT	!
Almost	ADV	almost
a	DET	a
woman	NOUN	woman
now	ADV	now
--	PUNCT	--
and	CCONJ	and
destined	VERB	destine
to	PART	to
be	AUX	be
a	DET	a
beauty	NOUN	beauty
!	PUNCT	!
And	CCONJ	and
more	ADJ	more
than	ADP	than
just	ADV	just
a	DET	a
beauty	NOUN	beauty
:	PUNCT	:
she	PRON	she
was	AUX	be
colorful	ADJ	colorful
,	PUNCT	,
vital	ADJ	vital
,	PUNCT	,
high	ADJ	high
-	PUNCT	-
strung	ADJ	strung
.	PUNCT	.
Before	ADP	before
he	PRON	he
had	AUX	have
gone	VERB	go
away	ADV	away
he	PRON	he
had	AUX	have
regarded	VERB	regard
her	PRON	she
with	ADP	with
something	PRON	something
akin	ADJ	akin
to	ADP	to
the	DET	the
negligent	ADJ	negligent
affection	NOUN	affection
of	ADP	of
an	DET	an
older	ADJ	old
brother	NOUN	brother
.	PUNCT	.
But	CCONJ	but
this	DET	this
thing	NOUN	thing
which	DET	which
was	AUX	be
already	ADV	already
beginning	VERB	begin
to	PART	to
surge	VERB	surge
up	ADP	up
in	ADP	in
him	PRON	he
was	AUX	be
altogether	ADV	altogether
different	ADJ	different
,	PUNCT	,
and	CCONJ	and
he	PRON	he
knew	VERB	know
it	PRON	it
.	PUNCT	.
As	ADP	as
for	ADP	for
Maggie	PROPN	Maggie
,	PUNCT	,
when	SCONJ	when
she	PRON	she
looked	VERB	look
at	ADP	at
him	PRON	he
,	PUNCT	,
she	PRON	she
flushed	VERB	flush
and	CCONJ	and
her	PRON	her
eyes	NOUN	eye
grew	VERB	grow
bright	ADJ	bright
.	PUNCT	.
Larry	PROPN	Larry
was	AUX	be
back!--the	ADV	back!--the
brilliant	ADJ	brilliant
,	PUNCT	,
daring	ADJ	daring
Larry	PROPN	Larry
.	PUNCT	.
She	PRON	she
was	AUX	be
aware	ADJ	aware
that	SCONJ	that
she	PRON	she
had	AUX	have
been	AUX	be
successful	ADJ	successful
in	ADP	in
startling	VERB	startle
and	CCONJ	and
gripping	VERB	grip
his	PRON	his
attention	NOUN	attention
.	PUNCT	.
Yes	INTJ	yes
,	PUNCT	,
they	PRON	they
would	AUX	would
do	AUX	do
great	ADJ	great
things	NOUN	thing
together	ADV	together
!	PUNCT	!
When	SCONJ	when
the	DET	the
dinner	NOUN	dinner
was	AUX	be
finished	VERB	finish
and	CCONJ	and
the	DET	the
dishes	NOUN	dish
washed	VERB	wash
,	PUNCT	,
Larry	PROPN	Larry
gave	VERB	give
voice	NOUN	voice
to	ADP	to
this	DET	this
new	ADJ	new
urge	NOUN	urge
that	PRON	that
had	AUX	have
so	ADV	so
quickly	ADV	quickly
grown	VERB	grow
up	ADP	up
within	ADP	within
him	PRON	he
.	PUNCT	.
“	PUNCT	""""
What	PRON	what
do	AUX	do
you	PRON	you
say	VERB	say
,	PUNCT	,
Maggie	PROPN	Maggie
,	PUNCT	,
to	ADP	to
a	DET	a
little	ADJ	little
walk	NOUN	walk
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
All	ADV	all
right	ADV	right
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
replied	VERB	reply
eagerly	ADV	eagerly
.	PUNCT	.
They	PRON	they
went	VERB	go
down	ADP	down
the	DET	the
narrow	ADJ	narrow
stairway	NOUN	stairway
together	ADV	together
.	PUNCT	.
On	ADP	on
the	DET	the
landing	NOUN	landing
of	ADP	of
the	DET	the
second	ADJ	second
floor	NOUN	floor
,	PUNCT	,
which	DET	which
contained	VERB	contain
only	ADV	only
Maggie	PROPN	Maggie
's	PART	's
bedroom	NOUN	bedroom
and	CCONJ	and
the	DET	the
Duchess	PROPN	Duchess
's	PART	's
and	CCONJ	and
a	DET	a
tiny	ADJ	tiny
kitchen	NOUN	kitchen
,	PUNCT	,
Maggie	PROPN	Maggie
started	VERB	start
to	PART	to
leave	VERB	leave
him	PRON	he
to	PART	to
change	VERB	change
into	ADP	into
street	NOUN	street
clothes	NOUN	clothe
;	PUNCT	;
but	CCONJ	but
he	PRON	he
caught	VERB	catch
her	PRON	her
arm	NOUN	arm
and	CCONJ	and
said	VERB	say
,	PUNCT	,
“	PUNCT	""""
Come	VERB	come
on	ADP	on
.	PUNCT	.
”	PUNCT	""""
They	PRON	they
descended	VERB	descend
the	DET	the
next	ADJ	next
flight	NOUN	flight
and	CCONJ	and
came	VERB	come
into	ADP	into
the	DET	the
back	ADJ	back
room	NOUN	room
behind	ADP	behind
the	DET	the
pawnshop	NOUN	pawnshop
,	PUNCT	,
which	DET	which
the	DET	the
Duchess	PROPN	Duchess
used	VERB	use
as	ADP	as
a	DET	a
combination	NOUN	combination
of	ADP	of
sitting	NOUN	sitting
-	PUNCT	-
room	NOUN	room
,	PUNCT	,
office	NOUN	office
,	PUNCT	,
and	CCONJ	and
storeroom	NOUN	storeroom
.	PUNCT	.
About	ADP	about
this	DET	this
musty	ADJ	musty
museum	NOUN	museum
hung	VERB	hang
or	CCONJ	or
stood	VERB	stand
unredeemed	ADJ	unredeemed
seamen	NOUN	seamen
's	PART	's
jackets	NOUN	jacket
,	PUNCT	,
men	NOUN	man
and	CCONJ	and
women	NOUN	woman
's	PART	's
evening	NOUN	evening
wear	NOUN	wear
,	PUNCT	,
banjos	NOUN	banjo
,	PUNCT	,
guitars	NOUN	guitar
,	PUNCT	,
violins	NOUN	violin
,	PUNCT	,
umbrellas	NOUN	umbrella
,	PUNCT	,
and	CCONJ	and
one	NUM	one
huge	ADJ	huge
green	ADJ	green
stuffed	VERB	stuff
parrot	NOUN	parrot
sitting	VERB	sit
on	ADP	on
top	NOUN	top
of	ADP	of
the	DET	the
Duchess	PROPN	Duchess
's	PART	's
safe	NOUN	safe
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
wanted	VERB	want
to	PART	to
talk	VERB	talk
,	PUNCT	,
not	PART	not
walk	VERB	walk
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
Let	VERB	let
's	PRON	us
stay	VERB	stay
here	ADV	here
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
took	VERB	take
her	PRON	her
hands	NOUN	hand
and	CCONJ	and
looked	VERB	look
down	ADP	down
on	ADP	on
her	PRON	she
steadily	ADV	steadily
.	PUNCT	.
Under	ADP	under
the	DET	the
yellow	NOUN	yellow
gaslight	NOUN	gaslight
her	PRON	her
face	NOUN	face
gleamed	VERB	gleam
excitedly	ADV	excitedly
up	ADP	up
into	ADP	into
his	PRON	his
,	PUNCT	,
her	PRON	her
breath	NOUN	breath
came	VERB	come
quickly	ADV	quickly
.	PUNCT	.
“	PUNCT	""""
Well	ADV	well
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
what	PRON	what
do	AUX	do
you	PRON	you
think	VERB	think
of	ADP	of
me	PRON	I
?	PUNCT	?
”	PUNCT	""""
she	PRON	she
demanded	VERB	demand
.	PUNCT	.
“	PUNCT	""""
Have	AUX	have
I	PRON	I
changed	VERB	change
much	ADJ	much
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Changed	VERB	change
?	PUNCT	?
Why	SCONJ	why
,	PUNCT	,
it	PRON	it
's	AUX	be
magic	NOUN	magic
,	PUNCT	,
Maggie	PROPN	Maggie
!	PUNCT	!
I	PRON	I
left	VERB	leave
you	PRON	you
a	DET	a
schoolgirl	NOUN	schoolgirl
;	PUNCT	;
you	PRON	you
're	AUX	be
a	DET	a
woman	NOUN	woman
now	ADV	now
.	PUNCT	.
And	CCONJ	and
a	DET	a
wonder	NOUN	wonder
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
You	PRON	you
think	VERB	think
so	ADV	so
?	PUNCT	?
”	PUNCT	""""
She	PRON	she
flushed	VERB	flush
with	ADP	with
pride	NOUN	pride
and	CCONJ	and
pleasure	NOUN	pleasure
,	PUNCT	,
and	CCONJ	and
a	DET	a
wildness	NOUN	wildness
of	ADP	of
spirit	NOUN	spirit
possessed	VERB	possess
her	PRON	she
and	CCONJ	and
demanded	VERB	demand
expression	NOUN	expression
in	ADP	in
action	NOUN	action
.	PUNCT	.
She	PRON	she
freed	VERB	free
her	PRON	her
left	ADJ	left
hand	NOUN	hand
and	CCONJ	and
slipped	VERB	slip
it	PRON	it
over	ADP	over
Larry	PROPN	Larry
's	PART	's
shoulder	NOUN	shoulder
.	PUNCT	.
“	PUNCT	""""
Come	VERB	come
on	ADP	on
--	PUNCT	--
let	VERB	let
's	PRON	us
two	NUM	two
-	PUNCT	-
step	VERB	step
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
But	CCONJ	but
,	PUNCT	,
Maggie	PROPN	Maggie
,	PUNCT	,
I	PRON	I
've	AUX	have
forgotten	VERB	forget
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Come	VERB	come
on	ADP	on
!	PUNCT	!
”	PUNCT	""""
Instantly	ADV	instantly
she	PRON	she
was	AUX	be
dragging	VERB	drag
him	PRON	he
over	ADP	over
the	DET	the
scanty	ADJ	scanty
floor	NOUN	floor
space	NOUN	space
.	PUNCT	.
But	CCONJ	but
after	ADP	after
a	DET	a
moment	NOUN	moment
he	PRON	he
halted	VERB	halt
,	PUNCT	,
protesting	VERB	protest
.	PUNCT	.
“	PUNCT	""""
These	DET	these
prison	NOUN	prison
brogans	NOUN	brogan
were	AUX	be
not	PART	not
intended	VERB	intend
by	ADP	by
their	PRON	their
builders	NOUN	builder
for	ADP	for
such	ADJ	such
work	NOUN	work
.	PUNCT	.
If	SCONJ	if
you	PRON	you
've	AUX	have
got	VERB	get
to	PART	to
dance	VERB	dance
,	PUNCT	,
you	PRON	you
'll	AUX	will
have	AUX	have
to	PART	to
work	VERB	work
it	PRON	it
out	ADP	out
of	ADP	of
your	PRON	your
system	NOUN	system
alone	ADV	alone
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
All	ADV	all
right	ADV	right
!	PUNCT	!
”	PUNCT	""""
At	ADP	at
once	ADV	once
,	PUNCT	,
in	ADP	in
the	DET	the
midst	NOUN	midst
of	ADP	of
the	DET	the
dingy	ADJ	dingy
room	NOUN	room
,	PUNCT	,
humming	VERB	hum
the	DET	the
music	NOUN	music
,	PUNCT	,
she	PRON	she
was	AUX	be
doing	VERB	do
Carmen	PROPN	Carmen
's	PART	's
dance	NOUN	dance
--	PUNCT	--
wild	ADJ	wild
,	PUNCT	,
provocative	ADJ	provocative
,	PUNCT	,
alluring	ADJ	alluring
.	PUNCT	.
It	PRON	it
was	AUX	be
not	PART	not
a	DET	a
remarkable	ADJ	remarkable
performance	NOUN	performance
in	ADP	in
any	DET	any
professionally	ADV	professionally
technical	ADJ	technical
sense	NOUN	sense
;	PUNCT	;
but	CCONJ	but
it	PRON	it
had	AUX	have
vivid	ADJ	vivid
personality	NOUN	personality
;	PUNCT	;
she	PRON	she
was	AUX	be
light	ADJ	light
,	PUNCT	,
lithe	ADJ	lithe
,	PUNCT	,
graceful	ADJ	graceful
,	PUNCT	,
flashing	VERB	flash
with	ADP	with
color	NOUN	color
and	CCONJ	and
spirits	NOUN	spirit
.	PUNCT	.
“	PUNCT	""""
Maggie	PROPN	Maggie
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
,	PUNCT	,
when	SCONJ	when
she	PRON	she
had	AUX	have
finished	VERB	finish
and	CCONJ	and
stood	VERB	stand
before	ADP	before
him	VERB	him
glowing	VERB	glow
and	CCONJ	and
panting	VERB	pant
.	PUNCT	.
“	PUNCT	""""
Good	ADJ	good
!	PUNCT	!
Where	SCONJ	where
did	AUX	do
you	PRON	you
learn	VERB	learn
that	DET	that
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
In	ADP	in
the	DET	the
chorus	NOUN	chorus
of	ADP	of
a	DET	a
cabaret	NOUN	cabaret
revue	NOUN	revue
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Is	AUX	be
that	DET	that
what	PRON	what
you	PRON	you
're	AUX	be
doing	VERB	do
now	ADV	now
,	PUNCT	,
working	VERB	work
in	ADP	in
a	DET	a
chorus	NOUN	chorus
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
No	INTJ	no
.	PUNCT	.
Barney	PROPN	Barney
and	CCONJ	and
father	NOUN	father
said	VERB	say
a	DET	a
chorus	NOUN	chorus
was	AUX	be
no	DET	no
place	NOUN	place
for	ADP	for
me	PRON	I
.	PUNCT	.
”	PUNCT	""""
She	PRON	she
drew	VERB	draw
nearer	NOUN	nearer
.	PUNCT	.
“	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
Larry	PROPN	Larry
,	PUNCT	,
I	PRON	I
've	AUX	have
such	DET	such
a	DET	a
lot	NOUN	lot
to	PART	to
tell	VERB	tell
you	PRON	you
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Go	VERB	go
on	ADP	on
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Well”--she	PRON	well”--she
cocked	VERB	cock
her	PRON	her
head	NOUN	head
impishly--“I've	ADV	impishly--“i've
been	AUX	be
going	VERB	go
to	ADP	to
school	NOUN	school
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Going	VERB	go
to	ADP	to
school	NOUN	school
!	PUNCT	!
Where	SCONJ	where
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Lots	NOUN	lot
of	ADP	of
places	NOUN	place
.	PUNCT	.
Just	ADV	just
now	ADV	now
I	PRON	I
'm	AUX	be
going	VERB	go
to	ADP	to
school	NOUN	school
at	ADP	at
the	DET	the
Ritzmore	PROPN	Ritzmore
Hotel	PROPN	Hotel
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
At	ADP	at
the	DET	the
Ritzmore	PROPN	Ritzmore
Hotel	PROPN	Hotel
!	PUNCT	!
”	PUNCT	""""
He	PRON	he
stared	VERB	stare
at	ADP	at
her	PRON	she
bewildered	ADJ	bewildered
.	PUNCT	.
“	PUNCT	""""
What	PRON	what
are	AUX	be
you	PRON	you
learning	VERB	learn
there	ADV	there
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
To	PART	to
be	AUX	be
a	DET	a
lady	NOUN	lady
.	PUNCT	.
”	PUNCT	""""
She	PRON	she
laughed	VERB	laugh
at	ADP	at
his	PRON	his
increasing	VERB	increase
bewilderment	NOUN	bewilderment
.	PUNCT	.
“	PUNCT	""""
A	DET	a
real	NOUN	real
lady	NOUN	lady
,	PUNCT	,
Larry	PROPN	Larry
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
went	VERB	go
on	ADP	on
excitedly	ADV	excitedly
.	PUNCT	.
“	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
it	PRON	it
's	AUX	be
such	DET	such
a	DET	a
wonderful	ADJ	wonderful
idea	NOUN	idea
!	PUNCT	!
Father	PROPN	Father
had	AUX	have
never	ADV	never
seemed	VERB	seem
to	PART	to
think	VERB	think
much	ADJ	much
of	ADP	of
me	PRON	I
till	SCONJ	till
the	DET	the
night	NOUN	night
I	PRON	I
went	VERB	go
to	ADP	to
a	DET	a
masquerade	NOUN	masquerade
ball	NOUN	ball
with	ADP	with
Mr.	PROPN	Mr.
Hunt	PROPN	Hunt
,	PUNCT	,
and	CCONJ	and
he	PRON	he
and	CCONJ	and
Barney	PROPN	Barney
saw	VERB	see
me	PRON	I
in	ADP	in
these	DET	these
clothes	NOUN	clothe
.	PUNCT	.
They	PRON	they
had	AUX	have
never	ADV	never
seen	VERB	see
me	PRON	I
really	ADV	really
dressed	VERB	dress
up	ADP	up
before	ADV	before
;	PUNCT	;
Barney	PROPN	Barney
said	VERB	say
it	PRON	it
was	AUX	be
an	DET	an
eye	NOUN	eye
-	PUNCT	-
opener	NOUN	opener
.	PUNCT	.
They	PRON	they
saw	VERB	see
how	SCONJ	how
I	PRON	I
could	AUX	could
be	AUX	be
of	ADP	of
big	ADJ	big
use	NOUN	use
to	ADP	to
you	PRON	you
all	DET	all
.	PUNCT	.
But	CCONJ	but
to	PART	to
be	AUX	be
that	DET	that
,	PUNCT	,
I	PRON	I
've	AUX	have
got	VERB	get
to	PART	to
be	AUX	be
a	DET	a
lady	NOUN	lady
--	PUNCT	--
a	DET	a
real	ADJ	real
lady	NOUN	lady
,	PUNCT	,
who	PRON	who
knows	VERB	know
how	SCONJ	how
to	PART	to
behave	VERB	behave
and	CCONJ	and
wear	VERB	wear
real	ADJ	real
clothes	NOUN	clothe
.	PUNCT	.
That	DET	that
's	AUX	be
what	PRON	what
they	PRON	they
're	AUX	be
doing	VERB	do
now	ADV	now
:	PUNCT	:
making	VERB	make
me	PRON	I
a	DET	a
lady	NOUN	lady
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Making	VERB	make
you	PRON	you
a	DET	a
lady	NOUN	lady
!	PUNCT	!
”	PUNCT	""""
exclaimed	VERB	exclaim
Larry	PROPN	Larry
.	PUNCT	.
“	PUNCT	""""
How	SCONJ	how
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
By	ADP	by
putting	VERB	put
me	PRON	I
where	SCONJ	where
I	PRON	I
can	AUX	can
watch	VERB	watch
real	ADJ	real
ladies	NOUN	lady
,	PUNCT	,
and	CCONJ	and
study	VERB	study
them	PRON	they
.	PUNCT	.
Barney	PROPN	Barney
cut	VERB	cut
short	ADJ	short
my	PRON	my
being	NOUN	being
in	ADP	in
a	DET	a
chorus	NOUN	chorus
;	PUNCT	;
Barney	PROPN	Barney
said	VERB	say
a	DET	a
chorus	NOUN	chorus
girl	NOUN	girl
never	ADV	never
learned	VERB	learn
to	PART	to
pass	VERB	pass
for	ADP	for
a	DET	a
lady	NOUN	lady
.	PUNCT	.
So	SCONJ	so
I	PRON	I
've	AUX	have
been	AUX	be
working	VERB	work
in	ADP	in
places	NOUN	place
where	SCONJ	where
the	DET	the
swellest	ADJ	swell
women	NOUN	woman
come	VERB	come
.	PUNCT	.
First	ADV	first
in	ADP	in
a	DET	a
milliner	NOUN	milliner
shop	NOUN	shop
;	PUNCT	;
then	ADV	then
as	ADP	as
dresser	NOUN	dresser
to	ADP	to
a	DET	a
model	NOUN	model
in	ADP	in
the	DET	the
shop	NOUN	shop
of	ADP	of
a	DET	a
swell	ADJ	swell
modiste	NOUN	modiste
;	PUNCT	;
always	ADV	always
watching	VERB	watch
how	SCONJ	how
the	DET	the
ladies	NOUN	lady
behave	VERB	behave
.	PUNCT	.
Now	ADV	now
I	PRON	I
'm	AUX	be
at	ADP	at
the	DET	the
Ritzmore	PROPN	Ritzmore
,	PUNCT	,
and	CCONJ	and
I	PRON	I
carry	VERB	carry
a	DET	a
tray	NOUN	tray
of	ADP	of
cigarettes	NOUN	cigarette
around	ADP	around
the	DET	the
tables	NOUN	table
at	ADP	at
lunch	NOUN	lunch
and	CCONJ	and
at	ADP	at
tea	NOUN	tea
-	PUNCT	-
time	NOUN	time
and	CCONJ	and
during	ADP	during
dinner	NOUN	dinner
and	CCONJ	and
during	ADP	during
the	DET	the
after	ADP	after
-	PUNCT	-
theater	NOUN	theater
supper	NOUN	supper
.	PUNCT	.
I	PRON	I
'm	AUX	be
supposed	VERB	suppose
to	PART	to
be	AUX	be
there	ADV	there
to	PART	to
sell	VERB	sell
cigarettes	NOUN	cigarette
,	PUNCT	,
but	CCONJ	but
I	PRON	I
'm	AUX	be
really	ADV	really
there	ADV	there
to	PART	to
watch	VERB	watch
how	SCONJ	how
the	DET	the
ladies	NOUN	lady
handle	VERB	handle
their	PRON	their
knives	NOUN	knife
and	CCONJ	and
forks	NOUN	fork
and	CCONJ	and
behave	VERB	behave
toward	ADV	toward
the	DET	the
men	NOUN	man
.	PUNCT	.
Is	AUX	be
n't	PART	not
it	PRON	it
all	DET	all
awfully	ADV	awfully
clever	ADJ	clever
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Why	SCONJ	why
,	PUNCT	,
Maggie	PROPN	Maggie
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
.	PUNCT	.
“	PUNCT	""""
And	CCONJ	and
pretty	ADV	pretty
soon	ADV	soon
,	PUNCT	,
when	SCONJ	when
I	PRON	I
've	AUX	have
learned	VERB	learn
more	ADJ	more
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
continued	VERB	continue
rapidly	ADV	rapidly
,	PUNCT	,
“	PUNCT	""""
I	PRON	I
'm	AUX	be
going	VERB	go
to	PART	to
have	AUX	have
swell	ADJ	swell
clothes	NOUN	clothe
of	ADP	of
my	PRON	my
own	ADJ	own
--	PUNCT	--
and	CCONJ	and
be	AUX	be
a	DET	a
lady	NOUN	lady
--	PUNCT	--
and	CCONJ	and
get	VERB	get
away	ADV	away
from	ADP	from
this	DET	this
dingy	ADJ	dingy
,	PUNCT	,
stuffy	ADJ	stuffy
,	PUNCT	,
dead	ADJ	dead
old	ADJ	old
place	NOUN	place
!	PUNCT	!
I	PRON	I
ca	AUX	can
n't	PART	not
stand	VERB	stand
for	ADP	for
being	AUX	be
buried	VERB	bury
down	ADV	down
here	ADV	here
much	ADV	much
longer	ADV	long
.	PUNCT	.
And	CCONJ	and
,	PUNCT	,
oh	INTJ	oh
,	PUNCT	,
Larry	PROPN	Larry
,	PUNCT	,
I	PRON	I
'm	AUX	be
going	VERB	go
to	PART	to
begin	VERB	begin
to	PART	to
work	VERB	work
with	ADP	with
you	PRON	you
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
What	PRON	what
?	PUNCT	?
”	PUNCT	""""
he	PRON	he
blinked	VERB	blink
,	PUNCT	,
not	PART	not
yet	ADV	yet
quite	ADV	quite
understanding	VERB	understand
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
think	VERB	think
I	PRON	I
'm	AUX	be
not	PART	not
clever	ADJ	clever
enough	ADV	enough
?	PUNCT	?
But	CCONJ	but
I	PRON	I
am	AUX	be
!	PUNCT	!
”	PUNCT	""""
she	PRON	she
protested	VERB	protest
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
tell	VERB	tell
you	PRON	you
I	PRON	I
've	AUX	have
learned	VERB	learn
a	DET	a
lot	NOUN	lot
.	PUNCT	.
And	CCONJ	and
Barney	PROPN	Barney
and	CCONJ	and
father	NOUN	father
have	AUX	have
let	VERB	let
me	PRON	I
help	VERB	help
in	ADP	in
a	DET	a
lot	NOUN	lot
of	ADP	of
things	NOUN	thing
--	PUNCT	--
nothing	PRON	nothing
really	ADV	really
big	ADJ	big
yet	ADV	yet
,	PUNCT	,
of	ADP	of
course	NOUN	course
.	PUNCT	.
They	PRON	they
think	VERB	think
I	PRON	I
'm	AUX	be
going	VERB	go
to	PART	to
be	AUX	be
a	DET	a
wonder	NOUN	wonder
.	PUNCT	.
Just	ADV	just
to	ADP	to
-	PUNCT	-
day	NOUN	day
father	NOUN	father
was	AUX	be
saying	VERB	say
that	SCONJ	that
you	PRON	you
and	CCONJ	and
I	PRON	I
,	PUNCT	,
teamed	VERB	team
up	ADP	up
--	PUNCT	--
Why	SCONJ	why
,	PUNCT	,
what	PRON	what
's	AUX	be
the	DET	the
matter	NOUN	matter
,	PUNCT	,
Larry	PROPN	Larry
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
You	PRON	you
and	CCONJ	and
I	PRON	I
--	PUNCT	--
teamed	VERB	team
up	ADP	up
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
repeated	VERB	repeat
slowly	ADV	slowly
.	PUNCT	.
“	PUNCT	""""
Yes	INTJ	yes
.	PUNCT	.
Do	AUX	do
n't	PART	not
you	PRON	you
like	VERB	like
the	DET	the
idea	NOUN	idea
?	PUNCT	?
”	PUNCT	""""
His	PRON	his
hands	NOUN	hand
suddenly	ADV	suddenly
gripped	VERB	grip
her	PRON	her
bare	ADJ	bare
shoulders	NOUN	shoulder
.	PUNCT	.
“	PUNCT	""""
There	PRON	there
's	AUX	be
nothing	PRON	nothing
to	ADP	to
it	PRON	it
!	PUNCT	!
”	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
almost	ADV	almost
savagely	ADV	savagely
.	PUNCT	.
“	PUNCT	""""
