UNVEILING	VERB	unveil
But	CCONJ	but
the	DET	the
women	NOUN	woman
of	ADP	of
my	PRON	my
country	NOUN	country
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
went	VERB	go
on	ADP	on
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
self	NOUN	self
-	PUNCT	-
supporting	VERB	support
ones	NOUN	one
,	PUNCT	,
do	AUX	do
not	PART	not
have	AUX	have
control	NOUN	control
of	ADP	of
money	NOUN	money
.	PUNCT	.
They	PRON	they
have	AUX	have
a	DET	a
horror	NOUN	horror
of	ADP	of
speculation	NOUN	speculation
,	PUNCT	,
and	CCONJ	and
shrink	VERB	shrink
from	ADP	from
taking	VERB	take
risks	NOUN	risk
and	CCONJ	and
making	VERB	make
ventures	NOUN	venture
,	PUNCT	,
the	DET	the
failure	NOUN	failure
of	ADP	of
which	DET	which
would	AUX	would
mean	VERB	mean
loss	NOUN	loss
or	CCONJ	or
ruin	NOUN	ruin
to	ADP	to
others	NOUN	other
.	PUNCT	.
A	PROPN	A
woman	NOUN	woman
's	PART	's
right	NOUN	right
to	PART	to
make	VERB	make
her	PRON	her
living	NOUN	living
is	AUX	be
restricted	VERB	restrict
to	ADP	to
the	DET	the
powers	NOUN	power
within	ADP	within
herself	PRON	herself
,	PUNCT	,
powers	NOUN	power
of	ADP	of
brain	NOUN	brain
and	CCONJ	and
hand	NOUN	hand
.	PUNCT	.
She	PRON	she
is	AUX	be
a	DET	a
beginner	NOUN	beginner
,	PUNCT	,
you	PRON	you
know	VERB	know
.	PUNCT	.
She	PRON	she
has	AUX	have
not	PART	not
yet	ADV	yet
learned	VERB	learn
to	PART	to
make	VERB	make
money	NOUN	money
by	ADP	by
the	DET	the
labor	NOUN	labor
of	ADP	of
others	NOUN	other
;	PUNCT	;
she	PRON	she
does	AUX	do
not	PART	not
know	VERB	know
how	SCONJ	how
to	PART	to
manipulate	VERB	manipulate
those	DET	those
who	PRON	who
are	AUX	be
less	ADV	less
intelligent	ADJ	intelligent
and	CCONJ	and
less	ADV	less
capable	ADJ	capable
than	ADP	than
herself	PRON	herself
,	PUNCT	,
and	CCONJ	and
to	PART	to
turn	VERB	turn
their	PRON	their
ignorance	NOUN	ignorance
and	CCONJ	and
helplessness	NOUN	helplessness
to	ADP	to
her	PRON	her
own	ADJ	own
account	NOUN	account
.	PUNCT	.
Perhaps	ADV	perhaps
I	PRON	I
had	AUX	have
better	ADV	well
add	VERB	add
that	SCONJ	that
she	PRON	she
is	AUX	be
more	ADV	more
religious	ADJ	religious
than	ADP	than
man	NOUN	man
,	PUNCT	,
and	CCONJ	and
is	AUX	be
sustained	VERB	sustain
in	ADP	in
this	DET	this
seeming	VERB	seem
injustice	NOUN	injustice
by	ADP	by
something	PRON	something
she	PRON	she
calls	VERB	call
conscience	NOUN	conscience
.	PUNCT	.
""""	PUNCT	""""
Severnius	PROPN	Severnius
was	AUX	be
silent	ADJ	silent
for	ADP	for
a	DET	a
moment	NOUN	moment
;	PUNCT	;
he	PRON	he
had	AUX	have
a	DET	a
habit	NOUN	habit
of	ADP	of
setting	VERB	set
his	PRON	his
reason	NOUN	reason
to	ADP	to
work	VERB	work
and	CCONJ	and
searching	VERB	search
out	ADP	out
explanations	NOUN	explanation
in	ADP	in
his	PRON	his
own	ADJ	own
mind	NOUN	mind
,	PUNCT	,
of	ADP	of
things	NOUN	thing
not	PART	not
easily	ADV	easily
understood	VERB	understand
.	PUNCT	.
As	ADP	as
a	DET	a
rule	NOUN	rule
,	PUNCT	,
the	DET	the
Marsians	PROPN	Marsians
have	AUX	have
not	PART	not
only	ADV	only
very	ADV	very
highly	ADV	highly
developed	VERB	develop
physical	NOUN	physical
faculties	NOUN	faculty
,	PUNCT	,
such	ADJ	such
as	ADP	as
sight	NOUN	sight
and	CCONJ	and
hearing	NOUN	hearing
,	PUNCT	,
but	CCONJ	but
remarkably	ADV	remarkably
acute	ADJ	acute
intellects	NOUN	intellect
.	PUNCT	.
They	PRON	they
let	VERB	let
no	DET	no
statement	NOUN	statement
pass	VERB	pass
without	ADP	without
examination	NOUN	examination
,	PUNCT	,
and	CCONJ	and
they	PRON	they
scrutinize	VERB	scrutinize
facts	NOUN	fact
closely	ADV	closely
and	CCONJ	and
seek	VERB	seek
for	ADP	for
causes	NOUN	cause
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
so	ADV	so
many	ADJ	many
women	NOUN	woman
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
he	PRON	he
,	PUNCT	,
""""	PUNCT	""""
are	AUX	be
obliged	VERB	oblige
to	PART	to
support	VERB	support
themselves	PRON	themselves
and	CCONJ	and
others	NOUN	other
beside	ADV	beside
,	PUNCT	,
as	ADP	as
you	PRON	you
say	VERB	say
,	PUNCT	,
by	ADP	by
their	PRON	their
work	NOUN	work
simply	ADV	simply
,	PUNCT	,
they	PRON	they
must	AUX	must
receive	VERB	receive
princely	ADJ	princely
wages,--and	PUNCT	wages,--and
of	ADP	of
course	NOUN	course
they	PRON	they
have	AUX	have
no	DET	no
responsibilities	NOUN	responsibility
,	PUNCT	,
which	DET	which
is	AUX	be
a	DET	a
great	ADJ	great
saving	NOUN	saving
of	ADP	of
energy	NOUN	energy
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
remembered	VERB	remember
having	VERB	have
heard	VERB	hear
it	PRON	it
stated	VERB	state
that	SCONJ	that
in	ADP	in
New	PROPN	New
York	PROPN	York
City	PROPN	City
,	PUNCT	,
the	DET	the
United	PROPN	United
States	PROPN	States
Bureau	PROPN	Bureau
gives	VERB	give
the	DET	the
average	NOUN	average
of	ADP	of
women	NOUN	woman
's	PART	's
wages	NOUN	wage
--	PUNCT	--
leaving	VERB	leave
out	ADP	out
domestic	ADJ	domestic
service	NOUN	service
and	CCONJ	and
unskilled	ADJ	unskilled
labor	NOUN	labor
--	PUNCT	--
as	ADP	as
five	NUM	five
dollars	NOUN	dollar
and	CCONJ	and
eighty	NUM	eighty
-	PUNCT	-
five	NUM	five
cents	NOUN	cent
per	ADP	per
week	NOUN	week
.	PUNCT	.
I	PRON	I
mentioned	VERB	mention
the	DET	the
fact	NOUN	fact
,	PUNCT	,
and	CCONJ	and
Severnius	PROPN	Severnius
looked	VERB	look
aghast	ADJ	aghast
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
,	PUNCT	,
a	DET	a
mere	ADJ	mere
pittance	NOUN	pittance
!	PUNCT	!
""""	PUNCT	""""
said	VERB	say
he	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Only	ADV	only
about	ADP	about
a	DET	a
third	NOUN	third
as	ADV	as
much	ADJ	much
as	ADP	as
I	PRON	I
give	VERB	give
my	PRON	my
stableman	NOUN	stableman
.	PUNCT	.
But	CCONJ	but
then	ADV	then
the	DET	the
conditions	NOUN	condition
are	AUX	be
different	ADJ	different
,	PUNCT	,
no	ADV	no
doubt	ADV	doubt
.	PUNCT	.
Here	ADV	here
in	ADP	in
Thursia	PROPN	Thursia
that	DET	that
would	AUX	would
no	DET	no
more	ADV	more
than	ADP	than
fight	VERB	fight
off	ADP	off
the	DET	the
wolf	NOUN	wolf
,	PUNCT	,
as	ADP	as
we	PRON	we
say,--the	PUNCT	say,--the
hunger	NOUN	hunger
and	CCONJ	and
cold	NOUN	cold
.	PUNCT	.
It	PRON	it
would	AUX	would
afford	VERB	afford
no	DET	no
taste	NOUN	taste
of	ADP	of
the	DET	the
better	ADJ	well
things	NOUN	thing
,	PUNCT	,
freedom	NOUN	freedom
,	PUNCT	,
leisure	NOUN	leisure
,	PUNCT	,
recreation	NOUN	recreation
,	PUNCT	,
but	CCONJ	but
would	AUX	would
reduce	VERB	reduce
life	NOUN	life
to	ADP	to
its	PRON	its
lowest	ADJ	low
terms,--mere	ADJ	terms,--mere
existence	NOUN	existence
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
fear	VERB	fear
the	DET	the
conditions	NOUN	condition
are	AUX	be
much	ADV	much
the	DET	the
same	ADJ	same
with	ADP	with
us	PRON	we
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
replied	VERB	reply
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
do	AUX	do
your	PRON	your
women	NOUN	woman
submit	VERB	submit
to	ADP	to
such	ADJ	such
conditions,--do	PUNCT	conditions,--do
they	PRON	they
not	PART	not
try	VERB	try
to	PART	to
alter	VERB	alter
them	PRON	they
,	PUNCT	,
throw	VERB	throw
them	PRON	they
off	ADP	off
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
They	PRON	they
submit	VERB	submit
,	PUNCT	,
of	ADP	of
course	NOUN	course
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
;	PUNCT	;
""""	PUNCT	""""
I	PRON	I
never	ADV	never
heard	VERB	hear
of	ADP	of
a	DET	a
revolt	NOUN	revolt
or	CCONJ	or
an	NOUN	an
insurrection	NOUN	insurrection
among	ADP	among
them	PRON	they
!	PUNCT	!
Though	SCONJ	though
there	PRON	there
seems	VERB	seem
to	PART	to
be	AUX	be
growing	VERB	grow
up	ADP	up
among	ADP	among
them	PRON	they
,	PUNCT	,
lately	ADV	lately
,	PUNCT	,
a	DET	a
determination	NOUN	determination
strong	ADJ	strong
as	ADP	as
death	NOUN	death
,	PUNCT	,
to	PART	to
work	VERB	work
out	ADP	out
of	ADP	of
those	DET	those
conditions	NOUN	condition
as	ADV	as
fast	ADV	fast
as	ADP	as
may	AUX	may
be	AUX	be
.	PUNCT	.
They	PRON	they
realize	VERB	realize
--	PUNCT	--
just	ADV	just
as	ADP	as
men	NOUN	man
have	AUX	have
been	AUX	be
forced	VERB	force
to	PART	to
realize	VERB	realize
in	ADP	in
this	DET	this
century	NOUN	century
--	PUNCT	--
that	SCONJ	that
work	NOUN	work
of	ADP	of
the	DET	the
hands	NOUN	hand
can	AUX	can
not	PART	not
compete	VERB	compete
with	ADP	with
work	NOUN	work
of	ADP	of
machines	NOUN	machine
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
trained	VERB	train
brains	NOUN	brain
are	AUX	be
better	ADJ	well
capital	NOUN	capital
than	ADP	than
trained	VERB	train
fingers	NOUN	finger
.	PUNCT	.
So	ADV	so
,	PUNCT	,
slowly	ADV	slowly
but	CCONJ	but
surely	ADV	surely
,	PUNCT	,
they	PRON	they
are	AUX	be
reaching	VERB	reach
up	ADP	up
to	ADP	to
the	DET	the
higher	ADJ	high
callings	NOUN	calling
and	CCONJ	and
working	VERB	work
into	ADP	into
places	NOUN	place
of	ADP	of
honor	NOUN	honor
and	CCONJ	and
trust	NOUN	trust
.	PUNCT	.
The	DET	the
odds	NOUN	odd
are	AUX	be
against	ADP	against
them	PRON	they
,	PUNCT	,
because	SCONJ	because
the	DET	the
'	PUNCT	'
ins	NOUN	in
'	PUNCT	'
always	ADV	always
have	AUX	have
a	DET	a
tremendous	ADJ	tremendous
advantage	NOUN	advantage
over	ADP	over
the	DET	the
'	PUNCT	'
outs	NOUN	out
.	PUNCT	.
'	PUNCT	'
The	DET	the
women	NOUN	woman
,	PUNCT	,
having	VERB	have
never	ADV	never
been	AUX	be
in	ADV	in
,	PUNCT	,
must	AUX	must
submit	VERB	submit
to	ADP	to
a	DET	a
rigid	ADJ	rigid
examination	NOUN	examination
and	CCONJ	and
extraordinary	ADJ	extraordinary
tests	NOUN	test
.	PUNCT	.
They	PRON	they
know	VERB	know
that	SCONJ	that
,	PUNCT	,
and	CCONJ	and
they	PRON	they
are	AUX	be
rising	VERB	rise
to	ADP	to
it	PRON	it
.	PUNCT	.
Whenever	SCONJ	whenever
,	PUNCT	,
it	PRON	it
is	AUX	be
said	VERB	say
,	PUNCT	,
they	PRON	they
come	VERB	come
into	ADP	into
competition	NOUN	competition
with	ADP	with
men	NOUN	man
,	PUNCT	,
in	ADP	in
our	PRON	our
colleges	NOUN	college
and	CCONJ	and
training	NOUN	training
schools	NOUN	school
,	PUNCT	,
they	PRON	they
hold	VERB	hold
their	PRON	their
own	ADJ	own
and	CCONJ	and
more	ADJ	more
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
What	PRON	what
are	AUX	be
they	PRON	they
fitting	VERB	fit
for	ADP	for
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
Severnius	PROPN	Severnius
.	PUNCT	.
""""	PUNCT	""""
Largely	ADV	largely
for	ADP	for
the	DET	the
professions	NOUN	profession
.	PUNCT	.
They	PRON	they
are	AUX	be
becoming	VERB	become
doctors	NOUN	doctor
,	PUNCT	,
lawyers	NOUN	lawyer
,	PUNCT	,
editors	NOUN	editor
,	PUNCT	,
artists	NOUN	artist
,	PUNCT	,
writers	NOUN	writer
.	PUNCT	.
The	DET	the
enormous	ADJ	enormous
systems	NOUN	system
of	ADP	of
public	ADJ	public
schools	NOUN	school
in	ADP	in
my	PRON	my
own	ADJ	own
and	CCONJ	and
other	ADJ	other
countries	NOUN	country
is	AUX	be
entirely	ADV	entirely
in	ADP	in
their	PRON	their
hands,--except	NOUN	hands,--except
of	ADP	of
course	NOUN	course
in	ADP	in
the	DET	the
management	NOUN	management
and	CCONJ	and
directorship	NOUN	directorship
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Except	SCONJ	except
in	ADP	in
the	DET	the
management	NOUN	management
and	CCONJ	and
directorship	NOUN	directorship
?	PUNCT	?
""""	PUNCT	""""
echoed	VERB	echo
Severnius	PROPN	Severnius
.	PUNCT	.
""""	PUNCT	""""
Of	ADV	of
course	ADV	course
they	PRON	they
do	AUX	do
not	PART	not
provide	VERB	provide
and	CCONJ	and
disburse	VERB	disburse
the	DET	the
funds	NOUN	fund
,	PUNCT	,
see	VERB	see
to	ADP	to
the	DET	the
building	NOUN	building
of	ADP	of
school	NOUN	school
-	PUNCT	-
houses	NOUN	house
,	PUNCT	,
and	CCONJ	and
dictate	VERB	dictate
the	DET	the
policy	NOUN	policy
of	ADP	of
the	DET	the
schools	NOUN	school
!	PUNCT	!
""""	PUNCT	""""
I	VERB	I
retorted	VERB	retort
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
they	PRON	they
teach	VERB	teach
them	PRON	they
;	PUNCT	;
you	PRON	you
can	AUX	can
hardly	ADV	hardly
find	VERB	find
a	DET	a
male	ADJ	male
teacher	NOUN	teacher
except	SCONJ	except
at	ADP	at
the	DET	the
head	NOUN	head
of	ADP	of
a	DET	a
school,--to	NOUN	school,--to
keep	VERB	keep
the	DET	the
faculty	NOUN	faculty
in	ADP	in
order	NOUN	order
.	PUNCT	.
""""	PUNCT	""""
Severnius	PROPN	Severnius
refrained	VERB	refrain
from	ADP	from
comment	NOUN	comment
upon	SCONJ	upon
this	DET	this
,	PUNCT	,
seeing	VERB	see
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
,	PUNCT	,
that	SCONJ	that
I	PRON	I
was	AUX	be
getting	VERB	get
a	DET	a
little	ADJ	little
impatient	ADJ	impatient
.	PUNCT	.
He	PRON	he
walked	VERB	walk
along	ADV	along
with	ADP	with
his	PRON	his
head	NOUN	head
down	ADV	down
.	PUNCT	.
I	PRON	I
think	VERB	think
I	PRON	I
neglected	VERB	neglect
to	PART	to
say	VERB	say
that	SCONJ	that
we	PRON	we
were	AUX	be
taking	VERB	take
a	DET	a
long	ADJ	long
tramp	NOUN	tramp
into	ADP	into
the	DET	the
country	NOUN	country
,	PUNCT	,
as	ADP	as
we	PRON	we
often	ADV	often
did	AUX	do
.	PUNCT	.
In	ADP	in
order	NOUN	order
to	PART	to
change	VERB	change
the	DET	the
conversation	NOUN	conversation
,	PUNCT	,
I	PRON	I
asked	VERB	ask
him	PRON	he
what	PRON	what
sort	NOUN	sort
of	ADP	of
a	DET	a
government	NOUN	government
they	PRON	they
had	AUX	have
in	ADP	in
Paleveria	PROPN	Paleveria
,	PUNCT	,
and	CCONJ	and
was	AUX	be
delighted	ADJ	delighted
when	SCONJ	when
he	PRON	he
replied	VERB	reply
that	SCONJ	that
it	PRON	it
was	AUX	be
a	DET	a
free	ADJ	free
republic	NOUN	republic
.	PUNCT	.
""""	PUNCT	""""
My	PRON	my
country	NOUN	country
is	AUX	be
a	DET	a
republic	NOUN	republic
also	ADV	also
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
proudly	ADV	proudly
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
both	DET	both
have	AUX	have
much	ADJ	much
to	PART	to
be	AUX	be
thankful	ADJ	thankful
for	ADP	for
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
answered	VERB	answer
.	PUNCT	.
""""	PUNCT	""""
A	DET	a
republic	NOUN	republic
is	AUX	be
the	DET	the
only	ADJ	only
natural	ADJ	natural
government	NOUN	government
in	ADP	in
the	DET	the
world	NOUN	world
,	PUNCT	,
and	CCONJ	and
man	NOUN	man
can	AUX	can
not	PART	not
get	VERB	get
above	ADP	above
nature	NOUN	nature
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
thought	VERB	think
this	DET	this
remark	NOUN	remark
rather	ADV	rather
singular,--at	ADJ	singular,--at
variance	NOUN	variance
with	ADP	with
progress	NOUN	progress
and	CCONJ	and
high	ADJ	high
civilization	NOUN	civilization
.	PUNCT	.
But	CCONJ	but
I	PRON	I
let	VERB	let
it	PRON	it
pass	VERB	pass
,	PUNCT	,
thinking	VERB	think
to	PART	to
take	VERB	take
it	PRON	it
up	ADP	up
at	ADP	at
some	DET	some
future	ADJ	future
time	NOUN	time
.	PUNCT	.
""""	PUNCT	""""
How	SCONJ	how
do	AUX	do
you	PRON	you
vote	VERB	vote
here	ADV	here
?	PUNCT	?
""""	PUNCT	""""
I	PRON	I
asked	VERB	ask
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
are	AUX	be
your	PRON	your
qualifications	NOUN	qualification
and	CCONJ	and
restrictions	NOUN	restriction
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Briefly	ADV	briefly
told	VERB	tell
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
replied	VERB	reply
.	PUNCT	.
""""	PUNCT	""""
Every	DET	every
citizen	NOUN	citizen
may	AUX	may
vote	VERB	vote
on	ADP	on
all	DET	all
public	NOUN	public
questions	NOUN	question
,	PUNCT	,
and	CCONJ	and
in	ADP	in
all	DET	all
elections	NOUN	election
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
what	PRON	what
constitutes	VERB	constitute
citizenship	NOUN	citizenship
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
A	DET	a
native	NOUN	native
-	PUNCT	-
born	VERB	bear
is	AUX	be
a	DET	a
citizen	NOUN	citizen
when	SCONJ	when
he	PRON	he
or	CCONJ	or
she	PRON	she
reaches	VERB	reach
maturity	NOUN	maturity
.	PUNCT	.
Foreigners	NOUN	foreigner
are	AUX	be
treated	VERB	treat
as	ADP	as
minors	NOUN	minor
until	ADP	until
they	PRON	they
have	AUX	have
lived	VERB	live
as	ADV	as
long	ADV	long
under	ADP	under
the	DET	the
government	NOUN	government
as	ADP	as
it	PRON	it
takes	VERB	take
for	ADP	for
a	DET	a
child	NOUN	child
to	PART	to
come	VERB	come
of	ADP	of
age	NOUN	age
.	PUNCT	.
It	PRON	it
is	AUX	be
thus	ADV	thus
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
added	VERB	add
,	PUNCT	,
facetiously	ADV	facetiously
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
we	PRON	we
punish	VERB	punish
people	NOUN	people
for	ADP	for
presuming	VERB	presume
to	PART	to
be	AUX	be
born	VERB	bear
outside	ADP	outside
our	PRON	our
happy	ADJ	happy
country	NOUN	country
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Excuse	VERB	excuse
me	PRON	I
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
but	CCONJ	but
do	AUX	do
I	PRON	I
understand	VERB	understand
you	PRON	you
to	PART	to
say	VERB	say
that	SCONJ	that
your	PRON	your
women	NOUN	woman
have	AUX	have
the	DET	the
right	NOUN	right
of	ADP	of
suffrage	NOUN	suffrage
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Assuredly	ADV	assuredly
.	PUNCT	.
Do	AUX	do
not	PART	not
yours	NOUN	your
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Indeed	ADV	indeed
no	INTJ	no
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
replied	VERB	reply
,	PUNCT	,
the	DET	the
masculine	ADJ	masculine
instinct	NOUN	instinct
of	ADP	of
superiority	NOUN	superiority
swelling	VERB	swell
within	ADP	within
me	PRON	I
.	PUNCT	.
Severnius	PROPN	Severnius
wears	VERB	wear
spectacles	NOUN	spectacle
.	PUNCT	.
He	PRON	he
adjusted	VERB	adjust
them	PRON	they
carefully	ADV	carefully
on	ADP	on
his	PRON	his
nose	NOUN	nose
and	CCONJ	and
looked	VERB	look
at	ADP	at
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
did	AUX	do
you	PRON	you
not	PART	not
tell	VERB	tell
me	PRON	I
just	ADV	just
now	ADV	now
that	SCONJ	that
your	PRON	your
country	NOUN	country
is	AUX	be
a	DET	a
republic	NOUN	republic
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
It	PRON	it
is	AUX	be
,	PUNCT	,
but	CCONJ	but
we	PRON	we
do	AUX	do
not	PART	not
hold	VERB	hold
that	SCONJ	that
women	NOUN	woman
are	AUX	be
our	PRON	our
political	ADJ	political
equals	NOUN	equal
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
answered	VERB	answer
.	PUNCT	.
His	PRON	his
face	NOUN	face
was	AUX	be
an	DET	an
exclamation	NOUN	exclamation
and	CCONJ	and
interrogation	NOUN	interrogation
point	NOUN	point
fused	VERB	fuse
into	ADP	into
one	NUM	one
.	PUNCT	.
""""	PUNCT	""""
Indeed	ADV	indeed
!	PUNCT	!
and	CCONJ	and
how	SCONJ	how
do	AUX	do
you	PRON	you
manage	VERB	manage
it,--how	PUNCT	it,--how
,	PUNCT	,
for	ADP	for
instance	NOUN	instance
,	PUNCT	,
can	AUX	can
you	PRON	you
prevent	VERB	prevent
them	PRON	they
from	ADP	from
voting	VERB	vote
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
O	INTJ	o
,	PUNCT	,
they	PRON	they
do	AUX	do
n't	PART	not
often	ADV	often
try	VERB	try
it	PRON	it
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
said	VERB	say
,	PUNCT	,
laughing	VERB	laugh
.	PUNCT	.
""""	PUNCT	""""
When	SCONJ	when
they	PRON	they
do	AUX	do
,	PUNCT	,
we	PRON	we
simply	ADV	simply
throw	VERB	throw
their	PRON	their
ballots	NOUN	ballot
out	ADP	out
of	ADP	of
the	DET	the
count	NOUN	count
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Is	AUX	be
it	PRON	it
possible	ADJ	possible
!	PUNCT	!
That	DET	that
seems	VERB	seem
to	ADP	to
me	PRON	I
a	DET	a
great	ADJ	great
unfairness	NOUN	unfairness
.	PUNCT	.
However	ADV	however
,	PUNCT	,
it	PRON	it
can	AUX	can
be	AUX	be
accounted	VERB	account
for	ADP	for
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
,	PUNCT	,
from	ADP	from
the	DET	the
fact	NOUN	fact
that	SCONJ	that
things	NOUN	thing
are	AUX	be
so	ADV	so
different	ADJ	different
on	ADP	on
the	DET	the
Earth	NOUN	earth
to	ADP	to
what	PRON	what
they	PRON	they
are	AUX	be
here	ADV	here
.	PUNCT	.
Our	PRON	our
government	NOUN	government
,	PUNCT	,
you	PRON	you
see	VERB	see
,	PUNCT	,
rests	VERB	rest
upon	SCONJ	upon
a	DET	a
system	NOUN	system
of	ADP	of
taxation	NOUN	taxation
.	PUNCT	.
We	PRON	we
tax	VERB	tax
all	DET	all
property	NOUN	property
to	PART	to
defray	VERB	defray
governmental	ADJ	governmental
expenses	NOUN	expense
,	PUNCT	,
and	CCONJ	and
for	ADP	for
many	ADJ	many
other	ADJ	other
purposes	NOUN	purpose
tending	VERB	tend
toward	ADP	toward
the	DET	the
general	ADJ	general
good	NOUN	good
;	PUNCT	;
which	DET	which
makes	VERB	make
it	PRON	it
necessary	ADJ	necessary
that	SCONJ	that
all	DET	all
our	PRON	our
citizens	NOUN	citizen
shall	AUX	shall
have	AUX	have
a	DET	a
voice	NOUN	voice
in	ADP	in
our	PRON	our
political	ADJ	political
economy	NOUN	economy
.	PUNCT	.
But	CCONJ	but
you	PRON	you
say	VERB	say
your	PRON	your
women	NOUN	woman
have	AUX	have
no	DET	no
property	NOUN	property
,	PUNCT	,
and	CCONJ	and
so--	PUNCT	so--
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
beg	VERB	beg
your	PRON	your
pardon	NOUN	pardon
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
interposed	VERB	interpose
;	PUNCT	;
""""	PUNCT	""""
I	PRON	I
did	AUX	do
not	PART	not
say	VERB	say
that	DET	that
.	PUNCT	.
We	PRON	we
have	AUX	have
a	DET	a
great	ADJ	great
many	ADJ	many
very	ADV	very
rich	ADJ	rich
women,--women	NOUN	women,--woman
whose	DET	whose
husbands	NOUN	husband
or	CCONJ	or
fathers	NOUN	father
have	AUX	have
left	VERB	leave
them	PRON	they
fortunes	NOUN	fortune
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Then	ADV	then
they	PRON	they
of	ADP	of
course	NOUN	course
have	AUX	have
a	DET	a
vote	NOUN	vote
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
They	PRON	they
do	AUX	do
not	PART	not
.	PUNCT	.
You	PRON	you
ca	AUX	can
n't	PART	not
make	VERB	make
a	DET	a
distinction	NOUN	distinction
like	ADP	like
that	DET	that
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
No	INTJ	no
?	PUNCT	?
But	CCONJ	but
you	PRON	you
exempt	VERB	exempt
their	PRON	their
property	NOUN	property
,	PUNCT	,
perhaps	ADV	perhaps
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Of	ADV	of
course	ADV	course
not	PART	not
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
you	PRON	you
tell	VERB	tell
me	PRON	I
that	SCONJ	that
you	PRON	you
tax	VERB	tax
property	NOUN	property
,	PUNCT	,
to	ADP	to
whatever	DET	whatever
amount	NOUN	amount
,	PUNCT	,
and	CCONJ	and
for	ADP	for
whatever	DET	whatever
purpose	NOUN	purpose
,	PUNCT	,
you	PRON	you
choose	VERB	choose
,	PUNCT	,
without	ADP	without
allowing	VERB	allow
the	DET	the
owner	NOUN	owner
her	PRON	her
fractional	ADJ	fractional
right	NOUN	right
to	PART	to
decide	VERB	decide
about	ADP	about
either	CCONJ	either
the	DET	the
one	NUM	one
or	CCONJ	or
the	DET	the
other	ADJ	other
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Their	PRON	their
interests	NOUN	interest
are	AUX	be
identical	ADJ	identical
with	ADP	with
ours	PRON	ours
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
replied	VERB	reply
,	PUNCT	,
""""	PUNCT	""""
so	ADV	so
what	PRON	what
is	AUX	be
the	DET	the
difference	NOUN	difference
?	PUNCT	?
We	PRON	we
men	NOUN	man
manage	VERB	manage
the	DET	the
government	NOUN	government
business	NOUN	business
,	PUNCT	,
and	CCONJ	and
I	PRON	I
fancy	VERB	fancy
