More	ADJ	More
is	AUX	be
one	NOUN	one
that	PRON	that
seems	VERB	seem
just	ADV	just
within	ADP	within
grasp	NOUN	grasp
,	PUNCT	,
but	CCONJ	but
of	ADP	of
which	DET	which
conscience	NOUN	conscience
says	VERB	say
one	PRON	one
should	AUX	should
not	PART	not
take	VERB	take
advantage	NOUN	advantage
.	PUNCT	.
Think	VERB	think
what	PRON	what
this	DET	this
means	VERB	mean
!	PUNCT	!
I	PRON	I
have	AUX	have
a	DET	a
hundred	NUM	hundred
or	CCONJ	or
two	NUM	two
a	DET	a
year	NOUN	year
from	ADP	from
the	DET	the
dear	ADJ	dear
old	ADJ	old
godfather	NOUN	godfather
,	PUNCT	,
and	CCONJ	and
a	DET	a
few	ADJ	few
more	ADJ	more
for	ADP	for
my	PRON	my
salary	NOUN	salary
--	PUNCT	--
in	ADP	in
all	ADV	all
about	ADV	about
as	ADV	as
much	ADJ	much
as	ADP	as
a	DET	a
fashionable	ADJ	fashionable
lady	NOUN	lady
would	AUX	would
spend	VERB	spend
on	ADP	on
clothes	NOUN	clothe
and	CCONJ	and
jewellery	NOUN	jewellery
.	PUNCT	.
Even	ADV	even
with	ADP	with
what	PRON	what
my	PRON	my
father	NOUN	father
and--	CCONJ	and--
hers	NOUN	her
might	AUX	might
be	AUX	be
willing	ADJ	willing
to	PART	to
add	VERB	add
,	PUNCT	,
it	PRON	it
would	AUX	would
mean	VERB	mean
comparative	ADJ	comparative
poverty	NOUN	poverty
for	ADP	for
years	NOUN	year
to	PART	to
come	VERB	come
,	PUNCT	,
and	CCONJ	and
some	DET	some
people	NOUN	people
are	AUX	be
not	PART	not
made	VERB	make
for	ADP	for
poverty	NOUN	poverty
,	PUNCT	,
and	CCONJ	and
could	AUX	could
not	PART	not
be	AUX	be
happy	ADJ	happy
under	ADP	under
such	ADJ	such
conditions	NOUN	condition
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
There	PRON	there
are	AUX	be
things	NOUN	thing
which	DET	which
are	AUX	be
worth	ADJ	worth
more	ADJ	more
than	ADP	than
money	NOUN	money
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
To	ADP	to
you	PRON	you
and	CCONJ	and
me	PRON	I
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
Peg	PROPN	Peg
,	PUNCT	,
a	DET	a
thousand	NUM	thousand
times	NOUN	time
,	PUNCT	,
but	CCONJ	but
not	PART	not
to	ADP	to
every	DET	every
one	NUM	one
!	PUNCT	!
The	DET	the
bent	NOUN	bent
of	ADP	of
a	DET	a
lifetime	NOUN	lifetime
does	AUX	do
not	PART	not
easily	ADV	easily
alter	VERB	alter
.	PUNCT	.
One	PRON	one
may	AUX	may
think	VERB	think
it	PRON	it
does	AUX	do
under	ADP	under
the	DET	the
stress	NOUN	stress
of	ADP	of
strong	ADJ	strong
feeling	NOUN	feeling
,	PUNCT	,
but	CCONJ	but
it	PRON	it
is	AUX	be
a	DET	a
very	ADV	very
difficult	ADJ	difficult
matter	NOUN	matter
when	SCONJ	when
it	PRON	it
comes	VERB	come
to	ADP	to
living	VERB	live
a	DET	a
restricted	ADJ	restricted
life	NOUN	life
day	NOUN	day
after	ADP	after
day	NOUN	day
,	PUNCT	,
month	NOUN	month
after	ADP	after
month	NOUN	month
,	PUNCT	,
and	CCONJ	and
to	ADP	to
giving	VERB	give
up	ADP	up
the	DET	the
luxuries	NOUN	luxury
and	CCONJ	and
pleasures	NOUN	pleasure
to	PART	to
which	DET	which
one	PRON	one
has	AUX	have
been	AUX	be
accustomed	VERB	accustom
.	PUNCT	.
It	PRON	it
is	AUX	be
better	ADJ	well
to	PART	to
face	VERB	face
a	DET	a
definite	ADJ	definite
sorrow	NOUN	sorrow
,	PUNCT	,
than	ADP	than
life	NOUN	life
-	PUNCT	-
long	NOUN	long
regret	NOUN	regret
and	CCONJ	and
repining	NOUN	repining
.	PUNCT	.
""""	PUNCT	""""
Arthur	PROPN	Arthur
's	PART	's
face	NOUN	face
hardened	VERB	harden
into	ADP	into
a	DET	a
determination	NOUN	determination
which	DET	which
had	AUX	have
in	ADP	in
it	PRON	it
a	DET	a
sadness	NOUN	sadness
which	DET	which
Peggy	PROPN	Peggy
was	AUX	be
quick	ADJ	quick
to	PART	to
understand	VERB	understand
.	PUNCT	.
The	DET	the
bitterest	ADJ	bitter
drop	NOUN	drop
in	ADP	in
the	DET	the
poor	ADJ	poor
fellow	NOUN	fellow
's	PART	's
cup	NOUN	cup
was	AUX	be
the	DET	the
consciousness	NOUN	consciousness
that	SCONJ	that
the	DET	the
girl	NOUN	girl
whom	PRON	whom
he	PRON	he
loved	VERB	love
was	AUX	be
neither	CCONJ	neither
strong	ADJ	strong
nor	CCONJ	nor
unselfish	ADJ	unselfish
enough	ADV	enough
to	PART	to
value	VERB	value
happiness	NOUN	happiness
before	ADP	before
worldly	ADJ	worldly
prosperity	NOUN	prosperity
,	PUNCT	,
and	CCONJ	and
his	PRON	his
sister	NOUN	sister
's	PART	's
heart	NOUN	heart
grew	VERB	grow
hot	ADJ	hot
with	ADP	with
indignation	NOUN	indignation
at	ADP	at
the	DET	the
thought	NOUN	thought
that	SCONJ	that
any	DET	any
one	NOUN	one
dared	VERB	dare
to	PART	to
think	VERB	think
herself	PRON	herself
too	ADV	too
good	ADJ	good
for	ADP	for
Arthur	PROPN	Arthur
Saville	PROPN	Saville
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
hope	VERB	hope
and	CCONJ	and
pray	VERB	pray
,	PUNCT	,
Arthur	PROPN	Arthur
,	PUNCT	,
that	SCONJ	that
when	SCONJ	when
the	DET	the
time	NOUN	time
comes	VERB	come
for	ADP	for
you	PRON	you
to	PART	to
marry	VERB	marry
,	PUNCT	,
your	PRON	your
wife	NOUN	wife
will	AUX	will
realise	VERB	realise
that	SCONJ	that
she	PRON	she
is	AUX	be
a	DET	a
most	ADV	most
blessedly	ADV	blessedly
fortunate	ADJ	fortunate
woman	NOUN	woman
,	PUNCT	,
and	CCONJ	and
not	PART	not
harbour	VERB	harbour
any	DET	any
delusions	NOUN	delusion
about	ADP	about
making	VERB	make
a	DET	a
martyr	NOUN	martyr
of	ADP	of
herself	PRON	herself
!	PUNCT	!
You	PRON	you
are	AUX	be
perfectly	ADV	perfectly
right	ADJ	right
in	ADP	in
wishing	VERB	wish
to	PART	to
keep	VERB	keep
out	ADP	out
of	ADP	of
the	DET	the
way	NOUN	way
under	ADP	under
the	DET	the
circumstances	NOUN	circumstance
,	PUNCT	,
and	CCONJ	and
I	PRON	I
will	AUX	will
do	AUX	do
the	DET	the
same	ADJ	same
.	PUNCT	.
I	PRON	I
never	ADV	never
wish	VERB	wish
to	PART	to
see	VERB	see
`	PUNCT	`
other	NOUN	other
people	NOUN	people
'	PUNCT	'
again	ADV	again
,	PUNCT	,
or	CCONJ	or
to	PART	to
speak	VERB	speak
to	ADP	to
her	PRON	she
,	PUNCT	,
or	CCONJ	or
to	PART	to
have	AUX	have
anything	PRON	anything
whatever	DET	whatever
to	PART	to
do	AUX	do
with	ADP	with
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
If	SCONJ	if
you	PRON	you
want	VERB	want
to	PART	to
please	VERB	please
me	PRON	I
,	PUNCT	,
you	PRON	you
will	AUX	will
see	VERB	see
as	ADV	as
much	ADJ	much
of	ADP	of
her	PRON	she
as	ADP	as
you	PRON	you
can	AUX	can
,	PUNCT	,
for	ADP	for
you	PRON	you
can	AUX	can
help	VERB	help
the	DET	the
poor	ADJ	poor
girl	NOUN	girl
more	ADV	more
than	ADP	than
any	DET	any
one	NUM	one
else	ADV	else
.	PUNCT	.
She	PRON	she
is	AUX	be
fond	ADJ	fond
of	ADP	of
you	PRON	you
,	PUNCT	,
and	CCONJ	and
knows	VERB	know
that	SCONJ	that
you	PRON	you
return	VERB	return
her	PRON	her
affection	NOUN	affection
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
!	PUNCT	!
I	PRON	I
wo	AUX	will
n't	PART	not
!	PUNCT	!
How	SCONJ	how
can	AUX	can
I	PRON	I
be	AUX	be
fond	ADJ	fond
of	ADP	of
her	PRON	she
when	SCONJ	when
she	PRON	she
makes	VERB	make
you	PRON	you
unhappy	ADJ	unhappy
?	PUNCT	?
If	SCONJ	if
you	PRON	you
are	AUX	be
not	PART	not
grand	ADJ	grand
enough	ADV	enough
for	ADP	for
her	PRON	she
,	PUNCT	,
then	ADV	then
neither	ADV	neither
am	AUX	be
I	PRON	I
;	PUNCT	;
but	CCONJ	but
I	PRON	I
have	AUX	have
yet	ADV	yet
to	PART	to
learn	VERB	learn
that	SCONJ	that
the	DET	the
Savilles	PROPN	Savilles
are	AUX	be
unworthy	ADJ	unworthy
of	ADP	of
any	DET	any
alliance	NOUN	alliance
which	DET	which
they	PRON	they
may	AUX	may
choose	VERB	choose
to	PART	to
make	VERB	make
.	PUNCT	.
I	PRON	I
ca	AUX	can
n't	PART	not
be	AUX	be
a	DET	a
hypocrite	NOUN	hypocrite
even	ADV	even
to	PART	to
please	VERB	please
you	PRON	you
,	PUNCT	,
Arthur	PROPN	Arthur
,	PUNCT	,
and	CCONJ	and
I	PRON	I
'll	AUX	will
have	AUX	have
nothing	PRON	nothing
more	ADJ	more
to	PART	to
say	VERB	say
to	ADP	to
Rosalind	PROPN	Rosalind
Darcy	PROPN	Darcy
from	ADP	from
this	DET	this
hour	NOUN	hour
!	PUNCT	!
""""	PUNCT	""""
protested	VERB	protest
Peggy	PROPN	Peggy
violently	ADV	violently
,	PUNCT	,
then	ADV	then
suddenly	ADV	suddenly
melted	VERB	melt
into	ADP	into
tears	NOUN	tear
,	PUNCT	,
and	CCONJ	and
laying	VERB	lay
her	PRON	her
head	NOUN	head
on	ADP	on
Arthur	PROPN	Arthur
's	PART	's
shoulder	NOUN	shoulder
,	PUNCT	,
proceeded	VERB	proceed
to	PART	to
contradict	VERB	contradict
every	DET	every
word	NOUN	word
she	PRON	she
had	AUX	have
spoken	VERB	speak
.	PUNCT	.
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
I	PRON	I
will	AUX	will
!	PUNCT	!
I	PRON	I
'll	AUX	will
do	AUX	do
anything	PRON	anything
you	PRON	you
want	VERB	want
,	PUNCT	,
but	CCONJ	but
,	PUNCT	,
oh	INTJ	oh
,	PUNCT	,
why	SCONJ	why
did	AUX	do
you	PRON	you
do	AUX	do
it	PRON	it
?	PUNCT	?
Why	SCONJ	why
did	AUX	do
you	PRON	you
fall	VERB	fall
in	ADP	in
love	NOUN	love
at	ADV	at
all	ADV	all
?	PUNCT	?
Why	SCONJ	why
could	AUX	could
n't	PART	not
you	PRON	you
go	VERB	go
on	ADP	on
loving	VERB	love
me	PRON	I
best	ADV	well
,	PUNCT	,
and	CCONJ	and
being	AUX	be
happy	ADJ	happy
and	CCONJ	and
comfortable	ADJ	comfortable
?	PUNCT	?
""""	PUNCT	""""
Peggy	PROPN	Peggy
wept	VERB	weep
and	CCONJ	and
moaned	VERB	moan
,	PUNCT	,
and	CCONJ	and
Arthur	PROPN	Arthur
shook	VERB	shake
her	PRON	she
by	ADP	by
the	DET	the
shoulder	NOUN	shoulder
with	ADP	with
all	DET	all
a	DET	a
man	NOUN	man
's	PART	's
horror	NOUN	horror
at	ADP	at
the	DET	the
sight	NOUN	sight
of	ADP	of
tears	NOUN	tear
.	PUNCT	.
""""	PUNCT	""""
Hold	VERB	hold
hard	ADV	hard
,	PUNCT	,
Peg	PROPN	Peg
!	PUNCT	!
Hold	VERB	hold
hard	ADV	hard
!	PUNCT	!
For	ADP	for
pity	NOUN	pity
's	PART	's
sake	NOUN	sake
do	AUX	do
n't	PART	not
cry	VERB	cry
!	PUNCT	!
Your	PRON	your
eyes	NOUN	eye
will	AUX	will
be	AUX	be
crimson	ADJ	crimson
in	ADP	in
another	DET	another
moment	NOUN	moment
,	PUNCT	,
and	CCONJ	and
the	DET	the
Rollos	PROPN	Rollos
will	AUX	will
be	AUX	be
coming	VERB	come
in	ADP	in
to	ADP	to
tea	NOUN	tea
,	PUNCT	,
and	CCONJ	and
wondering	VERB	wonder
what	PRON	what
on	ADP	on
earth	NOUN	earth
is	AUX	be
the	DET	the
matter	NOUN	matter
.	PUNCT	.
So	ADV	so
unbecoming	ADJ	unbecoming
,	PUNCT	,
too	ADV	too
!	PUNCT	!
What	PRON	what
a	DET	a
funny	ADJ	funny
little	ADJ	little
fright	NOUN	fright
you	PRON	you
do	AUX	do
look	VERB	look
,	PUNCT	,
to	PART	to
be	AUX	be
sure	ADJ	sure
!	PUNCT	!
""""	PUNCT	""""
said	VERB	say
Arthur	PROPN	Arthur
shrewdly	ADV	shrewdly
,	PUNCT	,
and	CCONJ	and
chuckled	VERB	chuckle
in	ADP	in
triumph	NOUN	triumph
as	ADP	as
Peggy	PROPN	Peggy
stopped	VERB	stop
short	ADV	short
in	ADP	in
the	DET	the
middle	NOUN	middle
of	ADP	of
a	DET	a
sob	NOUN	sob
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
with	ADP	with
two	NUM	two
tears	NOUN	tear
in	ADP	in
the	DET	the
very	ADJ	very
act	NOUN	act
of	ADP	of
rolling	VERB	roll
down	ADP	down
her	PRON	her
nose	NOUN	nose
,	PUNCT	,
rushed	VERB	rush
to	ADP	to
the	DET	the
nearest	ADJ	near
mirror	NOUN	mirror
and	CCONJ	and
began	VERB	begin
dabbing	VERB	dab
at	ADP	at
her	PRON	her
face	NOUN	face
with	ADP	with
a	DET	a
minute	ADJ	minute
pocket-	NOUN	pocket-
handkerchief	NOUN	handkerchief
.	PUNCT	.
""""	PUNCT	""""
Horrors	NOUN	horror
!	PUNCT	!
They	PRON	they
do	AUX	do
look	VERB	look
red	ADJ	red
.	PUNCT	.
I	PRON	I
'll	AUX	will
go	VERB	go
up	ADP	up
to	ADP	to
my	PRON	my
room	NOUN	room
and	CCONJ	and
stand	VERB	stand
in	ADP	in
a	DET	a
draught	NOUN	draught
,	PUNCT	,
and	CCONJ	and
you	PRON	you
must	AUX	must
keep	VERB	keep
the	DET	the
visitors	NOUN	visitor
occupied	ADJ	occupied
till	SCONJ	till
I	PRON	I
come	VERB	come
down	ADV	down
.	PUNCT	.
Do	AUX	do
n't	PART	not
let	VERB	let
father	NOUN	father
get	VERB	get
impatient	ADJ	impatient
.	PUNCT	.
I	PRON	I
'll	AUX	will
come	VERB	come
back	ADV	back
the	DET	the
moment	NOUN	moment
I	PRON	I
am	AUX	be
respectable	ADJ	respectable
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
cried	VERB	cry
,	PUNCT	,
and	CCONJ	and
flew	VERB	fly
breathlessly	ADV	breathlessly
from	ADP	from
the	DET	the
room	NOUN	room
,	PUNCT	,
just	ADV	just
in	ADP	in
time	NOUN	time
to	PART	to
avoid	VERB	avoid
Mrs	PROPN	Mrs
and	CCONJ	and
Miss	PROPN	Miss
Rollo	PROPN	Rollo
,	PUNCT	,
who	PRON	who
entered	VERB	enter
by	ADP	by
another	DET	another
door	NOUN	door
.	PUNCT	.
The	DET	the
""""	PUNCT	""""
country	NOUN	country
cousin	NOUN	cousin
""""	PUNCT	""""
sight	NOUN	sight
-	PUNCT	-
seeing	NOUN	seeing
had	AUX	have
been	AUX	be
carried	VERB	carry
on	ADP	on
with	ADP	with
much	ADJ	much
gusto	NOUN	gusto
in	ADP	in
the	DET	the
intervals	NOUN	interval
of	ADP	of
house	NOUN	house
-	PUNCT	-
hunting	NOUN	hunting
,	PUNCT	,
and	CCONJ	and
more	ADV	more
than	ADP	than
once	ADV	once
Eunice	PROPN	Eunice
Rollo	PROPN	Rollo
had	AUX	have
been	AUX	be
included	VERB	include
in	ADP	in
the	DET	the
party	NOUN	party
,	PUNCT	,
for	ADP	for
,	PUNCT	,
like	ADP	like
many	ADJ	many
Londoners	PROPN	Londoners
born	VERB	bear
and	CCONJ	and
bred	VERB	breed
,	PUNCT	,
she	PRON	she
had	AUX	have
neglected	VERB	neglect
to	PART	to
visit	VERB	visit
places	NOUN	place
close	ADV	close
at	ADP	at
hand	NOUN	hand
,	PUNCT	,
and	CCONJ	and
was	AUX	be
delighted	VERB	delight
to	PART	to
have	AUX	have
so	ADV	so
pleasant	ADJ	pleasant
an	DET	an
opportunity	NOUN	opportunity
of	ADP	of
making	VERB	make
their	PRON	their
acquaintance	NOUN	acquaintance
.	PUNCT	.
The	DET	the
three	NUM	three
girls	NOUN	girl
spent	VERB	spend
an	DET	an
afternoon	NOUN	afternoon
in	ADP	in
the	DET	the
British	PROPN	British
Museum	PROPN	Museum
,	PUNCT	,
and	CCONJ	and
discussed	VERB	discuss
Mollusks	PROPN	Mollusks
and	CCONJ	and
Lepidoptera	PROPN	Lepidoptera
with	ADP	with
surreptitious	ADJ	surreptitious
pauses	NOUN	pause
to	PART	to
yawn	VERB	yawn
behind	ADP	behind
the	DET	the
glass	NOUN	glass
cases	NOUN	case
,	PUNCT	,
until	ADP	until
the	DET	the
first	ADJ	first
barriers	NOUN	barrier
of	ADP	of
formality	NOUN	formality
were	AUX	be
broken	VERB	break
down	ADP	down
by	ADP	by
the	DET	the
fascination	NOUN	fascination
of	ADP	of
Egyptian	ADJ	egyptian
mummies	NOUN	mummy
,	PUNCT	,
and	CCONJ	and
the	DET	the
thrilling	ADJ	thrilling
,	PUNCT	,
imaginary	ADJ	imaginary
histories	NOUN	history
which	DET	which
Peggy	PROPN	Peggy
wove	VERB	wove
concerning	VERB	concern
their	PRON	their
life	NOUN	life
on	ADP	on
earth	NOUN	earth
.	PUNCT	.
They	PRON	they
went	VERB	go
over	ADP	over
the	DET	the
Tower	PROPN	Tower
,	PUNCT	,
and	CCONJ	and
enlivened	VERB	enliven
the	DET	the
tedium	NOUN	tedium
of	ADP	of
a	DET	a
Beefeater	NOUN	beefeater
's	PART	's
life	NOUN	life
by	ADP	by
discussing	VERB	discuss
in	ADP	in
his	PRON	his
presence	NOUN	presence
how	SCONJ	how
best	ADV	well
to	PART	to
steal	VERB	steal
the	DET	the
treasured	VERB	treasure
Koh	PROPN	Koh
-	PUNCT	-
i	PROPN	i
-	PUNCT	-
nor	PROPN	nor
;	PUNCT	;
and	CCONJ	and
finally	ADV	finally
,	PUNCT	,
they	PRON	they
visited	VERB	visit
the	DET	the
National	PROPN	National
Gallery	PROPN	Gallery
,	PUNCT	,
and	CCONJ	and
on	ADP	on
their	PRON	their
return	NOUN	return
Mellicent	PROPN	Mellicent
and	CCONJ	and
Eunice	PROPN	Eunice
sat	VERB	sit
on	ADP	on
Peggy	PROPN	Peggy
's	PART	's
bed	NOUN	bed
,	PUNCT	,
while	SCONJ	while
that	DET	that
young	ADJ	young
person	NOUN	person
represented	VERB	represent
some	DET	some
of	ADP	of
the	DET	the
celebrated	ADJ	celebrated
portraits	NOUN	portrait
for	ADP	for
their	PRON	their
benefit	NOUN	benefit
,	PUNCT	,
with	ADP	with
the	DET	the
aid	NOUN	aid
of	ADP	of
such	ADJ	such
properties	NOUN	property
as	ADP	as
the	DET	the
room	NOUN	room
afforded	VERB	afford
.	PUNCT	.
""""	PUNCT	""""
Portrait	NOUN	portrait
of	ADP	of
a	DET	a
young	ADJ	young
girl	NOUN	girl
,	PUNCT	,
by	ADP	by
Sir	PROPN	Sir
Peter	PROPN	Peter
Lely	PROPN	Lely
,	PUNCT	,
""""	PUNCT	""""
announced	VERB	announce
the	DET	the
clear	ADJ	clear
voice	NOUN	voice
;	PUNCT	;
and	CCONJ	and
the	DET	the
audience	NOUN	audience
turned	VERB	turn
their	PRON	their
heads	NOUN	head
,	PUNCT	,
to	PART	to
behold	VERB	behold
a	DET	a
demure	ADJ	demure
visage	NOUN	visage
framed	VERB	frame
by	ADP	by
braided	VERB	braid
hairy	ADJ	hairy
a	DET	a
white	ADJ	white
towel	NOUN	towel
pinned	VERB	pin
severely	ADV	severely
across	ADP	across
the	DET	the
shoulders	NOUN	shoulder
,	PUNCT	,
and	CCONJ	and
a	DET	a
milk	NOUN	milk
-	PUNCT	-
white	ADJ	white
blossom	NOUN	blossom
held	VERB	hold
in	ADP	in
a	DET	a
mittened	ADJ	mittened
hand	NOUN	hand
.	PUNCT	.
The	DET	the
chintz	NOUN	chintz
curtain	NOUN	curtain
with	ADP	with
its	PRON	its
bouquets	NOUN	bouquet
of	ADP	of
flowers	NOUN	flower
made	VERB	make
an	DET	an
admirable	ADJ	admirable
background	NOUN	background
for	ADP	for
the	DET	the
youthful	ADJ	youthful
figure	NOUN	figure
,	PUNCT	,
and	CCONJ	and
the	DET	the
lamb	NOUN	lamb
-	PUNCT	-
like	ADJ	like
innocence	NOUN	innocence
of	ADP	of
expression	NOUN	expression
was	AUX	be
touching	ADJ	touching
to	PART	to
behold	VERB	behold
.	PUNCT	.
Eunice	PROPN	Eunice
gripped	VERB	grip
her	PRON	her
companion	NOUN	companion
's	PART	's
arm	NOUN	arm
and	CCONJ	and
pointed	VERB	point
breathlessly	ADV	breathlessly
to	ADP	to
the	DET	the
feet	NOUN	foot
peeping	VERB	peep
out	ADP	out
beneath	ADP	beneath
the	DET	the
short	ADJ	short
white	ADJ	white
skirt	NOUN	skirt
.	PUNCT	.
The	DET	the
flat	ADJ	flat
black	ADJ	black
shoes	NOUN	shoe
with	ADP	with
the	DET	the
sandal	NOUN	sandal
-	PUNCT	-
like	ADJ	like
crossings	NOUN	crossing
were	AUX	be
the	DET	the
exact	ADJ	exact
counterpart	NOUN	counterpart
of	ADP	of
those	DET	those
in	ADP	in
the	DET	the
picture	NOUN	picture
;	PUNCT	;
but	CCONJ	but
how	SCONJ	how
in	ADP	in
the	DET	the
name	NOUN	name
of	ADP	of
mystery	NOUN	mystery
had	AUX	have
Peggy	PROPN	Peggy
managed	VERB	manage
to	PART	to
produce	VERB	produce
them	PRON	they
?	PUNCT	?
Eunice	PROPN	Eunice
discussed	VERB	discuss
the	DET	the
question	NOUN	question
with	ADP	with
Mellicent	PROPN	Mellicent
in	ADP	in
the	DET	the
pause	NOUN	pause
during	ADP	during
which	DET	which
they	PRON	they
were	AUX	be
requested	VERB	request
to	PART	to
""""	PUNCT	""""
look	VERB	look
the	DET	the
other	ADJ	other
way	NOUN	way
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
had	AUX	have
reached	VERB	reach
the	DET	the
solution	NOUN	solution
of	ADP	of
goloshes	NOUN	golosh
and	CCONJ	and
ribbon	NOUN	ribbon
,	PUNCT	,
when	SCONJ	when
""""	PUNCT	""""
Gloriana	PROPN	Gloriana
,	PUNCT	,
by	ADP	by
Rubens	PROPN	Rubens
!	PUNCT	!
""""	PUNCT	""""
was	AUX	be
introduced	VERB	introduce
to	ADP	to
their	PRON	their
notice	NOUN	notice
.	PUNCT	.
Miss	PROPN	Miss
Peggy	PROPN	Peggy
reclined	VERB	recline
against	ADP	against
a	DET	a
background	NOUN	background
of	ADP	of
cushions	NOUN	cushion
,	PUNCT	,
beamingly	ADV	beamingly
conscious	ADJ	conscious
of	ADP	of
a	DET	a
transformation	NOUN	transformation
so	ADV	so
complete	ADJ	complete
as	ADP	as
to	PART	to
be	AUX	be
positively	ADV	positively
startling	ADJ	startling
to	PART	to
behold	VERB	behold
.	PUNCT	.
A	DET	a
trio	NOUN	trio
of	ADP	of
sponges	NOUN	sponge
pinned	VERB	pin
round	ADP	round
the	DET	the
head	NOUN	head
gave	VERB	give
the	DET	the
effect	NOUN	effect
of	ADP	of
an	DET	an
elaborate	ADJ	elaborate
coiffure	NOUN	coiffure
,	PUNCT	,
above	ADP	above
which	DET	which
was	AUX	be
perched	VERB	perch
a	DET	a
scarlet	ADJ	scarlet
turban	NOUN	turban
decorated	VERB	decorate
by	ADP	by
half	DET	half
-	PUNCT	-
a	DET	a
-	PUNCT	-
dozen	NOUN	dozen
brooches	NOUN	brooch
,	PUNCT	,
holding	VERB	hold
in	ADP	in
position	NOUN	position
as	ADP	as
many	ADJ	many
feathers	NOUN	feather
;	PUNCT	;
a	DET	a
blue	ADJ	blue
dressing	NOUN	dressing
-	PUNCT	-
gown	NOUN	gown
opened	VERB	open
over	ADP	over
an	DET	an
underskirt	NOUN	underskirt
composed	VERB	compose
of	ADP	of
an	DET	an
eiderdown	ADJ	eiderdown
quilt	NOUN	quilt
,	PUNCT	,
which	DET	which
gave	VERB	give
an	DET	an
appropriately	ADV	appropriately
portly	ADJ	portly
air	NOUN	air
to	ADP	to
the	DET	the
figure	NOUN	figure
,	PUNCT	,
and	CCONJ	and
by	ADP	by
some	DET	some
mysterious	ADJ	mysterious
process	NOUN	process
a	DET	a
double	ADJ	double
chin	NOUN	chin
had	AUX	have
been	AUX	be
produced	VERB	produce
for	ADP	for
the	DET	the
occasion	NOUN	occasion
!	PUNCT	!
Gasps	NOUN	gasp
of	ADP	of
delight	NOUN	delight
from	ADP	from
the	DET	the
bed	NOUN	bed
greeted	VERB	greet
this	DET	this
masterpiece	NOUN	masterpiece
;	PUNCT	;
but	CCONJ	but
the	DET	the
third	ADJ	third
impersonation	NOUN	impersonation
was	AUX	be
most	ADV	most
successful	ADJ	successful
of	ADP	of
all	DET	all
,	PUNCT	,
when	SCONJ	when
the	DET	the
audience	NOUN	audience
shrieked	VERB	shriek
aloud	ADV	aloud
to	PART	to
behold	VERB	behold
Lady	PROPN	Lady
Macbeth	PROPN	Macbeth
glaring	VERB	glare
upon	SCONJ	upon
them	PRON	they
from	ADP	from
a	DET	a
yard	NOUN	yard
's	PART	's
distance	NOUN	distance
,	PUNCT	,
enveloped	VERB	envelop
in	ADP	in
bath	NOUN	bath
sheets	NOUN	sheet
,	PUNCT	,
and	CCONJ	and
wearing	VERB	wear
such	DET	such
an	DET	an
expression	NOUN	expression
of	ADP	of
horror	NOUN	horror
on	ADP	on
her	PRON	her
face	NOUN	face
as	ADP	as
chilled	VERB	chill
the	DET	the
blood	NOUN	blood
to	PART	to
behold	VERB	behold
!	PUNCT	!
""""	PUNCT	""""
Not	PART	not
all	DET	all
the	DET	the
spices	NOUN	spice
of	ADP	of
Arabia	PROPN	Arabia
can	AUX	can
sweeten	VERB	sweeten
this	DET	this
little	ADJ	little
hand	NOUN	hand
!	PUNCT	!
""""	PUNCT	""""
hissed	VERB	hiss
Peggy	PROPN	Peggy
,	PUNCT	,
shaking	VERB	shake
her	PRON	her
little	ADJ	little
paw	NOUN	paw
in	ADP	in
the	DET	the
air	NOUN	air
,	PUNCT	,
while	SCONJ	while
Mellicent	PROPN	Mellicent
screamed	VERB	scream
with	ADP	with
delight	NOUN	delight
and	CCONJ	and
pounded	VERB	pound
the	DET	the
ground	NOUN	ground
with	ADP	with
her	PRON	her
heels	NOUN	heel
,	PUNCT	,
and	CCONJ	and
Eunice	PROPN	Eunice
lay	VERB	lie
prone	ADJ	prone
against	ADP	against
the	DET	the
bedpost	NOUN	bedpost
in	ADP	in
a	DET	a
silent	ADJ	silent
paroxysm	NOUN	paroxysm
of	ADP	of
laughter	NOUN	laughter
.	PUNCT	.
To	PART	to
see	VERB	see
Eunice	PROPN	Eunice
Rollo	PROPN	Rollo
laugh	VERB	laugh
was	AUX	be
a	DET	a
delightful	ADJ	delightful
experience	NOUN	experience
,	PUNCT	,
and	CCONJ	and
one	NOUN	one
which	DET	which
was	AUX	be
worth	ADJ	worth
some	NOUN	some
trouble	NOUN	trouble
to	PART	to
enjoy	VERB	enjoy
.	PUNCT	.
Not	PART	not
a	DET	a
sound	NOUN	sound
issued	VERB	issue
from	ADP	from
her	PRON	her
lips	NOUN	lip
,	PUNCT	,
not	PART	not
an	DET	an
exclamation	NOUN	exclamation
marked	VERB	mark
her	PRON	her
enjoyment	NOUN	enjoyment
;	PUNCT	;
like	ADP	like
a	DET	a
