Etext	NOUN	etext
if	SCONJ	if
you	PRON	you
have	AUX	have
pleasant	ADJ	pleasant
weather	NOUN	weather
.	PUNCT	.
You	PRON	you
are	AUX	be
to	PART	to
go	VERB	go
by	ADP	by
way	NOUN	way
of	ADP	of
Short	PROPN	Short
Creek	PROPN	Creek
,	PUNCT	,
where	SCONJ	where
you	PRON	you
will	AUX	will
help	VERB	help
put	VERB	put
up	ADP	up
a	DET	a
blockhouse	NOUN	blockhouse
.	PUNCT	.
Then	ADV	then
you	PRON	you
go	VERB	go
to	ADP	to
Fort	PROPN	Fort
Pitt	PROPN	Pitt
.	PUNCT	.
There	ADV	there
you	PRON	you
will	AUX	will
embark	VERB	embark
on	ADP	on
a	DET	a
raft	NOUN	raft
with	ADP	with
the	DET	the
supplies	NOUN	supply
I	PRON	I
need	VERB	need
and	CCONJ	and
make	VERB	make
the	DET	the
return	NOUN	return
journey	NOUN	journey
by	ADP	by
water	NOUN	water
.	PUNCT	.
You	PRON	you
will	AUX	will
probably	ADV	probably
smell	VERB	smell
gunpowder	NOUN	gunpowder
before	ADP	before
you	PRON	you
get	VERB	get
back	ADV	back
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
What	PRON	what
shall	AUX	shall
we	PRON	we
do	AUX	do
with	ADP	with
the	DET	the
horses	NOUN	horse
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Bring	VERB	bring
them	PRON	they
along	ADP	along
with	ADP	with
you	PRON	you
on	ADP	on
the	DET	the
raft	NOUN	raft
,	PUNCT	,
of	ADP	of
course	NOUN	course
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
That	DET	that
is	AUX	be
a	DET	a
new	ADJ	new
way	NOUN	way
to	PART	to
travel	VERB	travel
with	ADP	with
horses	NOUN	horse
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Alfred	PROPN	Alfred
,	PUNCT	,
looking	VERB	look
dubiously	ADV	dubiously
at	ADP	at
the	DET	the
swift	ADJ	swift
river	NOUN	river
.	PUNCT	.
""""	PUNCT	""""
Will	AUX	will
there	PRON	there
be	AUX	be
any	DET	any
way	NOUN	way
to	PART	to
get	VERB	get
news	NOUN	news
from	ADP	from
Fort	PROPN	Fort
Henry	PROPN	Henry
while	SCONJ	while
we	PRON	we
are	AUX	be
away	ADV	away
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
there	PRON	there
will	AUX	will
be	AUX	be
several	ADJ	several
runners	NOUN	runner
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Mr.	PROPN	Mr.
Clarke	PROPN	Clarke
,	PUNCT	,
I	PRON	I
am	AUX	be
going	VERB	go
to	PART	to
feed	VERB	feed
my	PRON	my
pets	NOUN	pet
.	PUNCT	.
Would	AUX	would
you	PRON	you
like	VERB	like
to	PART	to
see	VERB	see
them	PRON	they
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
a	DET	a
voice	NOUN	voice
which	DET	which
brought	VERB	bring
Alfred	PROPN	Alfred
to	ADP	to
his	PRON	his
feet	NOUN	foot
.	PUNCT	.
He	PRON	he
turned	VERB	turn
and	CCONJ	and
saw	VERB	see
Betty	PROPN	Betty
.	PUNCT	.
Her	PRON	her
dog	NOUN	dog
followed	VERB	follow
her	PRON	she
,	PUNCT	,
carrying	VERB	carry
a	DET	a
basket	NOUN	basket
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
shall	AUX	shall
be	AUX	be
delighted	VERB	delight
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Alfred	PROPN	Alfred
.	PUNCT	.
""""	PUNCT	""""
Have	AUX	have
you	PRON	you
more	ADJ	more
pets	NOUN	pet
than	ADP	than
Tige	PROPN	Tige
and	CCONJ	and
Madcap	PROPN	Madcap
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
indeed	ADV	indeed
.	PUNCT	.
I	PRON	I
have	AUX	have
a	DET	a
bear	NOUN	bear
,	PUNCT	,
six	NUM	six
squirrels	NOUN	squirrel
,	PUNCT	,
one	NUM	one
of	ADP	of
them	PRON	they
white	ADJ	white
,	PUNCT	,
and	CCONJ	and
some	DET	some
pigeons	NOUN	pigeon
.	PUNCT	.
""""	PUNCT	""""
Betty	PROPN	Betty
led	VERB	lead
the	DET	the
way	NOUN	way
to	ADP	to
an	DET	an
enclosure	NOUN	enclosure
adjoining	VERB	adjoin
Colonel	PROPN	Colonel
Zane	PROPN	Zane
's	PART	's
barn	NOUN	barn
.	PUNCT	.
It	PRON	it
was	AUX	be
about	ADP	about
twenty	NUM	twenty
feet	NOUN	foot
square	ADJ	square
,	PUNCT	,
made	VERB	make
of	ADP	of
pine	NOUN	pine
saplings	NOUN	sapling
which	DET	which
had	AUX	have
been	AUX	be
split	VERB	split
and	CCONJ	and
driven	VERB	drive
firmly	ADV	firmly
into	ADP	into
the	DET	the
ground	NOUN	ground
.	PUNCT	.
As	ADP	as
Betty	PROPN	Betty
took	VERB	take
down	ADP	down
a	DET	a
bar	NOUN	bar
and	CCONJ	and
opened	VERB	open
the	DET	the
small	ADJ	small
gate	NOUN	gate
a	DET	a
number	NOUN	number
of	ADP	of
white	ADJ	white
pigeons	NOUN	pigeon
fluttered	VERB	flutter
down	ADV	down
from	ADP	from
the	DET	the
roof	NOUN	roof
of	ADP	of
the	DET	the
barn	NOUN	barn
,	PUNCT	,
several	ADJ	several
of	ADP	of
them	PRON	they
alighting	VERB	alight
on	ADP	on
her	PRON	she
shoulders	NOUN	shoulder
.	PUNCT	.
A	DET	a
half	ADV	half
-	PUNCT	-
grown	ADJ	grown
black	ADJ	black
bear	NOUN	bear
came	VERB	come
out	ADP	out
of	ADP	of
a	DET	a
kennel	NOUN	kennel
and	CCONJ	and
shuffled	VERB	shuffle
toward	ADP	toward
her	PRON	she
.	PUNCT	.
He	PRON	he
was	AUX	be
unmistakably	ADV	unmistakably
glad	ADJ	glad
to	PART	to
see	VERB	see
her	PRON	she
,	PUNCT	,
but	CCONJ	but
he	PRON	he
avoided	VERB	avoid
going	VERB	go
near	ADP	near
Tige	PROPN	Tige
,	PUNCT	,
and	CCONJ	and
looked	VERB	look
doubtfully	ADV	doubtfully
at	ADP	at
the	DET	the
young	ADJ	young
man	NOUN	man
.	PUNCT	.
But	CCONJ	but
after	ADP	after
Alfred	PROPN	Alfred
had	AUX	have
stroked	VERB	stroke
his	PRON	his
head	NOUN	head
and	CCONJ	and
had	AUX	have
spoken	VERB	speak
to	ADP	to
him	PRON	he
he	PRON	he
seemed	VERB	seem
disposed	ADJ	disposed
to	PART	to
be	AUX	be
friendly	ADJ	friendly
,	PUNCT	,
for	ADP	for
he	PRON	he
sniffed	VERB	sniff
around	ADP	around
Alfred	PROPN	Alfred
's	PART	's
knees	NOUN	knee
and	CCONJ	and
then	ADV	then
stood	VERB	stand
up	ADP	up
and	CCONJ	and
put	VERB	put
his	PRON	his
paws	NOUN	paw
against	ADP	against
the	DET	the
young	ADJ	young
man	NOUN	man
's	PART	's
shoulders	NOUN	shoulder
.	PUNCT	.
""""	PUNCT	""""
Here	ADV	here
,	PUNCT	,
Caesar	PROPN	Caesar
,	PUNCT	,
get	VERB	get
down	ADP	down
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Betty	PROPN	Betty
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
always	ADV	always
wants	VERB	want
to	PART	to
wrestle	VERB	wrestle
,	PUNCT	,
especially	ADV	especially
with	ADP	with
anyone	PRON	anyone
of	ADP	of
whom	PRON	whom
he	PRON	he
is	AUX	be
not	PART	not
suspicious	ADJ	suspicious
.	PUNCT	.
He	PRON	he
is	AUX	be
very	ADV	very
tame	ADJ	tame
and	CCONJ	and
will	AUX	will
do	AUX	do
almost	ADV	almost
anything	PRON	anything
.	PUNCT	.
Indeed	ADV	indeed
,	PUNCT	,
you	PRON	you
would	AUX	would
marvel	VERB	marvel
at	ADP	at
his	PRON	his
intelligence	NOUN	intelligence
.	PUNCT	.
He	PRON	he
never	ADV	never
forgets	VERB	forget
an	DET	an
injury	NOUN	injury
.	PUNCT	.
If	SCONJ	if
anyone	PRON	anyone
plays	VERB	play
a	DET	a
trick	NOUN	trick
on	ADP	on
him	PRON	he
you	PRON	you
may	AUX	may
be	AUX	be
sure	ADJ	sure
that	DET	that
person	NOUN	person
will	AUX	will
not	PART	not
get	VERB	get
a	DET	a
second	ADJ	second
opportunity	NOUN	opportunity
.	PUNCT	.
The	DET	the
night	NOUN	night
we	PRON	we
caught	VERB	catch
him	PRON	he
Tige	PROPN	Tige
chased	VERB	chase
him	PRON	he
up	ADP	up
a	DET	a
tree	NOUN	tree
and	CCONJ	and
Jonathan	PROPN	Jonathan
climbed	VERB	climb
the	DET	the
tree	NOUN	tree
and	CCONJ	and
lassoed	VERB	lasso
him	PRON	he
.	PUNCT	.
Ever	ADV	ever
since	SCONJ	since
he	PRON	he
has	AUX	have
evinced	VERB	evince
a	DET	a
hatred	NOUN	hatred
of	ADP	of
Jonathan	PROPN	Jonathan
,	PUNCT	,
and	CCONJ	and
if	SCONJ	if
I	PRON	I
should	AUX	should
leave	VERB	leave
Tige	PROPN	Tige
alone	ADJ	alone
with	ADP	with
him	PRON	he
there	PRON	there
would	AUX	would
be	AUX	be
a	DET	a
terrible	ADJ	terrible
fight	NOUN	fight
.	PUNCT	.
But	CCONJ	but
for	ADP	for
that	DET	that
I	PRON	I
could	AUX	could
allow	VERB	allow
Caesar	PROPN	Caesar
to	PART	to
run	VERB	run
free	ADJ	free
about	ADP	about
the	DET	the
yard	NOUN	yard
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
He	PRON	he
looks	VERB	look
bright	ADJ	bright
and	CCONJ	and
sagacious	ADJ	sagacious
,	PUNCT	,
""""	PUNCT	""""
remarked	VERB	remark
Alfred	PROPN	Alfred
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
is	AUX	be
,	PUNCT	,
but	CCONJ	but
sometimes	ADV	sometimes
he	PRON	he
gets	VERB	get
into	ADP	into
mischief	NOUN	mischief
.	PUNCT	.
I	PRON	I
nearly	ADV	nearly
died	VERB	die
laughing	VERB	laugh
one	NUM	one
day	NOUN	day
.	PUNCT	.
Bessie	PROPN	Bessie
,	PUNCT	,
my	PRON	my
brother	NOUN	brother
's	PART	's
wife	NOUN	wife
,	PUNCT	,
you	PRON	you
know	VERB	know
,	PUNCT	,
had	AUX	have
the	DET	the
big	ADJ	big
kettle	NOUN	kettle
on	ADP	on
the	DET	the
fire	NOUN	fire
,	PUNCT	,
just	ADV	just
as	ADP	as
you	PRON	you
saw	VERB	see
it	PRON	it
a	DET	a
moment	NOUN	moment
ago	ADV	ago
,	PUNCT	,
only	ADV	only
this	DET	this
time	NOUN	time
she	PRON	she
was	AUX	be
boiling	VERB	boil
down	ADP	down
maple	NOUN	maple
syrup	NOUN	syrup
.	PUNCT	.
Tige	PROPN	Tige
was	AUX	be
out	ADV	out
with	ADP	with
some	DET	some
of	ADP	of
the	DET	the
men	NOUN	man
and	CCONJ	and
I	PROPN	I
let	VERB	let
Caesar	PROPN	Caesar
loose	ADJ	loose
awhile	ADV	awhile
.	PUNCT	.
If	SCONJ	if
there	PRON	there
is	AUX	be
anything	PRON	anything
he	PRON	he
loves	VERB	love
it	PRON	it
is	AUX	be
maple	NOUN	maple
sugar	NOUN	sugar
,	PUNCT	,
so	CCONJ	so
when	SCONJ	when
he	PRON	he
smelled	VERB	smell
the	DET	the
syrup	NOUN	syrup
he	PRON	he
pulled	VERB	pull
down	ADP	down
the	DET	the
kettle	NOUN	kettle
and	CCONJ	and
the	DET	the
hot	ADJ	hot
syrup	NOUN	syrup
went	VERB	go
all	ADV	all
over	ADP	over
his	PRON	his
nose	NOUN	nose
.	PUNCT	.
Oh	INTJ	oh
,	PUNCT	,
his	PRON	his
howls	NOUN	howl
were	AUX	be
dreadful	ADJ	dreadful
to	PART	to
hear	VERB	hear
.	PUNCT	.
The	DET	the
funniest	ADJ	funny
part	NOUN	part
about	ADP	about
it	PRON	it
was	AUX	be
he	PRON	he
seemed	VERB	seem
to	PART	to
think	VERB	think
it	PRON	it
was	AUX	be
intentional	ADJ	intentional
,	PUNCT	,
for	ADP	for
he	PRON	he
remained	VERB	remain
sulky	ADJ	sulky
and	CCONJ	and
cross	ADJ	cross
with	ADP	with
me	PRON	I
for	ADP	for
two	NUM	two
weeks	NOUN	week
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
can	AUX	can
understand	VERB	understand
your	PRON	your
love	NOUN	love
for	ADP	for
animals	NOUN	animal
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Alfred	PROPN	Alfred
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
think	VERB	think
there	PRON	there
are	AUX	be
many	ADJ	many
interesting	ADJ	interesting
things	NOUN	thing
about	ADP	about
wild	ADJ	wild
creatures	NOUN	creature
.	PUNCT	.
There	PRON	there
are	AUX	be
comparatively	ADV	comparatively
few	ADJ	few
animals	NOUN	animal
down	ADV	down
in	ADP	in
Virginia	PROPN	Virginia
where	SCONJ	where
I	PRON	I
used	VERB	use
to	PART	to
live	VERB	live
,	PUNCT	,
and	CCONJ	and
my	PRON	my
opportunities	NOUN	opportunity
to	PART	to
study	VERB	study
them	PRON	they
have	AUX	have
been	AUX	be
limited	VERB	limit
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Here	ADV	here
are	AUX	be
my	PRON	my
squirrels	NOUN	squirrel
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Betty	PROPN	Betty
,	PUNCT	,
unfastening	VERB	unfasten
the	DET	the
door	NOUN	door
of	ADP	of
a	DET	a
cage	NOUN	cage
.	PUNCT	.
A	DET	a
number	NOUN	number
of	ADP	of
squirrels	NOUN	squirrel
ran	VERB	run
out	ADV	out
.	PUNCT	.
Several	ADJ	several
jumped	VERB	jump
to	ADP	to
the	DET	the
ground	NOUN	ground
.	PUNCT	.
One	NUM	one
perched	VERB	perch
on	ADP	on
top	NOUN	top
of	ADP	of
the	DET	the
box	NOUN	box
.	PUNCT	.
Another	DET	another
sprang	VERB	spring
on	ADP	on
Betty	PROPN	Betty
's	PART	's
shoulder	NOUN	shoulder
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
fasten	VERB	fasten
them	PRON	they
up	ADP	up
every	DET	every
night	NOUN	night
,	PUNCT	,
for	ADP	for
I	PRON	I
'm	AUX	be
afraid	ADJ	afraid
the	DET	the
weasels	NOUN	weasel
and	CCONJ	and
foxes	NOUN	fox
will	AUX	will
get	VERB	get
them	PRON	they
.	PUNCT	.
The	DET	the
white	ADJ	white
squirrel	NOUN	squirrel
is	AUX	be
the	DET	the
only	ADJ	only
albino	NOUN	albino
we	PRON	we
have	AUX	have
seen	VERB	see
around	ADP	around
here	ADV	here
.	PUNCT	.
It	PRON	it
took	VERB	take
Jonathan	PROPN	Jonathan
weeks	NOUN	week
to	PART	to
trap	VERB	trap
him	PRON	he
,	PUNCT	,
but	CCONJ	but
once	ADV	once
captured	VERB	capture
he	PRON	he
soon	ADV	soon
grew	VERB	grow
tame	ADJ	tame
.	PUNCT	.
Is	AUX	be
he	PRON	he
not	PART	not
pretty	ADJ	pretty
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
He	PRON	he
certainly	ADV	certainly
is	AUX	be
.	PUNCT	.
I	PRON	I
never	ADV	never
saw	VERB	see
one	NUM	one
before	ADV	before
;	PUNCT	;
in	ADP	in
fact	NOUN	fact
,	PUNCT	,
I	PRON	I
did	AUX	do
not	PART	not
know	VERB	know
such	DET	such
a	DET	a
beautiful	ADJ	beautiful
little	ADJ	little
animal	NOUN	animal
existed	VERB	exist
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Alfred	PROPN	Alfred
,	PUNCT	,
looking	VERB	look
in	ADV	in
admiration	NOUN	admiration
at	ADP	at
the	DET	the
graceful	ADJ	graceful
creature	NOUN	creature
,	PUNCT	,
as	ADP	as
he	PRON	he
leaped	VERB	leap
from	ADP	from
the	DET	the
shelf	NOUN	shelf
to	ADP	to
Betty	PROPN	Betty
's	PART	's
arm	NOUN	arm
and	CCONJ	and
ate	VERB	eat
from	ADP	from
her	PRON	her
hand	NOUN	hand
,	PUNCT	,
his	PRON	his
great	ADJ	great
,	PUNCT	,
bushy	ADJ	bushy
white	ADJ	white
tail	NOUN	tail
arching	VERB	arch
over	ADP	over
his	PRON	his
back	NOUN	back
and	CCONJ	and
his	PRON	his
small	ADJ	small
pink	ADJ	pink
eyes	NOUN	eye
shining	VERB	shine
.	PUNCT	.
""""	PUNCT	""""
There	ADV	there
!	PUNCT	!
Listen	VERB	listen
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Betty	PROPN	Betty
.	PUNCT	.
""""	PUNCT	""""
Look	VERB	look
at	ADP	at
the	DET	the
fox	NOUN	fox
squirrel	NOUN	squirrel
,	PUNCT	,
the	DET	the
big	ADJ	big
brownish	ADJ	brownish
red	ADJ	red
one	NOUN	one
.	PUNCT	.
I	PRON	I
call	VERB	call
him	PRON	he
the	DET	the
Captain	PROPN	Captain
,	PUNCT	,
because	SCONJ	because
he	PRON	he
always	ADV	always
wants	VERB	want
to	PART	to
boss	VERB	boss
the	DET	the
others	NOUN	other
.	PUNCT	.
I	PRON	I
had	AUX	have
another	DET	another
fox	NOUN	fox
squirrel	NOUN	squirrel
,	PUNCT	,
older	ADJ	old
than	ADP	than
this	DET	this
fellow	NOUN	fellow
,	PUNCT	,
and	CCONJ	and
he	PRON	he
ran	VERB	run
things	NOUN	thing
to	PART	to
suit	VERB	suit
himself	PRON	himself
,	PUNCT	,
until	ADP	until
one	NUM	one
day	NOUN	day
the	DET	the
grays	NOUN	gray
united	VERB	unite
their	PRON	their
forces	NOUN	force
and	CCONJ	and
routed	VERB	route
him	PRON	he
.	PUNCT	.
I	PRON	I
think	VERB	think
they	PRON	they
would	AUX	would
have	AUX	have
killed	VERB	kill
him	PRON	he
had	AUX	have
I	PRON	I
not	PART	not
freed	VERB	free
him	PRON	he
.	PUNCT	.
Well	INTJ	well
,	PUNCT	,
this	DET	this
one	NUM	one
is	AUX	be
commencing	VERB	commence
the	DET	the
same	ADJ	same
way	NOUN	way
.	PUNCT	.
Do	AUX	do
you	PRON	you
hear	VERB	hear
that	DET	that
odd	ADJ	odd
clicking	NOUN	clicking
noise	NOUN	noise
?	PUNCT	?
That	DET	that
comes	VERB	come
from	ADP	from
the	DET	the
Captain	PROPN	Captain
's	PART	's
teeth	NOUN	tooth
,	PUNCT	,
and	CCONJ	and
he	PRON	he
is	AUX	be
angry	ADJ	angry
and	CCONJ	and
jealous	ADJ	jealous
because	SCONJ	because
I	PRON	I
show	VERB	show
so	ADV	so
much	ADJ	much
attention	NOUN	attention
to	ADP	to
this	DET	this
one	NOUN	one
.	PUNCT	.
He	PRON	he
always	ADV	always
does	AUX	do
that	DET	that
,	PUNCT	,
and	CCONJ	and
he	PRON	he
would	AUX	would
fight	VERB	fight
too	ADV	too
if	SCONJ	if
I	PRON	I
were	AUX	be
not	PART	not
careful	ADJ	careful
.	PUNCT	.
It	PRON	it
is	AUX	be
a	DET	a
singular	ADJ	singular
fact	NOUN	fact
,	PUNCT	,
though	ADV	though
,	PUNCT	,
that	SCONJ	that
the	DET	the
white	ADJ	white
squirrel	NOUN	squirrel
has	AUX	have
not	PART	not
even	ADV	even
a	DET	a
little	ADJ	little
pugnacity	NOUN	pugnacity
.	PUNCT	.
He	PRON	he
either	CCONJ	either
can	AUX	can
not	PART	not
fight	VERB	fight
,	PUNCT	,
or	CCONJ	or
he	PRON	he
is	AUX	be
too	ADV	too
well	ADV	well
behaved	VERB	behave
.	PUNCT	.
Here	ADV	here
,	PUNCT	,
Mr.	PROPN	Mr.
Clarke	PROPN	Clarke
,	PUNCT	,
show	VERB	show
Snowball	PROPN	Snowball
this	DET	this
nut	NOUN	nut
,	PUNCT	,
and	CCONJ	and
then	ADV	then
hide	VERB	hide
it	PRON	it
in	ADP	in
your	PRON	your
pocket	NOUN	pocket
,	PUNCT	,
and	CCONJ	and
see	VERB	see
him	PRON	he
find	VERB	find
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
Alfred	PROPN	Alfred
did	AUX	do
as	ADP	as
he	PRON	he
was	AUX	be
told	VERB	tell
,	PUNCT	,
except	SCONJ	except
that	SCONJ	that
while	SCONJ	while
he	PRON	he
pretended	VERB	pretend
to	PART	to
put	VERB	put
the	DET	the
nut	NOUN	nut
in	ADP	in
his	PRON	his
pocket	NOUN	pocket
he	PRON	he
really	ADV	really
kept	VERB	keep
it	PRON	it
concealed	VERB	conceal
in	ADP	in
his	PRON	his
hand	NOUN	hand
.	PUNCT	.
The	DET	the
pet	NOUN	pet
squirrel	NOUN	squirrel
leaped	VERB	leap
lightly	ADV	lightly
on	ADP	on
Alfred	PROPN	Alfred
's	PART	's
shoulder	NOUN	shoulder
,	PUNCT	,
ran	VERB	run
over	ADP	over
his	PRON	his
breast	NOUN	breast
,	PUNCT	,
peeped	VERB	peep
in	ADP	in
all	DET	all
his	PRON	his
pockets	NOUN	pocket
,	PUNCT	,
and	CCONJ	and
even	ADV	even
pushed	VERB	push
his	PRON	his
cap	NOUN	cap
to	ADP	to
one	NUM	one
side	NOUN	side
of	ADP	of
his	PRON	his
head	NOUN	head
.	PUNCT	.
Then	ADV	then
he	PRON	he
ran	VERB	run
down	ADP	down
Alfred	PROPN	Alfred
's	PART	's
arm	NOUN	arm
,	PUNCT	,
sniffed	VERB	sniff
in	ADP	in
his	PRON	his
coat	NOUN	coat
sleeve	NOUN	sleeve
,	PUNCT	,
and	CCONJ	and
finally	ADV	finally
wedged	VERB	wedge
a	DET	a
cold	ADJ	cold
little	ADJ	little
nose	NOUN	nose
between	ADP	between
his	PRON	his
closed	ADJ	closed
fingers	NOUN	finger
.	PUNCT	.
""""	PUNCT	""""
There	ADV	there
,	PUNCT	,
he	PRON	he
has	AUX	have
found	VERB	find
it	PRON	it
,	PUNCT	,
even	ADV	even
though	SCONJ	though
you	PRON	you
did	AUX	do
not	PART	not
play	VERB	play
fair	ADV	fair
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Betty	PROPN	Betty
,	PUNCT	,
laughing	VERB	laugh
gaily	ADV	gaily
.	PUNCT	.
Alfred	PROPN	Alfred
never	ADV	never
forgot	VERB	forget
the	DET	the
picture	NOUN	picture
Betty	PROPN	Betty
made	VERB	make
standing	VERB	stand
there	ADV	there
with	ADP	with
the	DET	the
red	ADJ	red
cap	NOUN	cap
on	ADP	on
her	PRON	her
dusky	ADJ	dusky
hair	NOUN	hair
,	PUNCT	,
and	CCONJ	and
the	DET	the
loving	ADJ	loving
smile	NOUN	smile
upon	SCONJ	upon
her	PRON	her
face	NOUN	face
as	ADP	as
she	PRON	she
talked	VERB	talk
to	ADP	to
her	PRON	her
pets	NOUN	pet
.	PUNCT	.
A	DET	a
white	ADJ	white
fan	NOUN	fan
-	PUNCT	-
tail	NOUN	tail
pigeon	NOUN	pigeon
had	AUX	have
alighted	VERB	alight
on	ADP	on
her	PRON	she
shoulder	NOUN	shoulder
and	CCONJ	and
was	AUX	be
picking	VERB	pick
daintily	ADV	daintily
at	ADP	at
the	DET	the
piece	NOUN	piece
of	ADP	of
cracker	NOUN	cracker
she	PRON	she
held	VERB	hold
between	ADP	between
her	PRON	her
lips	NOUN	lip
.	PUNCT	.
The	DET	the
squirrels	NOUN	squirrel
were	AUX	be
all	DET	all
sitting	VERB	sit
up	ADP	up
,	PUNCT	,
each	DET	each
with	ADP	with
a	DET	a
nut	NOUN	nut
in	ADP	in
his	PRON	his
little	ADJ	little
paws	NOUN	paw
,	PUNCT	,
and	CCONJ	and
each	DET	each
with	ADP	with
an	DET	an
alert	ADJ	alert
and	CCONJ	and
cunning	ADJ	cunning
look	NOUN	look
in	ADP	in
the	DET	the
corner	NOUN	corner
of	ADP	of
his	PRON	his
eye	NOUN	eye
,	PUNCT	,
to	PART	to
prevent	VERB	prevent
,	PUNCT	,
no	ADV	no
doubt	ADV	doubt
,	PUNCT	,
being	AUX	be
surprised	VERB	surprise
out	ADP	out
of	ADP	of
a	DET	a
portion	NOUN	portion
of	ADP	of
his	PRON	his
nut	NOUN	nut
.	PUNCT	.
Caesar	PROPN	Caesar
was	AUX	be
lying	VERB	lie
on	ADP	on
all	DET	all
fours	NOUN	four
,	PUNCT	,
growling	VERB	growl
and	CCONJ	and
tearing	VERB	tear
at	ADP	at
his	PRON	his
breakfast	NOUN	breakfast
,	PUNCT	,
while	SCONJ	while
the	DET	the
dog	NOUN	dog
looked	VERB	look
on	ADP	on
with	ADP	with
a	DET	a
superior	ADJ	superior
air	NOUN	air
,	PUNCT	,
as	ADP	as
if	SCONJ	if
he	PRON	he
knew	VERB	know
they	PRON	they
would	AUX	would
not	PART	not
have	AUX	have
had	AUX	have
any	DET	any
breakfast	NOUN	breakfast
but	CCONJ	but
for	ADP	for
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Are	AUX	be
you	PRON	you
fond	ADJ	fond
of	ADP	of
canoeing	NOUN	canoeing
and	CCONJ	and
fishing	NOUN	fishing
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
Betty	PROPN	Betty
,	PUNCT	,
as	ADP	as
they	PRON	they
returned	VERB	return
to	ADP	to
the	DET	the
house	NOUN	house
.	PUNCT	.
""""	PUNCT	""""
Indeed	ADV	indeed
I	PRON	I
am	AUX	be
.	PUNCT	.
Isaac	PROPN	Isaac
has	AUX	have
taken	VERB	take
me	PRON	I
out	ADP	out
on	ADP	on
the	DET	the
river	NOUN	river
often	ADV	often
.	PUNCT	.
Canoeing	NOUN	canoeing
may	AUX	may
be	AUX	be
pleasant	ADJ	pleasant
for	ADP	for
a	DET	a
girl	NOUN	girl
,	PUNCT	,
but	CCONJ	but
I	PRON	I
never	ADV	never
knew	VERB	know
one	NUM	one
who	PRON	who
cared	VERB	care
for	ADP	for
fishing	NOUN	fishing
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Now	ADV	now
you	PRON	you
behold	VERB	behold
one	NUM	one
.	PUNCT	.
I	PRON	I
love	VERB	love
dear	ADJ	dear
old	ADJ	old
Izaak	PROPN	Izaak
Walton	PROPN	Walton
.	PUNCT	.
Of	ADV	of
course	ADV	course
,	PUNCT	,
you	PRON	you
have	AUX	have
read	VERB	read
his	PRON	his
books	NOUN	book
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
am	AUX	be
ashamed	ADJ	ashamed
to	PART	to
say	VERB	say
I	PRON	I
have	AUX	have
not	PART	not
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
And	CCONJ	and
you	PRON	you
say	VERB	say
you	PRON	you
are	AUX	be
a	DET	a
fisherman	NOUN	fisherman
?	PUNCT	?
Well	INTJ	well
,	PUNCT	,
you	PRON	you
haste	VERB	haste
a	DET	a
great	ADJ	great
pleasure	NOUN	pleasure
in	ADP	in
store	NOUN	store
,	PUNCT	,
as	ADV	as
well	ADV	well
as	ADP	as
an	DET	an
opportunity	NOUN	opportunity
to	PART	to
learn	VERB	learn
something	PRON	something
of	ADP	of
the	DET	the
'	PUNCT	'
contemplative	ADJ	contemplative
man	NOUN	man
's	PART	's
recreation	NOUN	recreation
.	PUNCT	.
'	PUNCT	'
I	PRON	I
shall	AUX	shall
lend	VERB	lend
you	PRON	you
the	DET	the
books	NOUN	book
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
