file	NOUN	file
,	PUNCT	,
to	ADP	to
Bert	PROPN	Bert
's	PART	's
father	NOUN	father
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
all	ADV	all
right	ADV	right
,	PUNCT	,
if	SCONJ	if
you	PRON	you
insist	VERB	insist
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Mr.	PROPN	Mr.
Passmore	PROPN	Passmore
,	PUNCT	,
and	CCONJ	and
stepped	VERB	step
aside	ADV	aside
.	PUNCT	.
At	ADP	at
once	ADV	once
Job	PROPN	Job
Haskers	PROPN	Haskers
threw	VERB	throw
the	DET	the
door	NOUN	door
open	ADV	open
and	CCONJ	and
retreated	VERB	retreat
to	ADP	to
the	DET	the
hallway	NOUN	hallway
.	PUNCT	.
""""	PUNCT	""""
Just	ADV	just
wait	VERB	wait
,	PUNCT	,
you	PRON	you
young	ADJ	young
scamps	NOUN	scamp
!	PUNCT	!
I	PRON	I
'll	AUX	will
get	VERB	get
even	ADJ	even
with	ADP	with
you	PRON	you
for	ADP	for
this	DET	this
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
exclaimed	VERB	exclaim
,	PUNCT	,
shaking	VERB	shake
a	DET	a
long	ADJ	long
finger	NOUN	finger
at	ADP	at
Dave	PROPN	Dave
,	PUNCT	,
Roger	PROPN	Roger
,	PUNCT	,
and	CCONJ	and
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'll	AUX	will
show	VERB	show
you	PRON	you
yet	ADV	yet
!	PUNCT	!
You	PRON	you
just	ADV	just
wait	VERB	wait
!	PUNCT	!
""""	PUNCT	""""
And	CCONJ	and
with	ADP	with
that	DET	that
threat	NOUN	threat
he	PRON	he
literally	ADV	literally
ran	VERB	run
down	ADP	down
the	DET	the
hallway	NOUN	hallway
and	CCONJ	and
down	ADP	down
the	DET	the
stairs	NOUN	stair
and	CCONJ	and
out	ADP	out
of	ADP	of
the	DET	the
hotel	NOUN	hotel
.	PUNCT	.
""""	PUNCT	""""
Say	VERB	say
,	PUNCT	,
he	PRON	he
's	AUX	be
some	DET	some
mad	ADJ	mad
,	PUNCT	,
believe	VERB	believe
me	PRON	I
!	PUNCT	!
""""	PUNCT	""""
was	AUX	be
Roger	PROPN	Roger
's	PART	's
grim	ADJ	grim
comment	NOUN	comment
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
think	VERB	think
he	PRON	he
is	AUX	be
more	ADV	more
scared	ADJ	scared
than	ADP	than
anything	PRON	anything
else	ADV	else
,	PUNCT	,
""""	PUNCT	""""
returned	VERB	return
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
acted	VERB	act
as	ADP	as
if	SCONJ	if
he	PRON	he
thought	VERB	think
we	PRON	we
had	AUX	have
trapped	VERB	trap
him	PRON	he
in	ADP	in
some	DET	some
way	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Just	ADV	just
how	SCONJ	how
it	PRON	it
struck	VERB	strike
me	PRON	I
,	PUNCT	,
""""	PUNCT	""""
put	VERB	put
in	ADP	in
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
certainly	ADV	certainly
did	AUX	do
n't	PART	not
lose	VERB	lose
any	DET	any
time	NOUN	time
in	ADP	in
getting	VERB	get
away	ADP	away
,	PUNCT	,
did	AUX	do
he	PRON	he
?	PUNCT	?
""""	PUNCT	""""
and	CCONJ	and
the	DET	the
shipowner	NOUN	shipowner
's	PART	's
son	NOUN	son
grinned	VERB	grin
broadly	ADV	broadly
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
had	AUX	have
a	DET	a
guilty	ADJ	guilty
conscience	NOUN	conscience
,	PUNCT	,
""""	PUNCT	""""
was	AUX	be
Mr.	PROPN	Mr.
Passmore	PROPN	Passmore
's	PART	's
comment	NOUN	comment
.	PUNCT	.
""""	PUNCT	""""
Mr.	PROPN	Mr.
Fordham	PROPN	Fordham
,	PUNCT	,
I	PRON	I
think	VERB	think
you	PRON	you
can	AUX	can
congratulate	VERB	congratulate
yourself	PRON	yourself
that	SCONJ	that
he	PRON	he
has	AUX	have
left	VERB	leave
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
think	VERB	think
so	ADV	so
myself	PRON	myself
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
replied	VERB	reply
the	DET	the
old	ADJ	old
gentleman	NOUN	gentleman
.	PUNCT	.
He	PRON	he
looked	VERB	look
kindly	ADV	kindly
at	ADP	at
Dave	PROPN	Dave
and	CCONJ	and
his	PRON	his
chums	NOUN	chum
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
looks	VERB	look
to	ADP	to
me	PRON	I
as	ADP	as
if	SCONJ	if
you	PRON	you
had	AUX	have
saved	VERB	save
me	PRON	I
from	ADP	from
being	AUX	be
swindled	VERB	swindle
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
continued	VERB	continue
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
he	PRON	he
had	AUX	have
a	DET	a
fair	ADJ	fair
sort	NOUN	sort
of	ADP	of
a	DET	a
proposition	NOUN	proposition
I	PRON	I
think	VERB	think
he	PRON	he
would	AUX	would
have	AUX	have
stayed	VERB	stay
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
think	VERB	think
so	ADV	so
myself	PRON	myself
,	PUNCT	,
""""	PUNCT	""""
added	VERB	add
Mr.	PROPN	Mr.
Passmore	PROPN	Passmore
.	PUNCT	.
""""	PUNCT	""""
Just	ADV	just
the	DET	the
same	ADJ	same
,	PUNCT	,
supposing	VERB	suppose
I	PRON	I
look	VERB	look
into	ADP	into
this	DET	this
Sunset	PROPN	Sunset
Company	PROPN	Company
for	ADP	for
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
As	ADP	as
you	PRON	you
please	VERB	please
,	PUNCT	,
Mr.	PROPN	Mr.
Passmore	PROPN	Passmore
.	PUNCT	.
But	CCONJ	but
I	PRON	I
doubt	VERB	doubt
if	SCONJ	if
I	PRON	I
care	VERB	care
to	PART	to
invest	VERB	invest
--	PUNCT	--
after	ADP	after
what	PRON	what
I	PRON	I
have	AUX	have
heard	VERB	hear
and	CCONJ	and
seen	VERB	see
of	ADP	of
this	DET	this
fellow	NOUN	fellow
,	PUNCT	,
Haskers	PROPN	Haskers
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
the	DET	the
old	ADJ	old
gentleman	NOUN	gentleman
.	PUNCT	.
The	DET	the
matter	NOUN	matter
was	AUX	be
talked	VERB	talk
over	ADP	over
a	DET	a
little	ADJ	little
more	ADJ	more
and	CCONJ	and
then	ADV	then
the	DET	the
boys	NOUN	boy
and	CCONJ	and
Bert	PROPN	Bert
's	PART	's
father	NOUN	father
departed	VERB	depart
,	PUNCT	,
first	ADV	first
,	PUNCT	,
however	ADV	however
,	PUNCT	,
receiving	VERB	receive
the	DET	the
warm	ADJ	warm
thanks	NOUN	thank
of	ADP	of
Mr.	PROPN	Mr.
Fordham	PROPN	Fordham
for	ADP	for
what	PRON	what
they	PRON	they
had	AUX	have
done	VERB	do
.	PUNCT	.
In	ADP	in
the	DET	the
foyer	NOUN	foyer
of	ADP	of
the	DET	the
hotel	NOUN	hotel
the	DET	the
chums	NOUN	chum
fell	VERB	fall
in	ADP	in
with	ADP	with
Bert	PROPN	Bert
.	PUNCT	.
""""	PUNCT	""""
Say	VERB	say
,	PUNCT	,
I	PRON	I
saw	VERB	see
that	SCONJ	that
Haskers	PROPN	Haskers
fellow	NOUN	fellow
shoot	VERB	shoot
out	ADP	out
of	ADP	of
the	DET	the
hotel	NOUN	hotel
in	ADP	in
a	DET	a
mighty	NOUN	mighty
hurry	NOUN	hurry
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
must	AUX	must
have	AUX	have
made	VERB	make
it	PRON	it
hot	ADJ	hot
for	ADP	for
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
We	PRON	we
did	AUX	do
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
Where	SCONJ	where
did	AUX	do
he	PRON	he
go	VERB	go
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Up	ADP	up
the	DET	the
lake	NOUN	lake
road	NOUN	road
,	PUNCT	,
as	ADV	as
fast	ADV	fast
as	ADP	as
he	PRON	he
could	AUX	could
walk	VERB	walk
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
wonder	VERB	wonder
where	SCONJ	where
he	PRON	he
is	AUX	be
stopping	VERB	stop
?	PUNCT	?
""""	PUNCT	""""
mused	VERB	muse
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
might	AUX	might
take	VERB	take
the	DET	the
auto	NOUN	auto
and	CCONJ	and
follow	VERB	follow
him	PRON	he
?	PUNCT	?
""""	PUNCT	""""
suggested	VERB	suggest
the	DET	the
senator	NOUN	senator
's	PART	's
son	NOUN	son
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
is	AUX	be
no	DET	no
hurry	NOUN	hurry
about	ADP	about
our	PRON	our
getting	VERB	get
home	ADV	home
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Let	VERB	let
's	PRON	us
do	AUX	do
it	PRON	it
!	PUNCT	!
""""	PUNCT	""""
cried	VERB	cry
Dave	PROPN	Dave
,	PUNCT	,
for	ADP	for
he	PRON	he
was	AUX	be
as	ADV	as
curious	ADJ	curious
as	ADP	as
the	DET	the
others	NOUN	other
concerning	VERB	concern
the	DET	the
former	ADJ	former
teacher	NOUN	teacher
of	ADP	of
Oak	PROPN	Oak
Hall	PROPN	Hall
.	PUNCT	.
""""	PUNCT	""""
If	SCONJ	if
you	PRON	you
do	AUX	do
n't	PART	not
mind	VERB	mind
I	PRON	I
'll	AUX	will
go	VERB	go
along	ADP	along
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Bert	PROPN	Bert
.	PUNCT	.
So	ADV	so
it	PRON	it
was	AUX	be
arranged	VERB	arrange
,	PUNCT	,
and	CCONJ	and
letting	VERB	let
Mr.	PROPN	Mr.
Passmore	PROPN	Passmore
know	VERB	know
of	ADP	of
their	PRON	their
plans	NOUN	plan
they	PRON	they
soon	ADV	soon
got	VERB	get
ready	ADJ	ready
for	ADP	for
the	DET	the
trip	NOUN	trip
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
,	PUNCT	,
do	AUX	do
n't	PART	not
get	VERB	get
into	ADP	into
any	DET	any
trouble	NOUN	trouble
,	PUNCT	,
""""	PUNCT	""""
warned	VERB	warn
the	DET	the
rug	NOUN	rug
dealer	NOUN	dealer
,	PUNCT	,
as	ADP	as
they	PRON	they
were	AUX	be
about	ADP	about
to	PART	to
depart	VERB	depart
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
fellow	NOUN	fellow
Haskers	PROPN	Haskers
may	AUX	may
be	AUX	be
like	ADP	like
a	DET	a
rat	NOUN	rat
--	PUNCT	--
very	ADV	very
ugly	ADJ	ugly
when	SCONJ	when
cornered	VERB	corner
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
We	PRON	we
'll	AUX	will
keep	VERB	keep
our	PRON	our
eyes	NOUN	eye
open	ADJ	open
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Dave	PROPN	Dave
.	PUNCT	.
Soon	ADV	soon
the	DET	the
touring	NOUN	touring
-	PUNCT	-
car	NOUN	car
was	AUX	be
rolling	VERB	roll
over	ADP	over
the	DET	the
lake	NOUN	lake
road	NOUN	road
,	PUNCT	,
in	ADP	in
the	DET	the
direction	NOUN	direction
Job	PROPN	Job
Haskers	PROPN	Haskers
had	AUX	have
taken	VERB	take
.	PUNCT	.
The	DET	the
storm	NOUN	storm
had	AUX	have
left	VERB	leave
the	DET	the
road	NOUN	road
a	DET	a
trifle	ADJ	trifle
muddy	ADJ	muddy
in	NOUN	in
spots	NOUN	spot
,	PUNCT	,
but	CCONJ	but
that	DET	that
was	AUX	be
all	DET	all
.	PUNCT	.
Overhead	ADP	overhead
the	DET	the
sky	NOUN	sky
was	AUX	be
blue	ADJ	blue
and	CCONJ	and
the	DET	the
sun	NOUN	sun
shone	VERB	shine
brightly	ADV	brightly
.	PUNCT	.
Less	ADJ	Less
than	ADP	than
a	DET	a
quarter	NOUN	quarter
of	ADP	of
a	DET	a
mile	NOUN	mile
was	AUX	be
covered	VERB	cover
when	SCONJ	when
those	DET	those
in	ADP	in
the	DET	the
touring	NOUN	touring
-	PUNCT	-
car	NOUN	car
saw	VERB	see
a	DET	a
figure	NOUN	figure
ahead	ADV	ahead
they	PRON	they
knew	VERB	know
to	PART	to
be	AUX	be
Job	PROPN	Job
Haskers	PROPN	Haskers
.	PUNCT	.
He	PRON	he
was	AUX	be
walking	VERB	walk
along	ADV	along
more	ADV	more
slowly	ADV	slowly
now	ADV	now
,	PUNCT	,
his	PRON	his
head	NOUN	head
bent	VERB	bend
down	ADV	down
as	ADP	as
if	SCONJ	if
in	ADP	in
deep	ADJ	deep
thought	NOUN	thought
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
suppose	VERB	suppose
he	PRON	he
is	AUX	be
trying	VERB	try
to	PART	to
figure	VERB	figure
out	ADP	out
what	PRON	what
to	PART	to
do	AUX	do
next	ADV	next
,	PUNCT	,
""""	PUNCT	""""
was	AUX	be
Phil	PROPN	Phil
's	PART	's
comment	NOUN	comment
.	PUNCT	.
""""	PUNCT	""""
Wants	VERB	want
to	PART	to
locate	VERB	locate
another	DET	another
sucker	NOUN	sucker
--	PUNCT	--
if	SCONJ	if
he	PRON	he
can	AUX	can
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Such	DET	such
a	DET	a
man	NOUN	man
ought	AUX	ought
to	PART	to
be	AUX	be
in	ADP	in
jail	NOUN	jail
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Bert	PROPN	Bert
""""	PUNCT	""""
He	PRON	he
may	AUX	may
rob	VERB	rob
some	DET	some
poor	ADJ	poor
fellow	NOUN	fellow
and	CCONJ	and
do	AUX	do
it	PRON	it
in	ADP	in
a	DET	a
legal	ADJ	legal
way	NOUN	way
,	PUNCT	,
too,--so	ADV	too,--so
that	SCONJ	that
the	DET	the
man	NOUN	man
wo	AUX	will
n't	PART	not
be	AUX	be
able	ADJ	able
to	PART	to
get	VERB	get
back	ADP	back
at	ADP	at
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Roger	PROPN	Roger
had	AUX	have
slowed	VERB	slow
down	ADP	down
,	PUNCT	,
so	SCONJ	so
that	SCONJ	that
the	DET	the
touring	NOUN	touring
-	PUNCT	-
car	NOUN	car
kept	VERB	keep
well	ADV	well
behind	ADP	behind
the	DET	the
former	ADJ	former
teacher	NOUN	teacher
.	PUNCT	.
Presently	ADV	presently
the	DET	the
boys	NOUN	boy
saw	VERB	see
Haskers	PROPN	Haskers
turn	VERB	turn
up	ADP	up
a	DET	a
side	ADJ	side
road	NOUN	road
,	PUNCT	,
one	NUM	one
that	PRON	that
led	VERB	lead
to	ADP	to
a	DET	a
small	ADJ	small
hotel	NOUN	hotel
,	PUNCT	,
standing	VERB	stand
on	ADP	on
a	DET	a
hill	NOUN	hill
overlooking	VERB	overlook
the	DET	the
lake	NOUN	lake
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
's	AUX	be
going	VERB	go
to	ADP	to
the	DET	the
Fenton	PROPN	Fenton
House	PROPN	House
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Bert	PROPN	Bert
.	PUNCT	.
""""	PUNCT	""""
Maybe	ADV	maybe
he	PRON	he
is	AUX	be
stopping	VERB	stop
there	ADV	there
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Possibly	ADV	possibly
,	PUNCT	,
""""	PUNCT	""""
returned	VERB	return
Dave	PROPN	Dave
.	PUNCT	.
Slowly	ADV	slowly
following	VERB	follow
the	DET	the
man	NOUN	man
,	PUNCT	,
they	PRON	they
saw	VERB	see
Job	PROPN	Job
Haskers	PROPN	Haskers
enter	VERB	enter
the	DET	the
hotel	NOUN	hotel
and	CCONJ	and
walk	VERB	walk
in	ADP	in
the	DET	the
direction	NOUN	direction
of	ADP	of
the	DET	the
reading	NOUN	reading
-	PUNCT	-
room	NOUN	room
.	PUNCT	.
Roger	PROPN	Roger
stopped	VERB	stop
the	DET	the
car	NOUN	car
and	CCONJ	and
turned	VERB	turn
to	ADP	to
the	DET	the
others	NOUN	other
.	PUNCT	.
""""	PUNCT	""""
Well	INTJ	well
,	PUNCT	,
what	PRON	what
's	AUX	be
the	DET	the
next	ADJ	next
move	NOUN	move
?	PUNCT	?
""""	PUNCT	""""
he	PRON	he
asked	VERB	ask
.	PUNCT	.
""""	PUNCT	""""
Want	VERB	want
to	PART	to
go	VERB	go
in	ADV	in
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
What	PRON	what
's	AUX	be
the	DET	the
use	NOUN	use
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
'd	AUX	would
only	ADV	only
have	AUX	have
a	DET	a
lot	NOUN	lot
of	ADP	of
words	NOUN	word
with	ADP	with
him	PRON	he
.	PUNCT	.
He	PRON	he
's	AUX	be
got	VERB	get
a	DET	a
right	NOUN	right
to	PART	to
stay	VERB	stay
here	ADV	here
if	SCONJ	if
he	PRON	he
wants	VERB	want
to	PART	to
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Let	VERB	let
's	PRON	us
go	VERB	go
in	ADV	in
anyway	ADV	anyway
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
must	AUX	must
know	VERB	know
somebody	PRON	somebody
here	ADV	here
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
continued	VERB	continue
,	PUNCT	,
turning	VERB	turn
to	ADP	to
Bert	PROPN	Bert
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
I	PRON	I
know	VERB	know
several	ADJ	several
young	ADJ	young
fellows	NOUN	fellow
and	CCONJ	and
girls	NOUN	girl
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
the	DET	the
lad	NOUN	lad
who	PRON	who
was	AUX	be
spending	VERB	spend
the	DET	the
summer	NOUN	summer
at	ADP	at
the	DET	the
lake	NOUN	lake
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
we	PRON	we
can	AUX	can
pretend	VERB	pretend
to	PART	to
be	AUX	be
calling	VERB	call
on	ADP	on
them	PRON	they
,	PUNCT	,
""""	PUNCT	""""
put	VERB	put
in	ADP	in
Roger	PROPN	Roger
.	PUNCT	.
Leaving	VERB	leave
the	DET	the
touring	NOUN	touring
-	PUNCT	-
car	NOUN	car
standing	VERB	stand
in	ADP	in
the	DET	the
road	NOUN	road
,	PUNCT	,
the	DET	the
four	NUM	four
youths	NOUN	youth
entered	VERB	enter
the	DET	the
hotel	NOUN	hotel
.	PUNCT	.
They	PRON	they
glanced	VERB	glance
into	ADP	into
the	DET	the
reading	NOUN	reading
-	PUNCT	-
room	NOUN	room
,	PUNCT	,
and	CCONJ	and
noted	VERB	note
that	SCONJ	that
over	ADP	over
a	DET	a
dozen	NOUN	dozen
persons	NOUN	person
were	AUX	be
present	ADJ	present
.	PUNCT	.
Then	ADV	then
Dave	PROPN	Dave
gave	VERB	give
a	DET	a
low	ADJ	low
cry	NOUN	cry
.	PUNCT	.
""""	PUNCT	""""
Look	VERB	look
,	PUNCT	,
boys	NOUN	boy
!	PUNCT	!
What	PRON	what
do	AUX	do
you	PRON	you
think	VERB	think
of	ADP	of
that	DET	that
?	PUNCT	?
""""	PUNCT	""""
He	PRON	he
pointed	VERB	point
to	ADP	to
one	NUM	one
corner	NOUN	corner
of	ADP	of
the	DET	the
reading	NOUN	reading
-	PUNCT	-
room	NOUN	room
,	PUNCT	,
where	SCONJ	where
two	NUM	two
persons	NOUN	person
sat	VERB	sit
on	ADP	on
a	DET	a
leather	NOUN	leather
couch	NOUN	couch
,	PUNCT	,
one	NUM	one
with	ADP	with
a	DET	a
newspaper	NOUN	newspaper
in	ADP	in
his	PRON	his
hand	NOUN	hand
.	PUNCT	.
""""	PUNCT	""""
Why	SCONJ	why
,	PUNCT	,
it	PRON	it
's	AUX	be
Link	PROPN	Link
Merwell	PROPN	Merwell
!	PUNCT	!
""""	PUNCT	""""
gasped	VERB	gasp
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
Merwell	PROPN	Merwell
as	ADV	as
sure	ADJ	sure
as	ADP	as
you	PRON	you
're	AUX	be
born	VERB	bear
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
How	SCONJ	how
did	AUX	do
that	DET	that
rascal	NOUN	rascal
get	VERB	get
here	ADV	here
?	PUNCT	?
""""	PUNCT	""""
murmured	VERB	murmur
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
Who	PRON	who
is	AUX	be
it	PRON	it
?	PUNCT	?
""""	PUNCT	""""
asked	VERB	ask
Bert	PROPN	Bert
,	PUNCT	,
curiously	ADV	curiously
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
fellow	NOUN	fellow
who	PRON	who
is	AUX	be
on	ADP	on
the	DET	the
couch	NOUN	couch
with	ADP	with
Haskers	PROPN	Haskers
,	PUNCT	,
""""	PUNCT	""""
whispered	VERB	whisper
Dave	PROPN	Dave
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
used	VERB	use
to	PART	to
go	VERB	go
to	ADP	to
school	NOUN	school
with	ADP	with
us	PRON	we
at	ADP	at
Oak	PROPN	Oak
Hall	PROPN	Hall
,	PUNCT	,
and	CCONJ	and
then	ADV	then
he	PRON	he
had	AUX	have
to	PART	to
leave	VERB	leave
,	PUNCT	,
and	CCONJ	and
after	ADP	after
that	DET	that
he	PRON	he
and	CCONJ	and
a	DET	a
fellow	NOUN	fellow
named	VERB	name
Jasniff	PROPN	Jasniff
robbed	VERB	rob
Mr.	PROPN	Mr.
Wadsworth	PROPN	Wadsworth
's	PART	's
jewelry	NOUN	jewelry
works	NOUN	work
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
Roger	PROPN	Roger
told	VERB	tell
me	PRON	I
about	ADP	about
that	DET	that
.	PUNCT	.
You	PRON	you
fellows	NOUN	fellow
followed	VERB	follow
the	DET	the
rascals	NOUN	rascal
to	ADP	to
Cave	PROPN	Cave
Island	PROPN	Island
,	PUNCT	,
did	AUX	do
n't	PART	not
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
and	CCONJ	and
we	PRON	we
caught	VERB	catch
Jasniff	PROPN	Jasniff
,	PUNCT	,
but	CCONJ	but
Merwell	PROPN	Merwell
got	VERB	get
away	ADP	away
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Then	ADV	then
why	SCONJ	why
not	PART	not
have	AUX	have
him	PRON	he
locked	VERB	lock
up	ADP	up
right	ADV	right
now	ADV	now
?	PUNCT	?
""""	PUNCT	""""
demanded	VERB	demand
Bert	PROPN	Bert
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
's	AUX	be
what	PRON	what
we	PRON	we
ought	AUX	ought
to	PART	to
do	AUX	do
,	PUNCT	,
""""	PUNCT	""""
declared	VERB	declare
Phil	PROPN	Phil
.	PUNCT	.
""""	PUNCT	""""
Haskers	PROPN	Haskers
and	CCONJ	and
Merwell	PROPN	Merwell
must	AUX	must
be	AUX	be
in	ADP	in
with	ADP	with
each	DET	each
other	ADJ	other
,	PUNCT	,
""""	PUNCT	""""
was	AUX	be
Dave	PROPN	Dave
's	PART	's
comment	NOUN	comment
.	PUNCT	.
""""	PUNCT	""""
Maybe	ADV	maybe
Merwell	PROPN	Merwell
is	AUX	be
trying	VERB	try
to	PART	to
sell	VERB	sell
some	DET	some
of	ADP	of
that	DET	that
Sunset	PROPN	Sunset
Company	PROPN	Company
stock	NOUN	stock
,	PUNCT	,
too	ADV	too
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Wonder	VERB	wonder
if	SCONJ	if
we	PRON	we
ca	AUX	can
n't	PART	not
hear	VERB	hear
what	PRON	what
they	PRON	they
are	AUX	be
saying	VERB	say
?	PUNCT	?
""""	PUNCT	""""
said	VERB	say
Roger	PROPN	Roger
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
might	AUX	might
help	VERB	help
us	PRON	we
to	PART	to
make	VERB	make
out	ADP	out
a	DET	a
case	NOUN	case
against	ADP	against
them	PRON	they
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
We	PRON	we
can	AUX	can
go	VERB	go
around	ADV	around
to	ADP	to
that	DET	that
side	ADJ	side
window	NOUN	window
and	CCONJ	and
listen	VERB	listen
,	PUNCT	,
""""	PUNCT	""""
suggested	VERB	suggest
Phil	PROPN	Phil
,	PUNCT	,
and	CCONJ	and
pointed	VERB	point
to	ADP	to
the	DET	the
window	NOUN	window
in	ADP	in
question	NOUN	question
.	PUNCT	.
This	DET	this
was	AUX	be
quickly	ADV	quickly
agreed	VERB	agree
upon	SCONJ	upon
,	PUNCT	,
and	CCONJ	and
the	DET	the
four	NUM	four
boys	NOUN	boy
left	VERB	leave
the	DET	the
hotel	NOUN	hotel
and	CCONJ	and
walked	VERB	walk
out	ADP	out
on	ADP	on
a	DET	a
gravel	NOUN	gravel
path	NOUN	path
close	ADV	close
to	ADP	to
the	DET	the
window	NOUN	window
.	PUNCT	.
As	ADP	as
the	DET	the
day	NOUN	day
was	AUX	be
warm	ADJ	warm
,	PUNCT	,
the	DET	the
window	NOUN	window
was	AUX	be
wide	ADV	wide
open	ADJ	open
.	PUNCT	.
""""	PUNCT	""""
No	INTJ	no
,	PUNCT	,
it	PRON	it
was	AUX	be
a	DET	a
frost	NOUN	frost
!	PUNCT	!
""""	PUNCT	""""
they	PRON	they
heard	VERB	hear
Job	PROPN	Job
Haskers	PROPN	Haskers
say	VERB	say
,	PUNCT	,
in	ADP	in
harsh	ADJ	harsh
tones	NOUN	tone
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
would	AUX	would
n't	PART	not
buy	VERB	buy
the	DET	the
stock	NOUN	stock
?	PUNCT	?
""""	PUNCT	""""
queried	VERB	query
Link	PROPN	Link
Merwell	PROPN	Merwell
.	PUNCT	.
""""	PUNCT	""""
Worse	ADJ	bad
than	ADP	than
that	DET	that
,	PUNCT	,
Merwell	PROPN	Merwell
.	PUNCT	.
I	PRON	I
was	AUX	be
trapped	VERB	trap
,	PUNCT	,
and	CCONJ	and
I	PRON	I
had	AUX	have
all	DET	all
I	PRON	I
could	AUX	could
do	AUX	do
to	PART	to
get	VERB	get
away	ADP	away
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
What	PRON	what
do	AUX	do
you	PRON	you
mean	VERB	mean
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
you	PRON	you
know	VERB	know
who	PRON	who
was	AUX	be
there	ADV	there
,	PUNCT	,
with	ADP	with
that	DET	that
old	ADJ	old
man	NOUN	man
